Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P18085	P18085	6	4	4	ADP-ribosylation factor 4	ARF4	sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3	1	6	4	4	41.1	23.3	23.3	20.511	180	180	0.0	27.279	7026900	4	351	660;2648;2727;3171;3761;3880	True;False;True;False;True;True	669;2690;2774;3225;3836;3961	710;2856;2944;3419;4050;4185	755;3076;3077;3173;3693;4355;4496	755;3076;3173;3693;4355;4496		
P18124	P18124	8	8	8	60S ribosomal protein L7	RPL7	sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1	1	8	8	8	40.3	40.3	40.3	29.225	248	248	0.0	48.355	23901000	6	352	181;454;1055;1459;2436;2812;5006;5734	True;True;True;True;True;True;True;True	183;458;1074;1485;2474;2860;5106;5845	195;489;1145;1572;2620;3030;5394;6162	205;517;1218;1676;2821;3267;5799;6631	205;517;1218;1676;2821;3267;5799;6631		
P18206	P18206	19	19	19	Vinculin	VCL	sp|P18206|VINC_HUMAN Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	1	19	19	19	20.5	20.5	20.5	123.8	1134	1134	0.0	124.84	13437000	19	353	430;492;880;997;1320;1433;2013;2103;3260;3982;3988;4304;4474;4567;4691;4938;5161;5381;5626	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	434;497;897;1016;1344;1458;2047;2137;3315;4065;4072;4392;4565;4660;4784;5038;5262;5486;5737	462;528;958;1083;1430;1545;2163;2258;3514;4293;4300;4635;4813;4913;5046;5324;5560;5789;6049	488;558;1019;1152;1526;1646;2315;2416;3794;4609;4617;4968;5154;5261;5404;5725;5982;6231;6514	488;558;1019;1152;1526;1646;2315;2416;3794;4609;4617;4968;5154;5261;5404;5725;5982;6231;6514		
P18621	P18621	5	5	5	60S ribosomal protein L17	RPL17	sp|P18621|RL17_HUMAN 60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3	1	5	5	5	31.0	31.0	31.0	21.397	184	184	0.0	29.925	17882000	6	354	1371;2048;4381;4641;5866	True;True;True;True;True	1396;2082;4470;4734;5981	1482;2200;2201;4716;4995;6302	1579;2353;2354;5055;5351;6780	1579;2353;5055;5351;6780		
P18669;P15259;Q8N0Y7	P18669	9;3;3	9;3;3	9;3;3	Phosphoglycerate mutase 1	PGAM1	sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2	3	9	9	9	52.8	52.8	52.8	28.804	254	254;253;254	0.0	98.427	45570000	10	355	311;647;1713;2331;2415;3927;4733;5353;5673	True;True;True;True;True;True;True;True;True	314;656;1743;2366;2453;4008;4826;5458;5784	338;695;1839;2501;2598;4233;4234;5089;5761;6100	356;740;1958;2676;2798;4546;4547;5449;6203;6566	356;740;1958;2676;2798;4547;5449;6203;6566		
P18754	P18754	1	1	1	Regulator of chromosome condensation	RCC1	sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1	1	1	1	1	1.9	1.9	1.9	44.969	421	421	0.0093604	5.6728	553740	1	356	5236	True	5340	5640	6068	6068		
P18859	P18859	2	2	2	ATP synthase-coupling factor 6, mitochondrial	ATP5J	sp|P18859|ATP5J_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PF PE=1 SV=1	1	2	2	2	14.8	14.8	14.8	12.587	108	108	0.0	11.169	1195200	1	357	1258;1581	True;True	1280;1610	1365;1702	1456;1814	1456;1814		
P19338	P19338	15	15	15	Nucleolin	NCL	sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	1	15	15	15	24.1	24.1	24.1	76.613	710	710	0.0	101.18	69563000	19	358	270;1052;1452;1605;1922;2086;2264;3103;3830;4232;4521;4841;4927;5186;5517	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	273;1071;1478;1634;1956;2120;2299;3157;3911;4320;4614;4937;5027;5288;5626	291;1142;1565;1727;2066;2241;2428;3351;4132;4561;4866;5211;5311;5312;5587;5588;5933	308;1215;1668;1669;1840;2204;2205;2399;2592;3622;4441;4891;5211;5591;5712;5713;6011;6012;6386	308;1215;1668;1840;2204;2399;2592;3622;4441;4891;5211;5591;5712;6012;6386		
P19367;Q2TB90	P19367	4;1	4;1	3;1	Hexokinase-1	HK1	sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	2	4	4	3	4.4	4.4	3.5	102.48	917	917;917	0.0	26.224	2626900	5	359	1838;2468;2979;3896	True;True;True;True	1870;2507;3027;3977	1972;2655;3214;4201	2101;2102;2857;3476;4513	2101;2857;3476;4513		
P19525	P19525	1	1	1	Interferon-induced, double-stranded RNA-activated protein kinase	EIF2AK2	sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2	1	1	1	1	2.2	2.2	2.2	62.094	551	551	0.0	7.6754	692330	1	360	5319	True	5424	5727	6169	6169		
P19623	P19623	3	3	3	Spermidine synthase	SRM	sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1	1	3	3	3	14.2	14.2	14.2	33.824	302	302	0.0	18.081	2379000	3	361	1416;5359;5839	True;True;True	1441;5464;5954	1527;5767;6275	1626;6209;6753	1626;6209;6753		
P19971	P19971	1	1	1	Thymidine phosphorylase	TYMP	sp|P19971|TYPH_HUMAN Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2	1	1	1	1	3.1	3.1	3.1	49.955	482	482	0.0	7.1366	681970	1	362	313	True	316	340	358	358		
P20042	P20042	4	4	4	Eukaryotic translation initiation factor 2 subunit 2	EIF2S2	sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2	1	4	4	4	17.1	17.1	17.1	38.388	333	333	0.0	30.574	4741100	4	363	656;1005;1451;2533	True;True;True;True	665;1024;1477;2573	705;1092;1564;2726	750;1161;1667;2935	750;1161;1667;2935		
P20073	P20073	6	6	6	Annexin A7	ANXA7	sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	1	6	6	6	12.7	12.7	12.7	52.739	488	488	0.0	38.585	5941200	6	364	828;1798;1934;4063;4447;5356	True;True;True;True;True;True	843;1830;1968;4149;4538;5461	898;1930;2079;4383;4786;5764	951;2059;2221;4706;5127;6206	951;2059;2221;4706;5127;6206		
P20290	P20290	2	2	2	Transcription factor BTF3	BTF3	sp|P20290|BTF3_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1	1	2	2	2	21.4	21.4	21.4	22.168	206	206	0.0	12.288	2204100	2	365	380;5460	True;True	384;5569	411;5876	437;6325	437;6325		
P61020;P20339;P51148	P61020;P20339;P51148	2;2;2	2;2;2	2;2;2	Ras-related protein Rab-5B;Ras-related protein Rab-5A;Ras-related protein Rab-5C	RAB5B;RAB5A;RAB5C	sp|P61020|RAB5B_HUMAN Ras-related protein Rab-5B OS=Homo sapiens OX=9606 GN=RAB5B PE=1 SV=1;sp|P20339|RAB5A_HUMAN Ras-related protein Rab-5A OS=Homo sapiens OX=9606 GN=RAB5A PE=1 SV=2;sp|P51148|RAB5C_HUMAN Ras-related protein Rab-5C OS=Homo sapiens OX=9606	3	2	2	2	10.2	10.2	10.2	23.707	215	215;215;216	0.0	14.366	475390	2	366	1567;3647	True;True	1596;3707	1687;3917	1799;4217	1799;4217		
P20340;Q9NRW1;Q14964	P20340;Q9NRW1	3;3;1	3;3;1	3;3;1	Ras-related protein Rab-6A;Ras-related protein Rab-6B	RAB6A;RAB6B	sp|P20340|RAB6A_HUMAN Ras-related protein Rab-6A OS=Homo sapiens OX=9606 GN=RAB6A PE=1 SV=3;sp|Q9NRW1|RAB6B_HUMAN Ras-related protein Rab-6B OS=Homo sapiens OX=9606 GN=RAB6B PE=1 SV=1	3	3	3	3	14.4	14.4	14.4	23.593	208	208;208;217	0.0	18.746	4802700	3	367	3481;3621;4565	True;True;True	3540;3681;4658	3746;3891;4911	4036;4189;5259	4036;4189;5259		
P20618	P20618	3	3	3	Proteasome subunit beta type-1	PSMB1	sp|P20618|PSB1_HUMAN Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2	1	3	3	3	13.7	13.7	13.7	26.489	241	241	0.0	18.921	4523200	3	368	973;1821;3510	True;True;True	992;1853;3569	1058;1954;3775	1125;2083;4066	1125;2083;4066		
P20674	P20674	1	1	1	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2	1	1	1	1	6.0	6.0	6.0	16.762	150	150	0.00089366	6.3961	0	1	369	3375	True	3434	3636	3920	3920		
P20700	P20700	8	8	8	Lamin-B1	LMNB1	sp|P20700|LMNB1_HUMAN Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	1	8	8	8	17.2	17.2	17.2	66.408	586	586	0.0	51.293	7438500	9	370	113;347;632;2519;2726;3006;3472;5008	True;True;True;True;True;True;True;True	114;350;641;2558;2773;3059;3531;5108	124;376;680;2709;2943;3249;3737;5396	131;399;724;2914;3172;3517;3518;4027;5801	131;399;724;2914;3172;3517;4027;5801		
P20962	P20962	1	1	1	Parathymosin	PTMS	sp|P20962|PTMS_HUMAN Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2	1	1	1	1	10.8	10.8	10.8	11.53	102	102	0.0	7.3576	1515600	1	371	4698	True	4791	5053	5412	5412		
P21291	P21291	4	4	4	Cysteine and glycine-rich protein 1	CSRP1	sp|P21291|CSRP1_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3	1	4	4	4	36.8	36.8	36.8	20.567	193	193	0.0	25.019	3865900	4	372	1920;2054;2284;3916	True;True;True;True	1954;2088;2319;3997	2064;2207;2449;4222	2202;2360;2616;4535	2202;2360;2616;4535		
P21333	P21333	43	41	40	Filamin-A	FLNA	sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	1	43	41	40	25.8	25.1	24.3	280.74	2647	2647	0.0	257.27	59211000	43	373	101;115;150;199;276;390;558;625;641;788;939;1036;1062;1116;1178;1343;1672;1801;2153;2209;2390;2438;3051;3300;3493;3608;3716;4383;4828;4952;5098;5166;5198;5430;5471;5482;5499;5524;5622;5683;5732;5882;5900	True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	102;116;152;201;279;394;566;634;650;802;958;1055;1081;1135;1197;1368;1702;1833;2188;2244;2427;2476;3105;3355;3552;3668;3776;4472;4923;5052;5199;5267;5300;5539;5580;5591;5608;5633;5733;5794;5843;5997;6015	110;126;162;215;298;421;601;672;689;852;1023;1126;1152;1210;1272;1454;1797;1933;2311;2367;2572;2622;3298;3554;3758;3878;3988;4718;5196;5338;5490;5565;5600;5844;5887;5898;5915;5940;6045;6110;6160;6319;6320;6340	116;133;169;225;315;447;637;715;733;904;1089;1199;1225;1284;1348;1551;1914;2062;2473;2530;2771;2823;3569;3835;4049;4176;4289;5057;5574;5575;5742;5906;5987;6024;6291;6336;6349;6367;6393;6510;6576;6629;6799;6800;6822;6823	116;133;169;225;315;447;637;715;733;904;1089;1199;1225;1284;1348;1551;1914;2062;2473;2530;2771;2823;3569;3835;4049;4176;4289;5057;5574;5742;5906;5987;6024;6291;6336;6349;6367;6393;6510;6576;6629;6800;6822		
P21399	P21399	4	4	4	Cytoplasmic aconitate hydratase	ACO1	sp|P21399|ACOHC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	1	4	4	4	7.3	7.3	7.3	98.398	889	889	0.0	23.871	1927700	3	374	2121;2689;4156;5848	True;True;True;True	2156;2736;4244;5963	2277;2904;4482;6284	2439;3128;4808;6762	2439;3128;4808;6762		
P21796	P21796	12	12	12	Voltage-dependent anion-selective channel protein 1	VDAC1	sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2	1	12	12	12	60.8	60.8	60.8	30.772	283	283	0.0	84.844	30905000	13	375	1183;2278;2904;3120;3565;3581;4455;4780;5422;5644;5660;5844	True;True;True;True;True;True;True;True;True;True;True;True	1202;2313;2952;3174;3625;3641;4546;4874;5531;5755;5771;5959	1277;2443;3134;3368;3833;3849;3850;4794;5145;5835;6068;6069;6086;6280	1354;2610;3392;3639;4129;4145;4146;5135;5516;6281;6534;6535;6552;6758	1354;2610;3392;3639;4129;4146;5135;5516;6281;6534;6552;6758		
P21912	P21912	2	2	2	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	SDHB	sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=3	1	2	2	2	8.2	8.2	8.2	31.629	280	280	0.0	12.483	1625100	2	376	847;3462	True;True	863;3521	920;3727	977;4016	977;4016		
P21926	P21926	3	3	3	CD9 antigen	CD9	sp|P21926|CD9_HUMAN CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4	1	3	3	3	18.4	18.4	18.4	25.416	228	228	0.0	17.953	2263500	3	377	218;1461;2871	True;True;True	220;1487;2919	234;1574;3097	244;1678;3352	244;1678;3352		
P21964	P21964	2	2	2	Catechol O-methyltransferase	COMT	sp|P21964|COMT_HUMAN Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2	1	2	2	2	11.4	11.4	11.4	30.037	271	271	0.0	13.598	1602600	2	378	2946;5799	True;True	2994;5910	3179;6230	3440;6701	3440;6701		
P21980	P21980	17	17	17	Protein-glutamine gamma-glutamyltransferase 2	TGM2	sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	1	17	17	17	33.2	33.2	33.2	77.328	687	687	0.0	128.24	68647000	20	379	303;585;670;2158;3730;3845;4034;4054;4192;4443;4716;5028;5055;5565;5569;5793;5854	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	306;593;679;2193;3794;3926;4120;4140;4280;4534;4809;5128;5156;5675;5676;5680;5904;5969	327;328;629;721;2316;4007;4148;4353;4374;4520;4521;4782;5072;5417;5446;5985;5986;5990;6224;6290	345;346;669;768;2478;4309;4459;4676;4697;4848;4849;5123;5431;5824;5859;6448;6449;6453;6454;6695;6768	346;669;768;2478;4309;4459;4676;4697;4848;5123;5431;5824;5859;6449;6453;6695;6768	57	227
P22087	P22087	2	2	2	rRNA 2-O-methyltransferase fibrillarin	FBL	sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2	1	2	2	2	8.4	8.4	8.4	33.784	321	321	0.0	12.667	1718500	1	380	735;5488	True;True	747;5597	794;5904	844;6356	844;6356		
P22090;Q8TD47	P22090;Q8TD47	4;2	2;1	2;1	40S ribosomal protein S4, Y isoform 1;40S ribosomal protein S4, Y isoform 2	RPS4Y1;RPS4Y2	sp|P22090|RS4Y1_HUMAN 40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens OX=9606 GN=RPS4Y1 PE=1 SV=2;sp|Q8TD47|RS4Y2_HUMAN 40S ribosomal protein S4, Y isoform 2 OS=Homo sapiens OX=9606 GN=RPS4Y2 PE=2 SV=3	2	4	2	2	19.0	11.0	11.0	29.455	263	263;263	0.0	13.59	2506600	2	381	654;1074;2372;3531	False;True;False;True	663;1093;2408;3590	703;1164;2549;3797	748;1238;2740;4090	748;1238;2740;4090		
P22102	P22102	10	10	10	Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase	GART	sp|P22102|PUR2_HUMAN Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1	1	10	10	10	13.5	13.5	13.5	107.77	1010	1010	0.0	61.739	16703000	11	382	167;202;1107;1348;1562;2226;2507;2768;2894;5327	True;True;True;True;True;True;True;True;True;True	169;204;1126;1373;1591;2261;2546;2816;2942;5432	179;218;1200;1459;1682;2386;2696;2697;2986;3124;5735	186;228;1274;1556;1794;2549;2901;2902;3220;3382;6177	186;228;1274;1556;1794;2549;2901;3220;3382;6177		
P22234	P22234	6	6	6	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	PAICS	sp|P22234|PUR6_HUMAN Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3	1	6	6	6	16.7	16.7	16.7	47.079	425	425	0.0	42.544	17844000	7	383	135;452;467;1229;2506;3859	True;True;True;True;True;True	136;456;471;1250;2545;3940	146;487;502;1332;1333;2695;4163	153;515;530;1421;1422;2900;4474	153;515;530;1421;2900;4474		
P22314	P22314	16	16	16	Ubiquitin-like modifier-activating enzyme 1	UBA1	sp|P22314|UBA1_HUMAN Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3	1	16	16	16	21.0	21.0	21.0	117.85	1058	1058	0.0	111.57	16535000	16	384	123;310;480;548;686;2067;2382;2571;2918;2971;3491;3843;3868;4199;5696;5727	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	124;313;485;556;696;2101;2419;2611;2966;3019;3550;3924;3949;4287;5807;5838	134;337;516;591;739;2221;2562;2767;3148;3205;3756;4146;4172;4528;6124;6155	141;355;546;627;787;2378;2753;2980;3406;3466;4047;4457;4483;4856;6591;6624	141;355;546;627;787;2378;2753;2980;3406;3466;4047;4457;4483;4856;6591;6624		
P22392;O60361	P22392;O60361	6;4	3;2	3;2	Nucleoside diphosphate kinase B;Putative nucleoside diphosphate kinase	NME2;NME2P1	sp|P22392|NDKB_HUMAN Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1;sp|O60361|NDK8_HUMAN Putative nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME2P1 PE=5 SV=1	2	6	3	3	53.9	28.9	28.9	17.298	152	152;137	0.0	20.357	65515000	10	385	900;1224;1837;4822;5406;5817	True;True;False;False;False;True	917;1244;1869;4917;5511;5512;5930;5931	978;979;1324;1325;1971;5189;5814;5815;5816;6251;6252	1042;1043;1406;1407;1408;1409;1410;2100;5566;6257;6258;6259;6726;6727;6728	1043;1408;2100;5566;6258;6726	53;58	68;90
P22626	P22626	11	11	11	Heterogeneous nuclear ribonucleoproteins A2/B1	HNRNPA2B1	sp|P22626|ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	1	11	11	11	40.5	40.5	40.5	37.429	353	353	0.0	112.5	81259000	18	386	989;1918;1927;1953;2485;2907;3144;3556;3946;4062;4893	True;True;True;True;True;True;True;True;True;True;True	1008;1952;1961;1987;2524;2955;3198;3615;3616;4028;4148;4990	1075;2062;2071;2099;2672;3137;3392;3823;3824;4254;4255;4382;5271	1142;1143;2200;2211;2212;2244;2875;2876;2877;3395;3664;3665;4118;4119;4570;4571;4705;5665	1143;2200;2212;2244;2876;3395;3665;4119;4571;4705;5665		
P22695	P22695	4	4	4	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3	1	4	4	4	13.5	13.5	13.5	48.442	453	453	0.0	26.469	3920100	5	387	3441;3805;4859;5703	True;True;True;True	3500;3886;4956;5814	3705;3706;4105;5235;6131	3994;3995;4414;5623;6598	3995;4414;5623;6598		
P23193	P23193	2	2	2	Transcription elongation factor A protein 1	TCEA1	sp|P23193|TCEA1_HUMAN Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2	1	2	2	2	6.3	6.3	6.3	33.969	301	301	0.0	11.751	1535600	2	388	935;3799	True;True	954;3880	1019;4099	1085;4408	1085;4408		
P23246	P23246	8	8	7	Splicing factor, proline- and glutamine-rich	SFPQ	sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2	1	8	8	7	13.2	13.2	12.0	76.149	707	707	0.0	50.432	15971000	8	389	360;550;622;1519;1603;3160;3161;4135	True;True;True;True;True;True;True;True	364;558;631;1545;1632;3214;3215;4223	390;593;669;1634;1725;3408;3409;4460	413;629;712;1742;1838;3681;3682;4785	413;629;712;1742;1838;3681;3682;4785		
Q9NRH3;P23258	Q9NRH3;P23258	3;3	3;3	3;3	Tubulin gamma-2 chain;Tubulin gamma-1 chain	TUBG2;TUBG1	sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1;sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2	2	3	3	3	7.8	7.8	7.8	51.091	451	451;451	0.0	19.088	1703200	3	390	532;943;2564	True;True;True	539;962;2604	573;1027;2758	607;1093;2969	607;1093;2969		
P23284	P23284	4	4	4	Peptidyl-prolyl cis-trans isomerase B	PPIB	sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2	1	4	4	4	20.4	20.4	20.4	23.742	216	216	0.0	24.825	3674700	4	391	715;929;950;2524	True;True;True;True	727;948;969;2563	771;1013;1034;2714	821;1079;1100;2919	821;1079;1100;2919		
P23368	P23368	1	1	1	NAD-dependent malic enzyme, mitochondrial	ME2	sp|P23368|MAOM_HUMAN NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1	1	1	1	1	2.7	2.7	2.7	65.443	584	584	0.0	8.3623	689000	1	392	4014	True	4099	4329	4650	4650		
P23381	P23381	5	5	5	Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS	WARS	sp|P23381|SYWC_HUMAN Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2	1	5	5	5	14.9	14.9	14.9	53.165	471	471	0.0	32.602	4686800	5	393	290;1465;1994;2754;4073	True;True;True;True;True	293;1491;2028;2802;4159	312;1578;2142;2972;4393	329;1682;2291;3206;4716	329;1682;2291;3206;4716		
P23396	P23396	9	9	9	40S ribosomal protein S3	RPS3	sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens OX=9606 GN=RPS3 PE=1 SV=2	1	9	9	9	40.7	40.7	40.7	26.688	243	243	0.0	57.88	34251000	10	394	64;119;689;1242;1319;1746;2673;3296;4801	True;True;True;True;True;True;True;True;True	64;120;699;1263;1343;1777;2717;3351;4895	72;130;742;1346;1429;1875;2883;3550;5167	76;137;790;1436;1525;1997;3105;3831;5540;5541	76;137;790;1436;1525;1997;3105;3831;5541		
P23526	P23526	8	8	8	Adenosylhomocysteinase	AHCY	sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4	1	8	8	8	18.5	18.5	18.5	47.716	432	432	0.0	51.753	16579000	8	395	1546;2019;2898;3025;5085;5116;5438;5834	True;True;True;True;True;True;True;True	1574;2053;2946;3079;5186;5217;5547;5949	1664;2169;3128;3270;5477;5510;5853;6270	1774;2322;3386;3540;5893;5929;6301;6748	1774;2322;3386;3540;5893;5929;6301;6748		
P23528	P23528	8	8	7	Cofilin-1	CFL1	sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3	1	8	8	7	48.2	48.2	38.0	18.502	166	166	0.0	65.24	68760000	13	396	449;526;527;1220;2316;2876;3891;3892	True;True;True;True;True;True;True;True	453;533;534;1240;2351;2924;3972;3973	483;484;566;567;568;1319;1320;2483;2484;3102;3103;4196;4197	511;512;600;601;602;1401;1402;2653;2654;3357;3358;3359;4508;4509	512;600;601;1401;2654;3358;4508;4509		
P23588	P23588	2	2	2	Eukaryotic translation initiation factor 4B	EIF4B	sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2	1	2	2	2	3.9	3.9	3.9	69.15	611	611	0.0	11.677	2023900	2	397	42;2079	True;True	42;2113	46;2234	48;2392	48;2392		
P23919	P23919	1	1	1	Thymidylate kinase	DTYMK	sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens OX=9606 GN=DTYMK PE=1 SV=4	1	1	1	1	5.2	5.2	5.2	23.819	212	212	0.0	6.7725	1243500	1	398	1809	True	1841	1942	2071	2071		
P23921	P23921	1	1	1	Ribonucleoside-diphosphate reductase large subunit	RRM1	sp|P23921|RIR1_HUMAN Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	90.069	792	792	0.0	6.8106	524820	1	399	4681	True	4774	5036	5394	5394		
P24534	P24534	5	4	4	Elongation factor 1-beta	EEF1B2	sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3	1	5	4	4	36.9	32.0	32.0	24.763	225	225	0.0	27.656	14363000	4	400	3473;3658;4516;4663;4737	False;True;True;True;True	3532;3718;4609;4756;4830	3738;3928;4861;5018;5095	4028;4228;5205;5376;5456	4028;4228;5205;5376;5456		
P24666	P24666	4	4	4	Low molecular weight phosphotyrosine protein phosphatase	ACP1	sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3	1	4	4	4	35.4	35.4	35.4	18.042	158	158	0.0	26.995	3197300	4	401	2513;4241;4616;4710	True;True;True;True	2552;4329;4709;4803	2703;4571;4966;5065	2908;4902;5321;5424	2908;4902;5321;5424		
