Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P07384	P07384	8	8	8	Calpain-1 catalytic subunit	CAPN1	sp|P07384|CAN1_HUMAN Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1	1	8	8	8	13.3	13.3	13.3	81.889	714	714	0.0	50.787	6091200	7	213	674;2984;3502;3580;4245;4326;5506;5638	True;True;True;True;True;True;True;True	681;3036;3559;3637;4334;4417;5619;5751	711;3216;3763;3844;4576;4660;5924;6061	755;3451;4027;4114;4883;4969;6350;6489	755;3451;4027;4114;4883;4969;6350;6489		
P07437	P07437	17	17	4	Tubulin beta chain	TUBB	sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2	1	17	17	4	56.3	56.3	16.0	49.67	444	444	0.0	204.05	298960000	55	214	208;323;1393;1612;1705;1911;2587;2664;2688;2904;3067;3478;3605;3826;4353;4645;5659	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	209;325;1415;1416;1640;1736;1946;2630;2631;2709;2710;2734;2955;2956;3120;3121;3535;3663;3664;3909;3910;4445;4738;5772	217;341;342;1487;1488;1721;1820;1821;2042;2043;2775;2776;2857;2858;2883;3130;3131;3132;3305;3306;3307;3738;3871;3872;3873;4132;4133;4688;5002;6082	224;225;357;358;359;1577;1578;1579;1580;1823;1824;1825;1931;1932;1933;1934;1935;2170;2171;2172;2173;2970;2971;2972;3057;3058;3059;3060;3085;3361;3362;3363;3364;3542;3543;3544;3545;4000;4001;4141;4142;4143;4421;4422;4997;4998;5336;5337;5338;5339;5340;5341;5342;6511;6512	224;358;1578;1824;1932;2171;2970;3057;3085;3362;3545;4001;4142;4421;4998;5337;6512	5;6;7;8;9;10;25;26;27	73;164;257;267;299;300;330;363;388
P07602	P07602	5	5	5	Prosaposin;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D	PSAP	sp|P07602|SAP_HUMAN Prosaposin OS=Homo sapiens OX=9606 GN=PSAP PE=1 SV=2	1	5	5	5	10.5	10.5	10.5	58.112	524	524	0.0	36.94	25910000	5	215	1176;1761;3509;4051;4295	True;True;True;True;True	1195;1793;3566;4139;4386	1264;1882;3770;4374;4629	1343;1999;4034;4674;4938	1343;1999;4034;4674;4938		
P07741	P07741	5	5	5	Adenine phosphoribosyltransferase	APRT	sp|P07741|APT_HUMAN Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	1	5	5	5	40.6	40.6	40.6	19.608	180	180	0.0	37.227	7045600	5	217	82;2410;3300;4343;5440	True;True;True;True;True	82;2448;3356;4434;5552	88;2581;3550;4677;5856	90;2758;3800;4986;6279	90;2758;3800;4986;6279		
P07814	P07814	20	20	20	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	sp|P07814|SYEP_HUMAN Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	1	20	20	20	19.2	19.2	19.2	170.59	1512	1512	0.0	128.99	24446000	22	218	1005;1454;2028;2592;2830;3264;3487;3614;4278;4400;4432;4454;4676;4727;4975;4983;5142;5478;5676;5756	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1019;1477;2063;2637;2878;3320;3544;3677;3678;4368;4492;4524;4546;4769;4822;5076;5084;5246;5590;5794;5874	1079;1551;1552;2169;2782;3044;3514;3747;3886;3887;4610;4739;4772;4795;5035;5095;5362;5370;5537;5894;6105;6191	1142;1644;1645;2306;2979;3271;3763;4010;4157;4158;4159;4919;5053;5087;5111;5376;5454;5746;5755;5934;6317;6537;6629	1142;1644;2306;2979;3271;3763;4010;4158;4919;5053;5087;5111;5376;5454;5746;5755;5934;6317;6537;6629	29	1251
P07858	P07858	1	1	1	Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain	CTSB	sp|P07858|CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	1	1	1	1	5.0	5.0	5.0	37.821	339	339	0.0066722	5.8483	1040000	1	219	2070	True	2106	2214	2354	2354		
P07900;Q14568;Q58FG0	P07900	24;6;3	15;2;2	15;2;2	Heat shock protein HSP 90-alpha	HSP90AA1	sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5	3	24	15	15	36.7	23.4	23.4	84.659	732	732;343;334	0.0	191.01	160470000	32	220	75;288;359;581;582;858;1046;1124;1235;1242;1711;2257;2274;2278;2288;2311;2658;2799;3557;4223;4447;5571;5600;5757	False;True;True;True;True;True;False;False;True;True;True;False;True;True;False;True;False;True;True;True;False;False;False;True	75;290;363;586;587;869;1061;1141;1255;1262;1742;2293;2310;2314;2325;2349;2703;2847;3614;4311;4539;5684;5713;5875;5876	81;302;382;611;612;917;1122;1203;1326;1327;1334;1829;2413;2432;2433;2438;2439;2451;2477;2478;2851;3009;3821;4551;4552;4787;4788;5992;6021;6192;6193	82;83;315;316;403;404;650;651;971;1185;1186;1271;1408;1409;1410;1418;1944;2560;2561;2562;2563;2564;2584;2585;2586;2587;2595;2596;2597;2598;2611;2612;2640;2641;2642;2643;2644;2645;3050;3051;3236;4091;4858;4859;5102;5103;5104;6419;6448;6630;6631;6632	83;316;404;650;651;971;1185;1271;1410;1418;1944;2561;2585;2596;2611;2645;3050;3236;4091;4859;5103;6419;6448;6630	30	474
P07910;A0A0G2JPF8;A0A0G2JNQ3;P0DMR1;O60812;B7ZW38;B2RXH8	P07910	5;2;2;2;2;2;2	5;2;2;2;2;2;2	5;2;2;2;2;2;2	Heterogeneous nuclear ribonucleoproteins C1/C2	HNRNPC	sp|P07910|HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=4	7	5	5	5	19.6	19.6	19.6	33.67	306	306;293;293;293;293;293;293	0.0	33.865	9087300	5	221	1826;3621;4104;5103;5318	True;True;True;True;True	1859;3688;4192;5206;5427	1949;3898;4429;5496;5726	2071;4171;4732;5888;6137	2071;4171;4732;5888;6137		
P07919	P07919	1	1	1	Cytochrome b-c1 complex subunit 6, mitochondrial	UQCRH	sp|P07919|QCR6_HUMAN Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2	1	1	1	1	19.8	19.8	19.8	10.739	91	91	0.0	8.6222	2484900	2	222	4360	True	4452	4696;4697	5007;5008	5007		
P07954	P07954	5	5	5	Fumarate hydratase, mitochondrial	FH	sp|P07954|FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	1	5	5	5	19.2	19.2	19.2	54.636	510	510	0.0	28.73	6278100	5	223	2;1366;2440;4514;4726	True;True;True;True;True	2;1388;2479;4606;4821	2;1460;2614;4862;5094	2;1549;2797;5187;5453	2;1549;2797;5187;5453		
P08133	P08133	6	6	6	Annexin A6	ANXA6	sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	1	6	6	6	9.5	9.5	9.5	75.872	673	673	0.0	39.852	8312700	6	224	278;618;995;1987;4315;4317	True;True;True;True;True;True	280;623;1009;2022;4406;4408	290;650;1069;2127;4649;4651	303;689;1132;2263;4958;4960	303;689;1132;2263;4958;4960		
P08134;P61586;P62745	P08134;P61586;P62745	4;4;2	4;4;2	4;4;2	Rho-related GTP-binding protein RhoC;Transforming protein RhoA;Rho-related GTP-binding protein RhoB	RHOC;RHOA;RHOB	sp|P08134|RHOC_HUMAN Rho-related GTP-binding protein RhoC OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1;sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1;sp|P62745|RHOB_HUMAN Rho-related GTP-binding protein RhoB OS=Homo s	3	4	4	4	26.4	26.4	26.4	22.006	193	193;193;196	0.0	25.479	4370900	4	225	2252;3518;4188;4650	True;True;True;True	2288;3575;4276;4743	2407;3780;4516;5008	2554;4048;4821;5348	2554;4048;4821;5348		
P08195	P08195	13	13	13	4F2 cell-surface antigen heavy chain	SLC3A2	sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	1	13	13	13	25.6	25.6	25.6	67.993	630	630	0.0	83.641	12639000	13	226	76;656;789;1033;1818;2021;2082;2954;2996;3228;4952;5469;5525	True;True;True;True;True;True;True;True;True;True;True;True;True	76;662;798;1047;1851;2056;2118;3006;3049;3283;5053;5581;5638	82;692;840;1107;1941;2162;2227;3185;3229;3476;5337;5885;5944	84;736;886;1170;2062;2299;2367;3420;3464;3725;5719;6308;6370	84;736;886;1170;2062;2299;2367;3420;3464;3725;5719;6308;6370		
P08238;Q58FF7	P08238	25;10	25;10	14;5	Heat shock protein HSP 90-beta	HSP90AB1	sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	2	25	25	14	39.1	39.1	22.5	83.263	724	724;597	0.0	261.07	357500000	53	227	75;287;357;358;579;580;1046;1124;1240;1334;1842;2257;2277;2288;2396;2658;3554;4222;4390;4447;4795;5104;5571;5595;5600	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	75;289;361;362;584;585;1061;1141;1260;1356;1875;1876;2293;2313;2325;2434;2703;3611;4310;4482;4539;4894;5207;5208;5684;5708;5713	81;301;380;381;609;610;1122;1203;1332;1428;1968;1969;1970;2413;2437;2451;2567;2851;3818;4550;4728;4787;4788;5170;5171;5497;5498;5992;6016;6021	82;83;314;400;401;402;648;649;1185;1186;1271;1415;1416;1515;1516;2091;2092;2093;2094;2095;2096;2097;2560;2561;2562;2563;2564;2591;2592;2593;2594;2611;2612;2742;2743;3050;3051;4088;4856;4857;5040;5041;5102;5103;5104;5538;5539;5540;5889;5890;6419;6443;6448	83;314;401;402;648;649;1185;1271;1415;1515;2092;2561;2592;2611;2743;3050;4088;4857;5041;5103;5540;5889;6419;6443;6448	31;32;33	363;466;513
P08243	P08243	6	6	6	Asparagine synthetase [glutamine-hydrolyzing]	ASNS	sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	1	6	6	6	14.1	14.1	14.1	64.369	561	561	0.0	39.256	12788000	5	228	87;984;1288;3037;3891;5006	True;True;True;True;True;True	87;998;1309;3090;3977;5107	93;1058;1381;3271;4202;5394	95;1121;1467;3508;4494;5780	95;1121;1467;3508;4494;5780		
P08574	P08574	4	4	4	Cytochrome c1, heme protein, mitochondrial	CYC1	sp|P08574|CY1_HUMAN Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	1	4	4	4	15.4	15.4	15.4	35.422	325	325	0.0	23.271	3383700	4	229	895;2001;2261;3015	True;True;True;True	908;2036;2297;3068	962;2142;2417;3249	1017;2278;2569;3485	1017;2278;2569;3485		
P08579	P08579	3	3	1	U2 small nuclear ribonucleoprotein B	SNRPB2	sp|P08579|RU2B_HUMAN U2 small nuclear ribonucleoprotein B OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1	1	3	3	1	14.7	14.7	8.0	25.486	225	225	0.0	18.86	3768200	3	230	629;2068;2236	True;True;True	634;2104;2272	661;2211;2388	701;2351;2534	701;2351;2534		
P08621	P08621	3	3	3	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	1	3	3	3	6.6	6.6	6.6	51.556	437	437	0.0	20.44	2836700	3	231	833;2193;5267	True;True;True	844;2229;5373	892;2344;5668	945;2486;6073	945;2486;6073		
P08670;P41219;P17661;Q16352;P07196;P07197;P12036	P08670	18;2;2;1;1;1;1	18;2;2;1;1;1;1	18;2;2;1;1;1;1	Vimentin	VIM	sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	7	18	18	18	45.9	45.9	45.9	53.651	466	466;470;470;499;543;916;1026	0.0	132.68	39529000	22	232	820;1053;1378;1440;1449;2561;2674;2844;3064;3340;3601;3809;4045;4199;4453;4941;5063;5074	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	831;1068;1400;1463;1472;2602;2720;2892;3117;3396;3658;3891;4133;4287;4545;5042;5165;5176	878;1129;1472;1537;1546;2747;2869;3061;3062;3301;3302;3594;3866;4113;4368;4527;4794;5326;5454;5465	930;1193;1562;1630;1639;2940;2941;3071;3288;3289;3538;3539;3845;4136;4402;4668;4832;5110;5707;5843;5844;5855	930;1193;1562;1630;1639;2940;3071;3289;3538;3845;4136;4402;4668;4832;5110;5707;5843;5855		
P08708	P08708	2	2	2	40S ribosomal protein S17	RPS17	sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2	1	2	2	2	24.4	24.4	24.4	15.55	135	135	0.0	14.089	6087000	3	233	827;4988	True;True	838;5089	885;886;5375	937;938;5760	938;5760		
P08758	P08758	11	11	11	Annexin A5	ANXA5	sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	1	11	11	11	49.4	49.4	49.4	35.936	320	320	0.0	74.994	24460000	12	234	781;829;1380;2132;3113;3578;3726;4206;4380;5258;5669	True;True;True;True;True;True;True;True;True;True;True	790;840;1402;2168;3167;3635;3807;4294;4472;5364;5785;5786	831;888;1474;2279;3356;3842;4025;4534;4718;5659;6096;6097	877;940;1564;2420;3598;4112;4308;4839;5029;6064;6527;6528	877;940;1564;2420;3598;4112;4308;4839;5029;6064;6528	34	214
P08865	P08865	11	11	11	40S ribosomal protein SA	RPSA	sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	1	11	11	11	47.8	47.8	47.8	32.854	295	295	0.0	74.824	35253000	15	235	68;225;1136;1137;1447;1561;2833;3237;4284;4350;5735	True;True;True;True;True;True;True;True;True;True;True	68;226;1153;1154;1155;1470;1588;2881;3292;4374;4441;4442;5853	74;234;1217;1218;1219;1544;1668;3047;3048;3485;4616;4684;4685;6168	75;243;1287;1288;1289;1290;1637;1768;3274;3275;3734;4925;4993;4994;6603	75;243;1288;1290;1637;1768;3275;3734;4925;4993;6603	35;36	10;198
P09012	P09012	3	1	1	U1 small nuclear ribonucleoprotein A	SNRPA	sp|P09012|SNRPA_HUMAN U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3	1	3	1	1	11.7	6.4	6.4	31.279	282	282	0.00092081	6.3773	1139600	1	236	629;2068;2235	False;False;True	634;2104;2271	661;2211;2387	701;2351;2533	701;2351;2533		
P09104	P09104	2	1	1	Gamma-enolase	ENO2	sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	1	2	1	1	7.8	3.7	3.7	47.268	434	434	0.0065952	5.7998	706450	1	237	48;5612	False;True	48;5725	51;52;6033	52;53;6461	52;6461		
P09211	P09211	7	7	7	Glutathione S-transferase P	GSTP1	sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2	1	7	7	7	46.7	46.7	46.7	23.356	210	210	0.0	47.737	16354000	7	238	139;300;1089;1618;3998;5608;5609	True;True;True;True;True;True;True	139;302;1105;1647;4086;5721;5722	147;316;1167;1728;4317;6029;6030	150;331;1232;1832;4616;6456;6457	150;331;1232;1832;4616;6456;6457		
P09382	P09382	5	5	5	Galectin-1	LGALS1	sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2	1	5	5	5	51.1	51.1	51.1	14.716	135	135	0.0	38.623	13522000	6	239	54;872;1597;3261;3286	True;True;True;True;True	54;884;1625;3317;3342	59;60;933;1706;3511;3536	60;61;987;1807;3760;3786	60;987;1807;3760;3786		
P09429;B2RPK0	P09429	5;2	5;2	5;2	High mobility group protein B1	HMGB1	sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	2	5	5	5	20.9	20.9	20.9	24.893	215	215;211	0.0	30.19	10942000	7	240	1811;2294;2530;2801;4240	True;True;True;True;True	1843;2331;2571;2849;4329	1932;1933;2457;2714;3011;4570;4571	2052;2053;2619;2906;3238;4877;4878	2052;2619;2906;3238;4878		
P09493	P09493	2	1	1	Tropomyosin alpha-1 chain	TPM1	sp|P09493|TPM1_HUMAN Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	1	2	1	1	7.0	3.5	3.5	32.708	284	284	0.00088968	6.1767	1941400	1	241	2650;3512	False;True	2695;3569	2843;3773	3041;3042;4037	3041;4037		
P09496	P09496	3	3	3	Clathrin light chain A	CLTA	sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1	1	3	3	3	9.7	9.7	9.7	27.076	248	248	0.0	17.336	3760700	3	242	1218;2962;4592	True;True;True	1237;3014;4684	1308;3193;4942	1389;3428;5271	1389;3428;5271		
P09525	P09525	6	6	6	Annexin A4	ANXA4	sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4	1	6	6	6	24.5	24.5	24.5	35.882	319	319	0.0	44.275	6816800	5	243	661;1591;1725;1985;4332;5269	True;True;True;True;True;True	667;1618;1757;2020;4423;5375	697;1699;1844;2124;4666;5670	741;1800;1960;2258;4975;6075	741;1800;1960;2258;4975;6075		
P09619	P09619	1	1	1	Platelet-derived growth factor receptor beta	PDGFRB	sp|P09619|PGFRB_HUMAN Platelet-derived growth factor receptor beta OS=Homo sapiens OX=9606 GN=PDGFRB PE=1 SV=1	1	1	1	1	0.6	0.6	0.6	123.97	1106	1106	0.0066007	5.8012	3876100	1	244	3172	True	3226	3416	3661	3661		
P09622	P09622	2	2	2	Dihydrolipoyl dehydrogenase, mitochondrial	DLD	sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2	1	2	2	2	4.9	4.9	4.9	54.177	509	509	0.0	13.927	1956600	2	245	314;3796	True;True	316;3878	330;4098	345;4385	345;4385		
P09651;Q32P51;A0A2R8Y4L2	P09651;Q32P51;A0A2R8Y4L2	10;7;5	10;7;5	10;7;5	Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2	HNRNPA1;HNRNPA1L2	sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;sp|Q32P51|RA1L2_HUMAN Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens OX=9606 GN=HNRNPA1L2 PE=2 SV=2;sp|A0A2R8Y4L2|RA1L3_HUMAN He	3	10	10	10	30.6	30.6	30.6	38.746	372	372;320;275	0.0	104.85	74904000	17	246	949;1827;1856;2437;2816;3030;4355;4533;4534;5596	True;True;True;True;True;True;True;True;True;True	963;1860;1891;2475;2476;2864;3083;4447;4625;4626;5709	1019;1950;1951;1985;2609;2610;2611;3028;3264;4690;4882;4883;6017	1075;2072;2073;2074;2112;2788;2789;2790;2791;2792;2793;2794;3255;3500;5000;5209;5210;6444	1075;2074;2112;2794;3255;3500;5000;5209;5210;6444	37	137
P09661	P09661	3	3	3	U2 small nuclear ribonucleoprotein A	SNRPA1	sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2	1	3	3	3	13.3	13.3	13.3	28.415	255	255	0.0	19.903	1859800	3	247	2000;3680;4448	True;True;True	2035;3760;4540	2141;3975;4789	2277;4257;5105	2277;4257;5105		
P09874	P09874	10	10	10	Poly [ADP-ribose] polymerase 1	PARP1	sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4	1	10	10	10	13.0	13.0	13.0	113.08	1014	1014	0.0	64.935	12178000	11	248	341;403;1077;1717;3894;4012;4155;4445;4880;5112	True;True;True;True;True;True;True;True;True;True	344;407;1093;1749;3980;4100;4243;4537;4980;5216	362;426;1155;1836;4205;4206;4331;4482;4785;5260;5506	380;448;1220;1951;4498;4499;4630;4786;5100;5634;5900	380;448;1220;1951;4499;4630;4786;5100;5634;5900		
P09936	P09936	7	7	7	Ubiquitin carboxyl-terminal hydrolase isozyme L1	UCHL1	sp|P09936|UCHL1_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=2	1	7	7	7	49.8	49.8	49.8	24.824	223	223	0.0	47.118	31738000	9	249	1632;3057;3649;3653;3710;4171;5278	True;True;True;True;True;True;True	1661;3110;3723;3724;3728;3791;4259;5387	1743;3293;3933;3934;3938;4008;4498;5682	1847;3530;4209;4210;4214;4290;4291;4802;6089	1847;3530;4209;4214;4291;4802;6089	38	179
P09960	P09960	8	8	8	Leukotriene A-4 hydrolase	LTA4H	sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	1	8	8	8	18.7	18.7	18.7	69.284	611	611	0.0	52.247	6186100	9	250	207;799;1031;1277;3558;4520;4930;5419	True;True;True;True;True;True;True;True	208;808;1045;1298;3615;4612;5031;5530	216;850;1105;1370;3822;4868;5315;5833	223;896;1168;1455;4092;5193;5194;5695;6254	223;896;1168;1455;4092;5194;5695;6254		
P09972	P09972	3	1	1	Fructose-bisphosphate aldolase C	ALDOC	sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2	1	3	1	1	14.0	6.3	6.3	39.455	364	364	0.0	8.845	2201300	2	251	2180;5541;5542	True;False;False	2216;5654;5655	2329;2330;5961;5962	2471;2472;6388;6389	2471;6388;6389		
Q71UI9;P0C0S5	Q71UI9;P0C0S5	3;3	3;3	1;1	Histone H2A.V;Histone H2A.Z	H2AFV;H2AFZ	sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AZ2 PE=1 SV=3;sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AZ1 PE=1 SV=2	2	3	3	1	20.3	20.3	7.8	13.509	128	128;128	0.0	21.36	13216000	4	252	162;1767;2283	True;True;True	163;1799;2320	171;1888;2445	178;2005;2604;2605	178;2005;2604		
P0C860;Q8N5Y2	P0C860;Q8N5Y2	1;1	1;1	1;1	Putative male-specific lethal-3 protein-like 2;Male-specific lethal 3 homolog	MSL3P1;MSL3	sp|P0C860|MS3L2_HUMAN Putative male-specific lethal-3 protein-like 2 OS=Homo sapiens OX=9606 GN=MSL3P1 PE=5 SV=1;sp|Q8N5Y2|MS3L1_HUMAN Male-specific lethal 3 homolog OS=Homo sapiens OX=9606 GN=MSL3 PE=1 SV=1	2	1	1	1	1.6	1.6	1.6	51.069	447	447;521	0.008965	5.7258	616600	1	253	3292	True	3348	3542	3792	3792		
P0DMV8;P0DMV9;P48741	P0DMV8;P0DMV9	17;17;3	16;16;2	8;8;0	Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B	HSPA1A;HSPA1B	sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1;sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1	3	17	16	8	39.2	37.1	17.5	70.051	641	641;641;367	0.0	107.54	38896000	18	254	4;157;396;448;623;1145;1499;2336;2512;3215;3529;3530;3682;3868;4176;4377;4883	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;False	4;158;400;452;628;1163;1524;2374;2551;3270;3586;3587;3762;3763;3952;4264;4469;4983	4;166;419;472;655;1229;1601;2505;2693;3463;3791;3792;3793;3977;3978;4176;4503;4714;5263	4;173;441;498;695;1301;1699;2678;2882;3712;4060;4061;4062;4259;4260;4467;4807;5025;5637;5638	4;173;441;498;695;1301;1699;2678;2882;3712;4060;4062;4260;4467;4807;5025;5638		
P0DP25;P0DP24;P0DP23;P27482;P02585	P0DP25;P0DP24;P0DP23	3;3;3;1;1	3;3;3;1;1	3;3;3;1;1			sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1	5	3	3	3	24.2	24.2	24.2	16.837	149	149;149;149;149;160	0.0	29.922	12503000	3	255	80;1233;5092	True;True;True	80;1253;5195	86;1324;5485	88;1406;5875	88;1406;5875		
P0DPA3	P0DPA3	1	1	1			sp|P0DPA3|SNH28_HUMAN Putative uncharacterized protein SNHG28 OS=Homo sapiens OX=9606 GN=SNHG28 PE=5 SV=1	1	1	1	1	7.2	7.2	7.2	25.086	235	235	0.0	6.8151	5509700	1	256	3312	True	3368	3564	3815	3815		
P10155	P10155	1	1	1	60 kDa SS-A/Ro ribonucleoprotein	TROVE2	sp|P10155|RO60_HUMAN RNA-binding protein RO60 OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2	1	1	1	1	2.8	2.8	2.8	60.67	538	538	0.0	6.9385	1210800	1	257	4850	True	4949	5229	5602	5602		
P10321	P10321	1	1	1	HLA class I histocompatibility antigen, Cw-7 alpha chain	HLA-C	sp|P10321|HLAC_HUMAN HLA class I histocompatibility antigen, C alpha chain OS=Homo sapiens OX=9606 GN=HLA-C PE=1 SV=3	1	1	1	1	3.3	3.3	3.3	40.648	366	366	0.0	8.096	2228200	1	258	553	True	558	582	617	617		
