Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P12429	P12429	11	11	11	Annexin A3	ANXA3	sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3	1	11	11	11	45.5	45.5	45.5	36.375	323	323	0	91.339	5866000	14				264	223;324;781;1450;1492;1609;2005;3818;3834;3924;4848	True;True;True;True;True;True;True;True;True;True;True	227;330;797;1472;1514;1635;2033;3866;3882;3974;4906	266;381;899;1653;1696;1848;2320;4391;4407;4513;5624	426;623;624;1430;2614;2615;2675;2929;3722;6895;6916;7084;8967;8968	426;624;1430;2614;2675;2929;3722;6895;6916;7084;8968		
P12814	P12814	21	9	9	Alpha-actinin-1	ACTN1	sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	1	21	9	9	31.5	16.4	16.4	103.06	892	892	0	91.194	9747500	17				265	192;321;468;636;886;1153;1628;1840;1871;2034;2052;2491;2741;3175;3256;3501;4162;4196;4478;4531;4589	False;False;False;False;False;False;True;False;False;True;True;False;True;True;True;True;False;False;True;False;True	196;327;478;648;903;1172;1654;1867;1898;2062;2080;2525;2778;3217;3301;3549;4214;4248;4530;4585;4644	229;377;378;551;738;1018;1320;1878;2123;2124;2158;2350;2369;2884;3165;3166;3651;3744;4036;4805;4869;5185;5252;5322	363;364;619;620;897;898;1189;1190;1639;2088;2985;3376;3377;3378;3440;3765;3792;3793;4582;4583;4584;5020;5021;5022;5023;5024;5760;5887;6364;6365;7579;7580;7706;7707;8197;8198;8301;8302;8413;8414	364;619;897;1190;1639;2088;2985;3378;3440;3765;3793;4584;5021;5760;5887;6365;7580;7706;8197;8302;8413		
P12956	P12956	13	13	13	X-ray repair cross-complementing protein 6	XRCC6	sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	1	13	13	13	29.4	29.4	29.4	69.842	609	609	0	97.971	22054000	25				266	631;717;728;1004;1175;1389;2178;2275;2436;3356;3368;3817;4158	True;True;True;True;True;True;True;True;True;True;True;True;True	643;730;743;1022;1194;1195;1410;2208;2306;2469;3403;3415;3865;4210	733;825;841;1159;1343;1344;1585;2517;2625;2810;3868;3882;4390;4801	1181;1318;1319;1320;1348;1349;1850;2123;2124;2507;4031;4201;4202;4203;4465;4466;4467;6077;6078;6079;6096;6893;6894;7572;7573	1181;1319;1349;1850;2124;2507;4031;4201;4466;6078;6096;6894;7573	41	346
P13010	P13010	11	11	11	X-ray repair cross-complementing protein 5	XRCC5	sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	1	11	11	11	28.1	28.1	28.1	82.704	732	732	0	78.55	33153000	22				267	708;1087;1913;1935;2272;2618;3720;3994;4130;4141;4369	True;True;True;True;True;True;True;True;True;True;True	721;1105;1940;1962;1963;2303;2653;3768;4045;4182;4193;4421	816;1247;2207;2235;2236;2237;2622;3025;4280;4281;4594;4595;4761;4781;5065	1308;1978;3516;3517;3568;3569;3570;4197;4809;4810;6731;6732;6733;6734;7224;7225;7226;7227;7504;7505;7535;8024	1308;1978;3517;3569;4197;4809;6731;7225;7504;7535;8024	42	84
P13073	P13073	2	2	2	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1	1	2	2	2	13.6	13.6	13.6	19.576	169	169	0	13.55	521690	2				268	333;3823	True;True	340;3871	393;4396	642;6901;6902	642;6902		
P13489	P13489	6	6	6	Ribonuclease inhibitor	RNH1	sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	1	6	6	6	21.3	21.3	21.3	49.973	461	461	0	52.556	1933700	5				269	996;999;2516;2718;4658;4686	True;True;True;True;True;True	1014;1017;2551;2755;4714;4742	1151;1154;2913;3140;5400;5430	1839;1843;4638;4984;8525;8566	1839;1843;4638;4984;8525;8566		
P13639	P13639	35	35	34	Elongation factor 2	EEF2	sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4	1	35	35	34	54.4	54.4	53.3	95.337	858	858	0	276.96	226550000	106				270	218;311;422;436;455;620;621;723;879;884;1083;1574;1595;1714;1814;2212;2362;2395;2451;2807;3417;3615;3962;3963;4028;4039;4149;4194;4494;4521;4681;4868;4955;4957;5116	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	222;317;431;445;464;632;633;738;896;901;1101;1600;1621;1741;1841;2243;2395;2428;2484;2845;2846;3465;3663;4013;4014;4079;4090;4201;4246;4546;4575;4737;4926;5013;5015;5177	260;261;366;494;495;510;533;534;721;722;836;1011;1016;1242;1809;1831;1832;1982;2089;2554;2719;2720;2763;2832;3238;3239;3240;3241;3242;3942;3943;4162;4557;4558;4633;4634;4635;4647;4790;4866;5203;5241;5425;5645;5740;5743;5927;5928	414;415;416;417;418;601;796;797;798;799;800;801;832;833;834;870;871;872;1163;1164;1165;1340;1631;1636;1971;1972;1973;2860;2861;2862;2863;2864;2895;2896;3140;3141;3142;3326;3327;4090;4091;4092;4336;4337;4338;4339;4399;4400;4498;5120;5121;5122;5123;5124;5125;5126;5127;5128;5129;5130;6218;6219;6553;7148;7149;7150;7151;7152;7153;7154;7155;7156;7157;7158;7159;7160;7161;7162;7163;7164;7283;7284;7285;7286;7305;7549;7550;7551;7701;7702;8220;8221;8222;8283;8284;8285;8558;8559;8998;8999;9177;9178;9179;9184;9471;9472;9473	418;601;797;833;870;1163;1164;1340;1631;1636;1972;2861;2896;3140;3326;4090;4337;4400;4498;5121;6219;6553;7150;7160;7283;7305;7550;7701;8221;8284;8559;8999;9178;9184;9472	43;44	353;741
P13667	P13667	15	15	15	Protein disulfide-isomerase A4	PDIA4	sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	1	15	15	15	32.4	32.4	32.4	72.932	645	645	0	108.7	6235900	21				271	628;1106;1156;1195;1249;1519;2039;2390;3105;3878;4150;4423;4735;4916;4971	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	640;1124;1175;1216;1270;1542;2067;2423;3145;3928;4202;4475;4792;4974;5029	729;1267;1323;1372;1373;1439;1726;2355;2757;3577;4456;4791;5123;5490;5697;5759	1175;2007;2008;2091;2092;2177;2178;2179;2280;2717;3771;4390;5654;6987;6988;7552;8112;8113;8712;9080;9081;9205	1175;2007;2092;2177;2280;2717;3771;4390;5654;6987;7552;8113;8712;9080;9205		
P13674	P13674	3	3	3	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	sp|P13674|P4HA1_HUMAN Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2	1	3	3	3	9	9	9	61.049	534	534	0	26.198	1698900	3				272	1245;2849;4416	True;True;True	1266;2889;4468	1435;3292;5116	2276;5201;8102	2276;5201;8102		
P13693;Q56UQ5	P13693	3;1	3;1	3;1	Translationally-controlled tumor protein	TPT1	sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1	2	3	3	3	19.8	19.8	19.8	19.595	172	172;140	0	24.291	2991700	5				273	629;905;1916	True;True;True	641;922;1943	730;731;1045;2211	1176;1177;1178;1682;3521	1177;1682;3521		
P13797;Q14651;P13796	P13797	8;2;1	8;2;1	8;2;1	Plastin-3	PLS3	sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4	3	8	8	8	17.1	17.1	17.1	70.81	630	630;629;627	0	53.507	2272900	9				274	382;415;2046;2836;3627;4828;4912;5056	True;True;True;True;True;True;True;True	389;422;2074;2876;3675;4885;4970;5117	447;484;2363;3277;4175;5597;5692;5857	727;777;3785;5181;6575;8921;8922;9071;9362;9363	727;777;3785;5181;6575;8921;9071;9362		
P13798	P13798	1	1	1	Acylamino-acid-releasing enzyme	APEH	sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	1	1	1	1	2.3	2.3	2.3	81.224	732	732	0	12.957	372990	1				275	1495	True	1517	1699	2678	2678		
P13987	P13987	1	1	1	CD59 glycoprotein	CD59	sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	1	1	1	1	9.4	9.4	9.4	14.177	128	128	0.0087108	5.5057	183220	1				276	1205	True	1226	1383	2199	2199		
P13995	P13995	1	1	1	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase	MTHFD2	sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2	1	1	1	1	6.3	6.3	6.3	37.895	350	350	0.0089206	5.5707	532890	2				277	3764	True	3812	4328	6802;6803	6802		
P14174	P14174	3	3	3	Macrophage migration inhibitory factor	MIF	sp|P14174|MIF_HUMAN Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	1	3	3	3	35.7	35.7	35.7	12.476	115	115	0	26.138	15919000	12				278	2719;3555;4816	True;True;True	2756;3603;4873	3141;4092;5584;5585	4985;4986;4987;6446;6447;6448;6449;8897;8898;8899;8900;8901	4986;6447;8898		
P14314	P14314	6	6	6	Glucosidase 2 subunit beta	PRKCSH	sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2	1	6	6	6	16.3	16.3	16.3	59.425	528	528	0	41.848	1922200	9				279	305;438;1052;1079;2674;4950	True;True;True;True;True;True	311;447;1070;1097;2711;5008	360;512;1208;1237;3092;5735	591;592;837;1919;1920;1963;4911;9170;9171	591;837;1920;1963;4911;9171		
P14324	P14324	3	3	3	Farnesyl pyrophosphate synthase	FDPS	sp|P14324|FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=FDPS PE=1 SV=4	1	3	3	3	12.2	12.2	12.2	48.275	419	419	0	21.98	1372100	4				280	473;1735;3596	True;True;True	483;1762;3644	556;2004;4141	905;906;3174;6525	905;3174;6525		
P14550	P14550	2	2	2	Alcohol dehydrogenase [NADP(+)]	AKR1A1	sp|P14550|AK1A1_HUMAN Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	1	2	2	2	9.8	9.8	9.8	36.573	325	325	0	13.071	1483900	3				281	411;3212	True;True	418;3254	479;3691	769;5808;5809;5810	769;5809		
P14618;P30613	P14618	31;1	31;1	31;1	Pyruvate kinase PKM	PKM	sp|P14618|KPYM_HUMAN Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	2	31	31	31	65.5	65.5	65.5	57.936	531	531;574	0	322.01	183520000	136				282	88;138;280;426;427;696;793;794;1176;1241;1440;1490;1605;1606;1751;1808;2315;2379;2410;2486;2526;2829;3479;3542;3569;3570;3756;3908;4109;4110;4679	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	89;140;285;435;436;709;809;810;1196;1197;1262;1462;1512;1631;1632;1778;1835;2347;2348;2412;2443;2520;2561;2869;3527;3590;3617;3618;3804;3958;4161;4162;4735	101;102;164;333;499;500;802;803;913;914;915;916;917;918;919;920;1345;1346;1347;1348;1423;1424;1425;1426;1427;1428;1429;1430;1642;1643;1694;1844;1845;2020;2082;2669;2670;2745;2746;2782;2877;2878;2923;3268;3269;4012;4079;4108;4109;4318;4319;4493;4494;4736;4737;5423	159;160;161;162;263;264;547;548;549;807;808;809;810;811;812;813;814;1283;1284;1285;1286;1287;1455;1456;1457;1458;1459;1460;1461;1462;1463;1464;1465;1466;1467;1468;1469;1470;1471;1472;1473;1474;1475;1476;1477;1478;1479;1480;1481;1482;1483;1484;1485;1486;1487;1488;1489;1490;1491;1492;2125;2126;2127;2128;2129;2259;2260;2261;2262;2263;2264;2265;2266;2267;2268;2269;2597;2598;2599;2600;2601;2671;2672;2673;2923;2924;2925;2926;3196;3296;3297;3298;4271;4272;4273;4373;4374;4375;4376;4424;4567;4568;4569;4570;4571;4649;4650;4651;5169;5170;6325;6326;6327;6427;6472;6473;6474;6475;6476;6477;6478;6479;6784;6785;6786;6787;6788;6789;7052;7053;7462;7463;7464;7465;8554;8555;8556	160;264;547;807;812;1285;1468;1492;2129;2259;2599;2672;2924;2926;3196;3296;4272;4374;4424;4567;4649;5170;6327;6427;6475;6478;6788;7052;7463;7464;8555	45;46	149;291
P14625;Q58FF3	P14625	26;1	25;1	25;1	Endoplasmin	HSP90B1	sp|P14625|ENPL_HUMAN Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	2	26	25	25	36.2	34.7	34.7	92.468	803	803;399	0	192.27	35690000	42				283	603;796;845;868;981;1145;1343;1647;1777;1816;1841;1842;2009;2368;2412;2680;2947;2968;3380;3891;4142;4143;4358;4359;4510;5096	True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	615;812;861;885;999;1164;1364;1673;1804;1843;1868;1869;2037;2401;2445;2717;2987;3008;3427;3941;4194;4195;4410;4411;4564;5157	702;922;975;1000;1136;1310;1534;1535;1902;2047;2091;2125;2126;2127;2324;2729;2784;3098;3397;3419;3895;4471;4782;4783;5053;5054;5229;5901;5902	1136;1496;1497;1579;1580;1617;1618;1818;1819;1820;2073;2074;2430;2431;3021;3237;3238;3329;3379;3380;3381;3382;3383;3384;3726;4356;4357;4427;4428;4919;5361;5393;6113;6114;7008;7536;7537;8008;8009;8010;8261;8262;8263;9431;9432;9433	1136;1497;1579;1618;1820;2074;2430;3021;3238;3329;3383;3384;3726;4356;4428;4919;5361;5393;6114;7008;7536;7537;8008;8010;8262;9432		
P63162;P14678	P63162;P14678	1;1	1;1	1;1	Small nuclear ribonucleoprotein-associated protein N;Small nuclear ribonucleoprotein-associated proteins B and B	SNRPN;SNRPB	sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2	2	1	1	1	3.3	3.3	3.3	24.614	240	240;240	0.0010989	7.4087	700170	2				284	4607	True	4662	5341	8440;8441	8441		
P14735	P14735	2	2	2	Insulin-degrading enzyme	IDE	sp|P14735|IDE_HUMAN Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4	1	2	2	2	2.6	2.6	2.6	117.97	1019	1019	0	14.046	593480	1				285	3403;5124	True;True	3450;5185	3920;5937	6150;9487	6150;9487		
P14854	P14854	2	2	2	Cytochrome c oxidase subunit 6B1	COX6B1	sp|P14854|CX6B1_HUMAN Cytochrome c oxidase subunit 6B1 OS=Homo sapiens OX=9606 GN=COX6B1 PE=1 SV=2	1	2	2	2	26.7	26.7	26.7	10.192	86	86	0	13.7	1096100	2				286	1569;3286	True;True	1595;3332	1802;3778	2853;5934	2853;5934		
P14866	P14866	4	4	4	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	1	4	4	4	17.3	17.3	17.3	64.132	589	589	0	25.729	4185800	6				287	3440;3587;3803;4973	True;True;True;True	3488;3635;3851;5031	3967;4130;4131;4374;5761	6255;6507;6508;6509;6871;9207	6255;6507;6871;9207		
P14868	P14868	8	8	8	Aspartate--tRNA ligase, cytoplasmic	DARS	sp|P14868|SYDC_HUMAN Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2	1	8	8	8	20	20	20	57.136	501	501	0	54.904	2380900	10				288	55;926;1051;1345;2147;2380;2591;2872	True;True;True;True;True;True;True;True	55;943;1069;1366;2177;2413;2626;2912	64;1071;1207;1537;2479;2747;2992;3318	99;1720;1918;2433;2434;3976;4377;4378;4744;5242	99;1720;1918;2434;3976;4377;4744;5242		
P15121;C9JRZ8	P15121	6;1	6;1	6;1	Aldose reductase	AKR1B1	sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3	2	6	6	6	30.1	30.1	30.1	35.853	316	316;316	0	40.514	2890900	8				289	165;2540;3754;4309;4495;4995	True;True;True;True;True;True	168;2575;3802;4361;4547;5054	195;2938;4315;4996;5204;5205;5788	313;4676;6780;7910;7911;8223;8224;9252	313;4676;6780;7910;8223;9252		
P15170	P15170	3	1	1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	GSPT1	sp|P15170|ERF3A_HUMAN Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens OX=9606 GN=GSPT1 PE=1 SV=1	1	3	1	1	9.6	4.8	4.8	55.755	499	499	0.008881	5.5624	426080	1				290	1602;1933;2399	True;False;False	1628;1960;2432	1841;2233;2769	2920;3565;3566;4407	2920;3565;4407		
P15311	P15311	12	7	7	Ezrin	EZR	sp|P15311|EZRI_HUMAN Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	1	12	7	7	23.7	16	16	69.412	586	586	0	56.755	4043600	9				291	237;272;1115;1763;2025;2111;2392;2434;2601;3657;3665;3988	True;False;True;True;True;False;True;False;False;False;True;True	241;277;1133;1790;2053;2140;2425;2467;2636;3705;3713;4039	282;325;1276;2032;2341;2437;2759;2808;3003;4210;4219;4586	452;531;532;533;2020;3211;3212;3752;3753;3898;3899;4392;4461;4757;4758;4759;6631;6648;7210	452;531;2020;3211;3753;3898;4392;4461;4759;6631;6648;7210		
P15531	P15531	8	8	4	Nucleoside diphosphate kinase A	NME1	sp|P15531|NDKA_HUMAN Nucleoside diphosphate kinase A OS=Homo sapiens OX=9606 GN=NME1 PE=1 SV=1	1	8	8	4	65.1	65.1	34.9	17.149	152	152	0	56.897	17507000	20				292	709;1300;1480;1681;3343;4152;4665;5040	True;True;True;True;True;True;True;True	722;1321;1502;1707;3390;4204;4721;5100	817;1490;1684;1942;3852;3853;4793;5407;5408;5836;5837	1309;1310;2359;2360;2656;2657;3082;6053;6054;6055;7555;8533;8534;8535;8536;9325;9326;9327;9328;9329	1310;2360;2657;3082;6053;7555;8536;9329		
P15559	P15559	8	8	8	NAD(P)H dehydrogenase [quinone] 1	NQO1	sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1	1	8	8	8	35.4	35.4	35.4	30.867	274	274	0	67.654	17793000	21				293	216;883;1239;1826;2270;2411;2698;4506	True;True;True;True;True;True;True;True	220;900;1260;1853;2301;2444;2735;4558	256;257;258;1015;1421;2104;2105;2106;2620;2783;3118;5217	406;407;408;409;410;411;1635;2257;3345;3346;3347;3348;3349;3350;4192;4193;4194;4425;4426;4956;4957;4958;8242	408;1635;2257;3346;4193;4426;4958;8242		
P15586	P15586	1	1	1	N-acetylglucosamine-6-sulfatase	GNS	sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	1	1	1	1	5.1	5.1	5.1	62.081	552	552	0.0010965	7.3536	532840	1				294	5020	True	5079	5814	9290	9290		
P15880	P15880	8	8	8	40S ribosomal protein S2	RPS2	sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2	1	8	8	8	35.5	35.5	35.5	31.324	293	293	0	73.274	26840000	18				295	128;1049;1474;1769;2777;3920;3983;4380	True;True;True;True;True;True;True;True	129;1067;1496;1796;2814;2815;3970;4034;4432	146;147;1205;1678;2039;3206;3207;4508;4509;4579;4580;5077	223;224;225;1916;2648;3224;5076;5077;5078;5079;7076;7077;7078;7079;7201;7202;7203;8043;8044	225;1916;2648;3224;5076;7077;7201;8043	47	215
P16104;Q96QV6;Q8IUE6	P16104;Q96QV6;Q8IUE6	3;3;2	1;1;1	1;1;1	Histone H2AX;Histone H2A type 1-A;Histone H2A type 2-B	H2AFX;HIST1H2AA;HIST2H2AB	sp|P16104|H2AX_HUMAN Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2;sp|Q96QV6|H2A1A_HUMAN Histone H2A type 1-A OS=Homo sapiens OX=9606 GN=H2AC1 PE=1 SV=3;sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=H2AC21 PE=1 SV=3	3	3	1	1	27.3	16.1	16.1	15.144	143	143;131;130	0.0010604	6.9229	201120	1				296	141;1938;2749	False;False;True	143;1966;2786	167;2241;3174	267;268;3576;3577;3578;3579;3580;5032	268;3578;5032		
P16152;O75828	P16152	6;2	6;2	6;2	Carbonyl reductase [NADPH] 1	CBR1	sp|P16152|CBR1_HUMAN Carbonyl reductase [NADPH] 1 OS=Homo sapiens OX=9606 GN=CBR1 PE=1 SV=3	2	6	6	6	35	35	35	30.375	277	277;277	0	48.336	3556500	8				297	1254;1607;1729;3971;4009;4387	True;True;True;True;True;True	1275;1633;1756;4022;4060;4439	1444;1846;1997;4566;4611;5084	2285;2286;2927;3162;3163;7177;7254;8053	2285;2927;3163;7177;7254;8053		
P48454;Q08209;P16298	P48454;Q08209;P16298	1;1;1	1;1;1	1;1;1	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	PPP3CC;PPP3CA;PPP3CB	sp|P48454|PP2BC_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform OS=Homo sapiens OX=9606 GN=PPP3CC PE=1 SV=3;sp|Q08209|PP2BA_HUMAN Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 	3	1	1	1	2	2	2	58.129	512	512;521;524	0.00096246	6.1648	351690	1				298	5011	True	5070	5805	9278	9278		
P16401	P16401	3	3	3	Histone H1.5	HIST1H1B	sp|P16401|H15_HUMAN Histone H1.5 OS=Homo sapiens OX=9606 GN=H1-5 PE=1 SV=3	1	3	3	3	17.3	17.3	17.3	22.58	226	226	0	22.425	2322100	5				299	185;348;3850	True;True;True	189;355;3898	221;409;4424	352;353;666;667;6940	352;666;6940		
P16403	P16403	3	1	1	Histone H1.2	HIST1H1C	sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2	1	3	1	1	18.3	7.5	7.5	21.364	213	213	0.0011416	7.7573	1602000	3				300	183;318;3848	False;False;True	187;324;3896	219;374;4421;4422	349;350;611;612;613;6936;6937;6938	349;612;6938		
P16615;O14983	P16615;O14983	6;4	6;4	6;4	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;Sarcoplasmic/endoplasmic reticulum calcium ATPase 1	ATP2A2;ATP2A1	sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;sp|O14983|AT2A1_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2A1 PE=1 SV=1	2	6	6	6	7.8	7.8	7.8	114.76	1042	1042;1001	0	44.613	2192900	7				301	867;3205;3268;3411;4107;4444	True;True;True;True;True;True	884;3247;3314;3458;4159;4496	999;3683;3759;3934;4733;4734;5148	1616;5797;5908;6208;7459;7460;8147	1616;5797;5908;6208;7459;8147		
P16949	P16949	3	3	2	Stathmin	STMN1	sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3	1	3	3	2	22.8	22.8	16.8	17.302	149	149	0	21.709	2505800	6				302	319;648;1061	True;True;True	325;660;1079	375;750;1218	614;615;616;1205;1206;1934	616;1206;1934		
P17066;P48741	P17066;P48741	6;4	1;1	1;1	Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7	HSPA6;HSPA7	sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2;sp|P48741|HSP77_HUMAN Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2	2	6	1	1	11.7	1.7	1.7	71.027	643	643;367	0.0011876	8.4442	1999100	5				303	339;1201;2142;2782;4323;4466	False;False;False;False;False;True	346;1222;2171;2820;4375;4518	399;1379;2472;3212;5011;5172	649;2189;2190;3963;3964;3965;5084;5085;7935;7936;7937;8179;8180;8181;8182;8183	649;2190;3963;5085;7936;8181		
P17174	P17174	2	2	2	Aspartate aminotransferase, cytoplasmic	GOT1	sp|P17174|AATC_HUMAN Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3	1	2	2	2	10.7	10.7	10.7	46.247	413	413	0	14.392	1884100	3				304	2022;4280	True;True	2050;4332	2338;4966	3747;3748;7868	3748;7868		
P17301	P17301	1	1	1	Integrin alpha-2	ITGA2	sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=2	1	1	1	1	1.4	1.4	1.4	129.29	1181	1181	0.0012453	9.2859	277830	1				305	1701	True	1727	1965	3115	3115		
P17480	P17480	1	1	1	Nucleolar transcription factor 1	UBTF	sp|P17480|UBF1_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1	1	1	1	1	1.8	1.8	1.8	89.405	764	764	0.0011601	7.9583	274570	1				306	4889	True	4947	5667	9026	9026		
P17655	P17655	12	12	12	Calpain-2 catalytic subunit	CAPN2	sp|P17655|CAN2_HUMAN Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6	1	12	12	12	32	32	32	79.994	700	700	0	91.387	5967200	19				307	559;878;1586;2381;2558;3153;3208;3297;3446;3510;3770;5021	True;True;True;True;True;True;True;True;True;True;True;True	571;895;1612;2414;2593;3195;3250;3344;3494;3558;3818;5080	653;1010;1821;2748;2956;3628;3686;3801;3975;4045;4335;5815	1070;1629;1630;2881;4379;4380;4698;5726;5801;5982;5983;6268;6269;6378;6379;6813;6814;9291;9292	1070;1629;2881;4380;4698;5726;5801;5982;6269;6378;6814;9291		
