Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1,Reporter intensity 2,Reporter intensity 3,Reporter intensity 4,Reporter intensity 5,Reporter intensity 6,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
B1WC70,"Protein phosphatase 1, regulatory (Inhibitor) subunit 8 (Protein phosphatase 1, regulatory (Inhibitor) subunit 8 (Predicted)) (Protein phosphatase 1, regulatory subunit 8)",Ppp1r8 Ppp1r8_predicted rCG_31332,5,24.8,38.539,351,0.0,16.771,35821.0,30707.0,40099.0,35074.0,32783.0,44310.0,141670000.0,1071,10308;16402;24642;41745;43458,54518;54519;85867;85868;127672;213671;222688;222689;222690;222691;222692;222693,57654
B1WC88,UPF0729 protein C18orf32 homolog,,4,37.5,8.1686,72,0.0,9.1165,302470.0,280550.0,300980.0,271420.0,275700.0,378270.0,577050000.0,1072,4137;14677;16860;21942,21714;21715;21716;21717;21718;76776;76777;88286;88287;115494;115495;115496;115497;115498,22918
B2GUV7,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Annexin V-binding protein ABP-7) (Translation initiation factor IF-2),Eif5b If2,35,28.4,137.68,1216,0.0,147.42,1272300.0,1204300.0,1348900.0,1175000.0,1304600.0,1644300.0,3534299999.9999995,1073,1443;1874;4953;5107;5270;5363;5411;7091;9505;10474;12189;17429;17430;18155;18296;18372;18503;19541;22380;23060;23138;23185;23264;23723;24500;25785;31220;34180;34264;34980;36448;37362;38899;38900;39471,7453;9767;25539;25540;25541;26400;27268;27269;27270;27712;27713;27714;27894;27895;37764;37765;37766;50218;50219;50220;55311;55312;55313;55314;55315;55316;55317;63886;63887;91241;91242;91243;91244;91245;91246;91247;95406;95407;95408;95409;96205;96206;96207;96208;96584;96585;96586;96587;96588;97204;97205;97206;102755;102756;102757;102758;102759;102760;102761;102762;117414;117415;120432;120433;120434;120717;120881;120882;121188;121189;121190;123130;123131;123132;123133;127004;133364;161417;161418;161419;161420;161421;161422;161423;174635;174926;174927;174928;174929;174930;178224;178225;178226;178227;178228;178229;185367;185368;185369;189792;189793;189794;189795;189796;198320;198321;198322;201098;201099;201100,7884
B2GUY0,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Mannosidase alpha class 1B member 1)",Man1b1,6,10.8,74.894,657,0.0,15.98,78262.0,78385.0,101130.0,72511.0,86811.0,124230.0,153020000.0,1076,816;11585;12038;14054;24744;45831,4191;4192;4193;4194;4195;60751;60752;62975;62976;73650;73651;128194;128195;235072,4448
B2GUY2,Transferrin receptor protein 2 (TfR2),Tfr2 Trfr2,13,21.3,88.327,798,0.0,109.28,207880.0,219630.0,199660.0,192350.0,211030.0,249600.0,637530000.0,1077,1524;2031;8823;8897;10197;17072;17419;18323;18325;27422;27838;28709;34838,7918;7919;7920;10645;46637;46960;46961;46962;54107;89396;91199;91200;91201;96356;96357;96358;96366;141312;141313;143250;147874;147875;177492;177493;177494,8372
B2GUZ1,Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4),Usp4,5,5.4,108.37,961,0.0,10.827,33474.0,39882.0,34211.0,34550.0,37981.0,48190.0,44097000.0,1078,14837;20632;36268;37123;37147;43711,77600;77601;108693;108694;184553;184554;188598;188695;188696;188697;224162,82175
B2GUZ5,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),Capza1,10,55.2,32.909,286,0.0,66.809,611140.0,607620.0,631170.0,564940.0,625770.0,728890.0,2230100000.0,1081,7358;7906;8533;9458;13564;14353;19490;20081;21118;22061;26224;38672,38997;38998;38999;39000;41715;41716;41717;41718;41719;41720;41721;41722;41723;41724;41725;45166;45167;45168;45169;45170;45171;50004;50005;50006;50007;50008;71285;71286;71287;71288;71289;71290;75037;75038;75039;102532;102533;102534;102535;102536;105642;105643;111367;111368;111369;111370;111371;111372;111373;111374;115982;115983;135549;135550;135551;135552;135553;135554;197048;197049;197050,41228
B2GUZ6,Reticulon 4-interacting protein 1 (Similar to NOGO-interacting mitochondrial protein (Predicted)),Rtn4ip1 RGD1563384_predicted rCG_58574,7,16.7,43.605,396,0.0,13.662,307690.0,328130.0,333220.0,295320.0,330800.0,394890.0,740130000.0,1082,5120;15223;35548;38341;38863;41603;45098,26466;26467;26468;26469;26470;79487;181028;195111;195112;198130;198131;198132;212826;212827;231327;231328,27984
B2GUZ7,Tubulin folding cofactor C (Tubulin-specific chaperone c (Predicted)),Tbcc Tbcc_predicted rCG_43480,5,13.5,38.076,340,0.0,12.173,63163.0,56191.0,58408.0,54949.0,62967.0,70907.0,165220000.0,1083,25;6763;28863;32559;34344,77;78;79;35667;35668;35669;167781;175270;175271,80
B2GV05,RNA-binding protein 5 (RNA-binding motif protein 5),Rbm5,2,1.7,92.351,815,0.00023111,3.4832,5093.8,5476.3,6454.5,5252.1,5713.6,7141.1,32051000.0,1084,11581;18692;37760,60736;60737;98188;191925;191926;191927,64233
B2GV14,Taxilin alpha (Txlna protein),Txlna,10,18.7,62.566,557,0.0,19.801,83975.0,79596.0,100680.0,73603.0,79922.0,114830.0,198190000.0,1086,3501;6293;11402;13097;24634;25563;33274;33449;36072;44686,18397;33380;59998;68922;68923;127620;127621;127622;132239;132240;170815;171532;183634;228836;228837;228838,19420
B2GV15,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-),Dbt rCG_28617,24,57.3,53.273,482,0.0,227.56,3740900.0,3833200.0,3778300.0,3540800.0,3856900.0,4312300.0,16142000000.0,1087,414;3407;7335;7338;8786;9130;16386;20481;20880;23794;25301;27329;27405;27469;27480;28648;31916;33520;35057;37287;37560;38188;38915;41860,2024;2025;2026;2027;2028;2029;2030;17892;17893;17894;17895;17896;38897;38898;38899;38900;38916;38917;38918;38919;38920;38921;46465;46466;46467;46468;46469;46470;46471;46472;46473;46474;46475;46476;46477;46478;46479;48200;48201;48202;48203;48204;48205;85802;85803;85804;85805;85806;85807;85808;107837;107838;107839;107840;107841;110137;110138;110139;110140;110141;110142;110143;123439;123440;123441;123442;123443;123444;123445;123446;130967;130968;130969;130970;130971;130972;130973;140886;141252;141253;141254;141255;141256;141257;141258;141259;141528;141529;141530;141531;141532;141533;141573;147539;147540;147541;147542;147543;147544;147545;147546;147547;164747;164748;164749;164750;164751;164752;164753;164754;171794;171795;171796;171797;171798;171799;171800;171801;171802;178606;178607;178608;178609;178610;178611;178612;178613;178614;178615;189347;189348;189349;189350;189351;189352;189353;189354;189355;189356;189357;189358;189359;189360;189361;189362;189363;189364;189365;189366;189367;190887;190888;190889;190890;190891;190892;190893;190894;190895;190896;190897;190898;190899;190900;190901;190902;190903;190904;190905;190906;190907;190908;190909;190910;194263;194264;194265;194266;198368;198369;198370;198371;198372;198373;214231;214232;214233;214234;214235;214236;214237;214238;214239,2164
B2GV24,E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Regulator of C53/LZAP and DDRGK1),Ufl1 Maxer Rcad,36,49.9,89.584,793,0.0,158.07,1762500.0,1707200.0,1918500.0,1595800.0,1717700.0,2299300.0,5599400000.0,1088,641;3111;3975;6828;10811;12633;16327;17618;18021;18345;18346;18874;20157;20851;22135;25169;25438;27066;27436;27437;29684;30747;31245;32068;32701;32746;32747;32882;35466;35637;37294;39629;40321;42743;45032;45844,3158;3159;16361;16362;16363;16364;16365;20878;20879;20880;36005;36006;36007;56952;56953;56954;56955;56956;56957;56958;56959;56960;66428;66429;66430;66431;66432;66433;66434;66435;66436;85510;85511;85512;92287;92288;92289;94705;96465;96466;96467;96468;99034;99035;99036;106083;106084;106085;106086;110015;110016;110017;110018;110019;116303;116304;130322;130323;130324;130325;130326;131590;139687;139688;141376;141377;153698;158964;158965;161571;165496;165497;165498;165499;165500;168465;168632;168633;168634;168635;168636;168637;169257;169258;169259;169260;180597;180598;180599;181516;181517;189387;201875;201876;205699;205700;205701;205702;205703;205704;205705;205706;205707;205708;219288;219289;219290;219291;219292;230833;230834;230835;230836;230837;230838;235114;235115;235116,3363
B2GV41,"Ubiquitin specific protease 39 (Predicted), isoform CRA_b (Ubiquitin-specific peptidase 39) (Usp39 protein)",Usp39 Usp39_predicted rCG_56425,5,11.5,65.244,564,0.0,19.569,44270.0,45440.0,46938.0,42382.0,44332.0,57133.0,78125000.0,1089,2781;12402;12646;30894;33261,14712;14713;14714;14715;65185;66518;159751;170777,15539
B2GV52,Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted homolog),Bloc1s5 Mu Muted,2,15.0,21.539,187,0.00024325,4.3823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090,6545;35399,34681;34682;180301,36640
B2GV54,Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Acetylalkylglycerol acetylhydrolase) (2-acetyl MAGE hydrolase) (EC 3.1.1.71) (Arylacetamide deacetylase-like 1),Nceh1 Aadacl1,8,27.0,45.821,408,0.0,62.106,272460.0,248060.0,285840.0,247390.0,247470.0,307920.0,909800000.0,1091,24344;28274;31519;41390;41732;43434;45078;46247,126153;126154;126155;126156;126157;126158;145639;145640;145641;145642;162955;211617;211618;213610;213611;213612;213613;213614;213615;213616;222592;222593;222594;222595;222596;222597;222598;231211;231212;237309,133819
B2GV65,"HIG1 domain family, member 2A (HIG1 hypoxia-inducible domain family, member 2A) (RCG24095, isoform CRA_d)",Higd2a rCG_24095,2,33.0,11.43,106,0.0,16.171,71371.0,66029.0,75979.0,62725.0,72762.0,96407.0,350990000.0,1092,340;3032,1705;1706;1707;1708;1709;15932;15933,1827
B2GV94,Fam134c protein (Reticulophagy regulator family member 3),Retreg3 Fam134c,4,10.3,51.528,466,0.0,9.3315,37498.0,36731.0,33580.0,37464.0,36505.0,39528.0,135490000.0,1095,2629;7265;21728;28826,13658;13659;13660;13661;13662;13663;38591;114503;114504;114505,14413
B2GV97,O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase),Sepsecs LOC679383 rCG_35745,15,33.3,55.331,504,0.0,57.952,851730.0,855530.0,814450.0,790330.0,810700.0,922960.0,2372600000.0,1096,210;909;1695;3320;4185;10990;19371;21427;24105;29243;35342;36313;40704;43027;43548,1064;4609;4610;4611;4612;4613;4614;8852;17469;17470;17471;17472;17473;21921;57837;57838;57839;101806;101807;101808;101809;101810;113047;113048;125052;125053;125054;125055;125056;125057;125058;125059;150916;150917;150918;179995;179996;179997;179998;179999;180000;180001;180002;180003;184744;184745;184746;184747;207915;207916;207917;207918;220682;220683;220684;220685;220686;220687;223182,1138
B2GVB9,FERM domain-containing kindlin 3 (Fermt3 protein),Fermt3,13,23.5,75.622,665,0.0,39.871,312730.0,321450.0,346440.0,291540.0,326610.0,390940.0,837660000.0,1097,7698;10240;14926;17064;18607;19297;21983;27947;31828;41497;43466;43794;46297,40612;40613;54253;54254;54255;78081;78082;78083;78084;89357;97706;97707;97708;97709;97710;97711;101356;101357;101358;101359;101360;101361;115658;115659;143765;164317;212211;212212;212213;212214;212215;222723;222724;222725;222726;222727;224632;237568;237569;237570;237571;237572,42925
B2RYB8,Integrin beta,Itgb2 rCG_60535,7,12.2,84.817,768,0.0,26.921,118910.0,118250.0,162780.0,109330.0,123200.0,165480.0,236430000.0,1098,25113;26420;34689;36955;40158;43626;44857,130001;130002;130003;136430;136431;136432;176713;176714;176715;187746;187747;204809;204810;223518;229938;229939,137886
B2RYD7,dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18),Stt3b RGD1311563 rCG_25591,14,16.9,93.435,824,0.0,51.3,1506000.0,1492500.0,1553800.0,1449600.0,1496800.0,1704700.0,6772999999.999999,1099,1120;4270;8624;9511;11165;13161;13304;14624;18420;18879;18985;29551;30242;34373;36488;43539,5640;5641;5642;22320;45655;45656;45657;50254;50255;50256;50257;50258;50259;50260;50261;50262;50263;50264;50265;50266;50267;58797;58798;58799;69264;69994;69995;69996;69997;69998;69999;70000;70001;70002;70003;70004;70005;76388;76389;76390;76391;76392;76393;76394;76395;96775;96776;99048;99049;99563;99564;99565;99566;99567;99568;99569;99570;152952;152953;152954;152955;152956;156451;175376;185534;223151;223152,5951
B2RYF6,CLPTM1 regulator of GABA type A receptor forward-trafficking (Cleft lip and palate associated transmembrane protein 1) (Cleft lip and palate associated transmembrane protein 1 (Predicted)),Clptm1 Clptm1_predicted rCG_53638,9,15.2,75.276,664,0.0,46.881,173230.0,165700.0,167690.0,162030.0,175130.0,198030.0,633020000.0,1100,16846;17287;30514;33425;34074;35386;36588;37225;44497,88233;88234;88235;88236;88237;90450;157704;157705;157706;157707;157708;157709;157710;157711;171419;171420;171421;174279;180239;180240;185992;185993;185994;185995;185996;189067;189068;189069;227985,93500
B2RYF7,WASH complex subunit 1 (WAS protein family homolog 1),Washc1 Wash1 Wash2,7,19.2,51.326,475,0.0,12.262,18175.0,14768.0,19191.0,18544.0,17924.0,20537.0,61514000.0,1101,3699;8975;32042;38635;45091;45738;46152,19396;47346;165299;196781;231287;234673;234674;234675;236749,20467
B2RYG5,TATA-box-binding protein-associated factor 15 (Taf15 protein),Taf15,3,8.0,60.068,572,0.0,38.738,119100.0,111830.0,115810.0,106530.0,111940.0,140810.0,850360000.0,1102,230;9340;15197;33465;38484,1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;49307;49308;49309;49310;49311;49312;49313;79353;79354;79355;79356;79357;171589;171590;171591;195895;195896,1228
B2RYG6,Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (Ubiquitin-specific-processing protease OTUB1),Otub1,12,56.5,31.27,271,0.0,101.3,955030.0,883130.0,969280.0,882390.0,877640.0,1110200.0,2614200000.0,1103,134;1284;9292;12571;13206;15270;21087;24609;26400;31687;32362;39665,680;681;6569;6570;6571;6572;6573;49035;49036;49037;66118;66119;66120;66121;66122;66123;66124;66125;69511;69512;69513;69514;69515;69516;69517;69518;69519;79772;79773;79774;79775;79776;79777;79778;79779;111171;111172;111173;111174;111175;111176;127520;127521;127522;127523;127524;136365;136366;163754;163755;163756;163757;166774;166775;166776;166777;166778;202013;202014,728
B2RYH2,Trim14 protein (Tripartite motif-containing 14),Trim14,6,17.5,49.849,440,0.0,14.357,97720.0,106560.0,98640.0,98000.0,105840.0,112640.0,321330000.0,1104,3040;15878;26191;27662;31252;32591,16004;83048;83049;83050;83051;135326;142379;161609;167930;167931,16901
B2RYI0,WD repeat-containing protein 91,Wdr91,4,8.7,83.145,747,0.0,14.907,17894.0,15889.0,19044.0,16566.0,18068.0,20813.0,23830000.0,1105,20589;22039;26240;39344,108448;115894;115895;135631;135632;200490;200491,115001
B2RYI2,Signal recognition particle subunit SRP68 (SRP68),Srp68 Srp68_predicted rCG_33954,21,38.6,70.491,625,0.0,87.853,1258700.0,1228900.0,1414600.0,1160600.0,1261300.0,1662800.0,3744600000.0,1106,2431;4265;6702;7024;8155;9128;9326;13125;13171;19657;19658;23407;23869;31982;32727;34562;35408;36555;41136;43439;45533,12657;12658;12659;12660;22293;35437;35438;35439;35440;35441;35442;35443;35444;35445;35446;37398;37399;37400;43079;43080;43081;43082;43083;43084;43085;48193;48194;48195;48196;48197;49233;49234;49235;49236;49237;49238;49239;69052;69053;69054;69055;69056;69057;69293;103374;103375;103376;103377;103378;103379;103380;103381;103382;103383;103384;103385;103386;103387;121745;123865;123866;165029;168557;168558;168559;168560;168561;176161;176162;180348;180349;180350;180351;180352;180353;180354;180355;180356;185817;185818;185819;210210;210211;210212;210213;210214;210215;210216;222615;222616;222617;222618;222619;233526,13361
B2RYJ4,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase (EC 2.7.8.7) (4'-phosphopantetheinyl transferase) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (AASD-PPT),Aasdhppt,3,12.3,35.816,309,0.0,14.654,13695.0,12976.0,14235.0,14042.0,15687.0,19062.0,91262000.0,1107,19331;25619;26603,101550;101551;132510;132511;137471;137472;137473,107689
B2RYJ8,Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B),Esrp2 Rbm35b,7,10.9,77.24,716,0.0,17.01,130090.0,148440.0,145930.0,120030.0,145130.0,170810.0,219700000.0,1108,3660;13086;15790;16470;19021;30627;37049,19213;68887;82664;86228;86229;99750;158256;158257;188161;188162,20277
B2RYM1,Angiopoietin-like 6,Angptl6,2,9.0,50.916,457,0.00024863,4.9018,4713.4,3712.6,4121.9,4170.5,4754.3,3911.8,10526000.0,1110,3176;36802,16736;187044;187045,17671
B2RYM5,Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36),Brcc3 Brcc36,4,12.7,33.015,291,0.0,25.233,59937.0,56747.0,56952.0,56818.0,55385.0,64310.0,194110000.0,1111,7339;20323;23651;41212,38922;38923;38924;38925;107015;107016;122780;122781;210596;210597,41152
B2RYM6,"Zc3hc1 protein (Zinc finger, C3HC-type-containing 1)",Zc3hc1,2,6.4,55.324,501,0.00025927,5.7983,16631.0,14990.0,17857.0,13960.0,16899.0,20975.0,58078000.0,1112,32926;36615,169464;169465;169466;169467;169468;186138,179549
B2RYM8,"Family with sequence similarity 210, member B (Similar to RIKEN cDNA 2010011I20 (Predicted), isoform CRA_a)",Fam210b RGD1311378 RGD1311378_predicted rCG_40891,2,13.7,20.157,190,0.00027793,7.7083,146560.0,133110.0,120950.0,134880.0,121200.0,129670.0,1180100000.0,1113,21231;39869,111980;111981;111982;203115;203116;203117;203118;203119;203120;203121;203122;203123;203124,118723
B2RYN0,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase),Pgm3 Pgm3_predicted rCG_25231,17,31.9,59.684,542,0.0,75.96,814440.0,790770.0,838620.0,772840.0,809500.0,1019000.0,1846800000.0,1114,1380;1385;4432;8587;10988;13437;16515;21700;23843;23844;23868;26586;28770;32143;40865;42031;42989,7076;7077;7109;7110;7111;7112;7113;23182;23183;23184;45457;45458;45459;45460;45461;57830;57831;57832;57833;57834;57835;70665;70666;70667;86403;86404;86405;114398;114399;123738;123739;123740;123741;123742;123743;123744;123745;123746;123747;123854;123855;123856;123857;123858;123859;123860;123861;123862;123863;123864;137375;137376;137377;137378;148243;165817;165818;165819;165820;208746;208747;208748;215328;215329;215330;215331;220534,7468
B2RYN1,protein-ribulosamine 3-kinase (EC 2.7.1.172),Fn3krp,4,13.3,34.169,309,0.0,16.471,175220.0,141030.0,147150.0,176680.0,126900.0,148210.0,306910000.0,1115,8029;8350;8410;25306,42372;42373;44147;44148;44442;44443;130993;130994;130995,44782
B2RYP3,"Fam91a1 protein (Family with sequence similarity 91, member A1)",Fam91a1,7,10.7,93.573,838,0.0,20.97,65103.0,66664.0,72084.0,63990.0,66002.0,82951.0,105770000.0,1116,20055;22761;27397;31409;37524;43067;46269,105500;119149;141195;162375;162376;190648;190649;220909;220910;237428,111881
B2RYS2,Cytochrome b-c1 complex subunit 7,Uqcrb LOC685596 rCG_60159,10,68.5,13.558,111,0.0,26.433,1198000.0,1239600.0,1230700.0,1185900.0,1272500.0,1585600.0,8984300000.0,1117,1609;2172;5368;11545;14599;31611;34207;44374;44656;44942,8335;8336;8337;8338;8339;11345;11346;11347;27726;27727;27728;27729;27730;27731;27732;27733;27734;27735;27736;27737;27738;60628;60629;60630;60631;60632;60633;76303;76304;163409;163410;163411;163412;163413;163414;163415;174714;174715;174716;174717;174718;174719;174720;174721;174722;174723;227382;227383;227384;228704;228705;228706;228707;228708;230299;230300;230301;230302;230303;230304;230305;230306,8807
