Gene names,Reporter intensity 3 set1,Reporter intensity 2 set1,Reporter intensity 2 ,Protein names,Reporter intensity 1 set1,Intensity,Reporter intensity 1 set2,Reporter intensity 3 set2,Reporter intensity 4 set3,Reporter intensity 1 ,Reporter intensity 4 ,Reporter intensity 2 set3,Reporter intensity 2 set2,Reporter intensity 3 set3,Best MS/MS,Reporter intensity 3 ,Sequence coverage [%],Reporter intensity 1 set3,Evidence IDs,Reporter intensity 4 set2,Q-value,Mol. weight [kDa],Peptide IDs,Protein IDs,Razor + unique peptides,Score,Reporter intensity 4 set1,Sequence length
RPLP0,94554.0,74996.0,45619.0,Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E),72323.0,1728299999.9999998,44334.0,51325.0,63262.0,36920.0,57015.0,61455.0,46146.0,72439.0,3319,63064.0,50.2,57197.0,3190;3191;3192;3193;3194;3195;3196;3197;3198;3199;3200;3201;3202;3203;3204;3205;3206;3207;3445;3446;3447;3448;3449;3450;3451;3452;3453;3454;10484;10485;10486;10487;10488;10489;10490;10491;15824;15825;15826;20726;20727;20728;36896;36897;36898;36899;36900;36901;36902;36903;36904;39135;39136;39137;39138;39139;39140;39141;40894;40895;40896;40897;40898;40899;40900;40901;48076;48077;48078;48079;48080;48081;48082;48083;48084;48085;48086;48087;97028;97029;97030;97031;97032;99830,43216.0,0.0,34.273,935;936;994;2985;4487;5836;10564;11189;11190;11682;13598;28079;28766,P05388,13,111.8,82198.0,317
SSB,132870.0,115150.0,200600.0,Lupus La protein (La autoantigen) (La ribonucleoprotein) (Sjoegren syndrome type B antigen) (SS-B),128460.0,1008200000.0,45700.0,47397.0,31131.0,203710.0,207170.0,22136.0,42862.0,24917.0,861,232270.0,58.6,25905.0,830;831;832;833;834;835;836;837;838;2677;2678;2679;2680;2681;2682;4881;5035;5036;7845;7846;7847;7848;7849;7850;7851;7852;7853;7854;7855;11223;11224;20670;20671;20672;20673;20674;21320;22069;27356;27357;28788;28789;28790;28791;28792;28793;28794;28795;29484;32595;32596;32597;32598;32599;32600;32601;32602;33166;35904;40332;40333;40334;40335;47694;47695;47696;47697;47698;47699;47700;47701;53994;53995;54785;54786;54787;54788;58756;58757;58758;67688;67689;67690;67691;67692;67693;73180;73181;73182;73183;77709;77710;77711;77712;84090;84091;84092;84093;84094;84095;84096;85855;85856;85857;85858;85859;85860;85861;85862;85863;85864;85865;85866;85867;85868;85869;107414;107415;107416;107417,44996.0,0.0,46.836,258;757;1397;1452;2226;3204;5824;6012;6236;7832;8227;8228;8441;9357;9358;9521;10286;11538;11539;13503;15253;15479;16737;19458;21027;22361;24378;24379;24924;24925;30898,P05455,31,202.35,125860.0,408
ITGB1 FNRB MDF2 MSK12,102480.0,96118.0,58826.0,Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29),94552.0,189660000.0,34048.0,34301.0,48497.0,57564.0,54000.0,53744.0,30595.0,58637.0,14759,69044.0,25.3,58720.0,14191;14192;14193;14194;14195;14196;14197;16206;16207;16208;16209;16210;29588;29589;34379;34380;35484;35485;35486;35487;35488;35489;35490;37035;37036;37037;37038;37039;37040;37041;37042;42468;42469;54042;54043;54044;62725;62726;62727;62728;62729;62730;64058;66436;66437;66438;66439;66440;66476;75466;75467;75468;75469;75470;81182;81183;81184;83038;83039;83040;94569;104761;104762;104763;104764;104765;104766,27650.0,0.0,88.414,4057;4571;8467;9868;10175;10599;12073;15273;17901;18318;19076;19087;21684;21685;23578;24078;27469;30152,P05556,18,100.12,99319.0,798
KRT18 CYK18 PIG46,268820.0,238170.0,370400.0,"Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)",211000.0,2509000000.0,109130.0,133940.0,281700.0,344140.0,368920.0,269120.0,114340.0,309520.0,7889,422610.0,66.3,235830.0,7567;7568;7569;7570;7571;7572;7573;7814;7815;8252;18531;18532;18533;18534;18535;18536;27639;27640;27641;27642;36468;36469;36470;36471;36472;36473;36474;36475;36476;36477;36478;36479;36480;36481;36482;36483;36484;36485;36486;36487;36488;36489;36490;36491;36492;36493;36494;36495;36496;36497;36498;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;36509;36510;36511;38526;52051;52052;52053;52054;52055;52056;55629;55630;55631;55696;57132;57133;59374;59375;63157;63158;63159;63160;63161;63162;63163;63164;63165;63166;63167;63168;63169;63170;63171;63172;63173;63174;63175;63176;63177;63178;63179;63180;63181;63182;63183;63184;72707;72708;72709;72710;76018;76019;76020;76021;76022;76023;76024;76025;76026;76027;76028;76029;76030;76286;76287;76288;76289;76290;76291;76292;76293;76294;76295;76296;76297;76298;78983;78984;78985;78986;78987;78988;80191;80192;80193;80194;80195;80196;80197;80198;80199;80200;84484;84485;84486;84487;84488;84592;84593;84594;84595;84596;84597;84598;84599;84600;84601;84602;84603;84604;84605;84606;84607;84608;94702;94703;94704;94705;94706;94707;94708;94709;94710;94711;94712;94713;94714;94715;94716;94717;94718;94719;94720;98924;98925;99708;99709;104162;104163;104164;104165;104166;104167;104168;104169;104170;104171;104172;104173;106309;109289,119170.0,0.0,48.057,2143;2219;2350;5266;7914;10437;10438;11022;14682;15770;15791;16238;16913;18031;20888;21856;21939;22793;22794;23226;24510;24511;24542;27503;28553;28733;29964;30608;31449,P05783,29,323.31,233380.0,430
UROD,0.0,0.0,0.0,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),0.0,35027000.0,0.0,0.0,0.0,0.0,15829.0,0.0,0.0,0.0,1198,0.0,30.5,0.0,1151;19461;19462;19463;19464;19465;39520;39521;39522;39523;85613;94894;107089;107090,0.0,0.0,40.786,343;5491;11311;24840;27532;30810,P06132,6,24.396,0.0,367
PTMA TMSA,11019.0,10244.0,33126.0,"Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1]",22137.0,447580000.0,3004.8,1087.2,8862.7,53692.0,36156.0,12117.0,1268.2,11669.0,286,34551.0,36.0,22748.0,274;275;276;277;278;279;280;281;282;283;284;285;28816;28817;53821;79643;79644;81360;81361;81362;81363,605.69,0.0,12.203,93;94;8237;15193;23008;23625,P06454,6,113.21,10229.0,111
CDK1 CDC2 CDC28A CDKN1 P34CDC2,45932.0,38536.0,38345.0,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),36832.0,163520000.0,12689.0,14511.0,47373.0,32733.0,36914.0,45009.0,12920.0,52407.0,5830,45126.0,51.2,44146.0,5593;5594;5595;5596;5597;5598;14946;14947;14948;14949;14950;14951;14952;14953;14954;14955;14956;43745;46867;46868;46869;46870;46871;46872;46873;46874;46875;50534;55944;55945;55946;59883;59884;59885;59886;69337;69338;69339;69340;73300;73301;73302;73303;85637;85638;93760;93761;93762;93763;104959;104960;104961,21981.0,0.0,34.095,1605;4277;4278;12473;13312;14291;15866;17095;19916;21068;24851;27249;30220,P06493,13,61.881,41700.0,297
ATP5F1B ATP5B ATPMB ATPSB,108150.0,87696.0,220690.0,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)",83798.0,2351000000.0,153910.0,175750.0,147670.0,199070.0,235790.0,134110.0,152760.0,162380.0,1808,261710.0,67.9,140490.0,1726;1727;1728;1729;4104;4105;4106;4107;4244;4245;4246;4247;4248;4249;4250;4251;4252;4253;4254;4255;4256;4257;4258;4259;22277;22278;22279;22280;22281;22282;22283;22284;22285;22286;22287;22288;22289;22290;22291;22292;31671;31672;31673;31674;31675;31676;31677;31678;31679;31680;31681;33029;33030;33031;33032;33033;33034;33035;33036;33037;33038;35928;35929;35930;35931;40349;40350;47073;47074;47075;47076;47077;47078;47079;49288;49289;49290;49291;49292;49293;49294;49295;49296;49297;49298;49299;49300;49301;49302;49303;49304;49305;49306;49307;49308;49418;49419;49420;49421;49422;49423;49424;49425;49426;49427;49428;49429;49430;49431;49432;49433;49434;49435;49436;49437;49438;49976;49977;49978;49979;49980;49981;49982;49983;49984;49985;50028;50029;54402;54403;54404;54405;54406;68251;68252;68253;68254;68255;68256;68257;68381;68382;68383;76951;90880;90881;90882;93235;93236;93237;93238;93239;93240;94532;94533;94534;94535;94536;94537;94538;94539;94540;94541;94542;94543;95705;95706;95707;95708;95709;95710;95711;95712;95715;95716;95717;95718;95719;95720;95721;95722;95723;99980;99981;99982;99983;99984;99985;99986;99987;99988;99989;99990;99991;99992;99993;99994;99995;99996;99997;99998;99999;100000;100001;100002;100003;100004;100005;103637;103638;103639;103640;103641;103642;103643;103644;103645;103646;103647;103648;103649;103650,165920.0,0.0,56.559,494;1199;1242;6286;9087;9485;10292;11544;13352;13934;13958;13959;14110;14125;15371;19616;19649;22131;26363;27071;27460;27739;27742;28802;28803;29822,P06576,26,323.31,100590.0,529
EIF4E EIF4EL1 EIF4F,846.02,993.88,32540.0,Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein),859.13,118240000.0,0.0,0.0,4217.0,32904.0,34896.0,4011.0,0.0,4280.5,9589,37237.0,32.7,3939.4,9205;9206;9207;12745;12746;12747;44799;44800;44801;51967;51968;51969;51970;51971;51972;51973,0.0,0.0,25.097,2616;3636;12777;14661,P06730,4,66.814,999.07,217
ENO1 ENO1L1 MBPB1 MPB1,684830.0,597540.0,426430.0,Alpha-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (C-myc promoter-binding protein) (Enolase 1) (MBP-1) (MPB-1) (Non-neural enolase) (NNE) (Phosphopyruvate hydratase) (Plasminogen-binding protein),576830.0,16954000000.0,305330.0,403900.0,443610.0,436270.0,453170.0,428790.0,352160.0,508940.0,1170,491800.0,75.8,418820.0,1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;9486;9487;9488;9489;9490;9491;9492;9493;9494;9495;9496;9497;9498;9499;9500;9501;11373;11374;11375;11376;11377;11378;11379;11380;11381;11382;11383;11384;11385;11386;11387;11388;11389;11390;11391;11392;11393;11394;11395;11396;11397;11398;11399;11400;11401;11402;11403;11404;11405;11406;11407;11408;11409;11410;18829;18830;18831;18832;18833;18834;18835;18836;18837;18838;18839;18840;18841;18842;18843;22131;22132;22133;22134;22135;22136;30402;30403;30404;30405;32845;32846;32847;32848;32849;32850;32851;32852;32853;32854;32855;32856;32857;32858;32859;32860;32861;32862;32863;32864;32865;32866;32867;32868;32869;32870;32871;32872;32873;32874;32875;32876;32877;32878;32879;39051;39052;39053;39054;39055;39056;39057;39058;39059;39060;39061;39062;39063;39064;39065;39066;39067;39068;39069;39070;39071;39072;39073;43011;43012;43013;43014;43015;43016;43017;43018;43019;43020;43021;43022;43023;43024;43025;43026;43027;43028;45510;45511;45512;45513;45514;45515;45516;45517;45518;45519;45520;45521;45522;45523;45524;45525;45526;45527;45528;45529;45530;45531;45532;45533;45534;45535;45536;45537;45538;45922;45923;45924;45925;45926;45927;45928;45929;45930;45931;45932;45933;45934;45935;46756;46757;46758;46759;46760;46761;46762;46763;46764;46765;46766;46767;46768;46769;46770;55407;55408;55409;55410;55411;55412;55413;55414;55415;55416;55417;55418;55419;55420;55421;55422;55423;55424;55425;55426;55427;55428;57991;57992;57993;57994;57995;57996;57997;57998;57999;58000;58001;58002;58003;58004;58005;58006;58007;58008;58009;58010;58011;58012;58013;58014;58015;58016;58017;58018;58019;58020;58021;58022;58023;58024;58025;58026;58149;58150;58151;58152;58153;58154;64227;64228;64229;64230;64231;64232;64233;64234;64235;64236;64237;64238;64239;64240;64241;64242;64243;64244;64245;64246;64247;64248;64249;64250;64251;64252;64253;64254;64255;64256;64257;64258;64259;64805;64806;64807;64808;64809;64810;64811;64812;64813;64814;64815;64816;81300;81301;81302;81303;81304;81305;81306;81307;82726;83044;83045;83046;83047;83148;83149;83150;83151;83152;83153;83154;83155;83156;83157;83158;83159;83160;83161;83162;83163;83164;83165;83166;90883;90884;90885;90886;90887;90888;90889;90890;90891;90892;90893;90894;90895;90896;90897;90898;101393;101394;101395;101396;101397;101398;101399;101400;101401;101402;101403;101404;101405;101406;101407;101408;101409;101410;101411;101412;101413;103906;103907;103908;103909;103910;103911;105919;105920;105921;105922;105923;105924;105925;105926;105927;107298;107299;107300;107301;107302;107303;107304;107305;107306;107307;107308;107309;107310;107311;107312;107313;107314;107315;107316;107317;107318;107319,379230.0,0.0,47.168,336;337;338;2694;3246;3247;5333;6256;8706;9437;9438;11164;12239;12967;13058;13285;15689;15690;16526;16555;18375;18519;18520;23610;23996;24080;24116;24117;26364;29192;29886;30509;30865,P06733,33,323.31,626240.0,434
PYGL,98844.0,84932.0,75626.0,"Glycogen phosphorylase, liver form (EC 2.4.1.1)",87038.0,203170000.0,30518.0,32854.0,16879.0,80716.0,70626.0,17723.0,27700.0,19096.0,5218,83970.0,37.3,18111.0,5004;5005;12335;12397;12398;12399;12400;12401;18937;18938;18939;18940;28974;29237;32774;32775;33891;37658;37659;37660;37661;43301;43302;45341;45342;45343;45344;45345;45346;47500;50871;61726;61727;62389;62390;62391;62392;62393;68155;68156;73238;86405;93173;93174;97282;99389;99390;99391;99392;99393;99394;99395;100847;100848;100849;100850;100851;100852;105023;105151;106332;106333;106334;106335;106336,29987.0,0.0,97.147,1445;3509;3534;5357;8288;8372;9410;9733;10758;12334;12924;12925;13454;14380;17608;17797;19592;21048;25102;27042;28144;28637;29063;30241;30282;30616,P06737,24,108.87,84430.0,847
GPI,184050.0,161420.0,215570.0,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36),165870.0,1744199999.9999998,45776.0,58257.0,83085.0,212880.0,233570.0,86015.0,51170.0,95801.0,17122,251490.0,48.7,92942.0,16439;16440;16441;16442;18193;18194;18195;28910;28911;28912;28913;28914;28915;28916;28917;28918;28919;28920;28921;28922;28923;29279;29280;29281;29282;29283;29284;29285;29286;29287;42778;42779;42780;42781;46186;46187;46188;48911;48912;48913;48914;48915;53674;53675;54713;54714;54715;54716;54717;54718;54719;54720;54721;54722;60032;70385;70386;70387;70388;70389;70390;70391;70392;70393;70394;70395;70396;70397;70398;70399;70400;70401;70402;70403;70404;70405;70742;85393;85394;85395;85396;85397;85398;85399;85400;85401;85402;85403;85404;85405;85406;85407;85408;85409;85410;85411;85412;85413;85414;85415;85416;85417;85418;85419;85420;85421;85422;85423;85424;85425;87149;90172;90173;90174;90175;90176;90177;90178;90179;91292;91293;91294;91295;91296;91297;91298;91611;91612;91613;91614;91615;91616;91617;91618;91619;91620;91621;91622;91623;91624;91625;96572;96573;96574;97839;97840;97841;97842;97843;97844;97845;104467;104468;104469;104470;104471;104472,50687.0,0.0,63.146,4642;5176;8270;8382;12170;13124;13820;15143;15461;17143;20208;20209;20297;24790;24791;25312;26173;26174;26468;26557;27944;28264;30046,P06744,23,289.1,161100.0,558
NPM1 NPM,460400.0,413100.0,185370.0,Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin),440620.0,7049099999.999999,355550.0,414630.0,470930.0,183720.0,175710.0,461220.0,369450.0,532360.0,1760,198790.0,66.7,430800.0,1695;1696;1697;1698;1699;1700;1701;1702;1703;1704;1705;1706;1707;1708;1709;1710;1711;1712;1713;1714;1715;1716;1717;1718;1719;1720;10525;11994;11995;11996;11997;11998;11999;12000;12001;12002;12003;12004;12005;12006;12007;12008;12009;12010;12011;17120;17121;17122;17123;17124;39561;39562;39563;39564;39565;39566;39567;39568;39569;39570;39571;39572;39573;39574;39575;39735;63932;63933;63934;63935;63936;69800;69801;69802;69803;69804;69805;69806;69807;69808;69809;69810;69811;69812;69813;69814;69815;69816;69817;69818;69819;69820;69821;69822;70995;70996;70997;70998;70999;71000;71001;71002;71206;71207;71208;71209;71210;71211;71212;71213;71214;71215;71216;71217;71218;71219;71220;71221;71222;71223;71224;71225;71226;71227;71228;71229;71230;71231;71232;71233;71234;71235;71236;71237;71247;71248;71249;71250;71251;71252;71253;71254;71255;71256;71257;71258;71259;71260;71261;71262;71263;80530;81029;81030;81031;81032;81033;84203;84204;94746;94747;94748;94749;94750;94751;94752;94753;94754;94755;94756;94757;94758;94759;94760;94761;94762;94763;94764;94765;94766;94767;94768;94769;94770;94771;94772;94773;96757;96758;96759;96760;96761;96762;96763;96764;96765;96766;96767;96768;96769;96770;103163;103164,385370.0,0.0,32.575,490;491;2997;3413;4862;11321;11372;18273;20044;20382;20452;20458;23358;23528;24414;27510;27511;27997;29699,P06748,19,295.13,408600.0,294
TPM3,17205.0,17010.0,52177.0,Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5) (hTM5),30653.0,57252000.0,0.0,0.0,33450.0,86475.0,46842.0,33349.0,0.0,38180.0,204,55523.0,23.9,43252.0,196;197;198;20650;43029;43030;50314;50315;50316;50317;55539;55540;55541;68168;68169;69976;69977;69978;108714;108715;108716,0.0,0.0,32.95,67;5819;12240;14213;14214;15738;19596;20090;31290,P06753,9,20.34,16124.0,285
ITGAV MSK8 VNRA VTNR,0.0,0.0,0.0,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain],0.0,8216500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31962,0.0,7.2,0.0,30768;52496;60004;87268,0.0,0.0,116.04,8794;14792;17129;25341,P06756,4,9.5773,0.0,1048
HEXA,1962.3,1826.5,0.0,Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha),2325.2,4488400.0,3526.4,3106.5,0.0,0.0,0.0,0.0,3422.9,0.0,39627,0.0,5.1,0.0,38121;38122;40685,2711.5,0.0,60.702,10907;11625,P06865,2,9.3827,1484.1,529
EPHX1 EPHX EPOX,26340.0,20987.0,84713.0,Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH),21175.0,192850000.0,20847.0,22852.0,8591.1,84863.0,96930.0,9081.2,20608.0,10137.0,14610,100030.0,34.5,10093.0,14059;14060;14061;17965;17966;17967;17968;17969;17970;20494;20495;20496;25631;25632;25633;25634;32815;33009;35899;36358;36359;36360;36361;36362;36363;36364;36365;36366;36367;48039;48040;48041;48042;48043;97673;97674;97675;104640;104641;104642;104643;104644;104645;107634,19158.0,0.0,52.948,4018;5107;5774;5775;7281;9426;9482;10283;10410;10411;13587;28228;30105;30947,P07099,14,86.832,24286.0,455
DBI,32906.0,27959.0,61907.0,Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI) (Endozepine) (EP),30367.0,36617000.0,0.0,0.0,0.0,62074.0,55790.0,0.0,0.0,0.0,80044,68585.0,58.6,0.0,76437;76438;76439;76440;76441;85975;85976;91490;104715,0.0,0.0,10.044,21974;24961;26528;30133,P07108,4,37.28,27943.0,87
FABP1 FABPL,25552.0,22014.0,31795.0,"Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)",28388.0,148170000.0,15890.0,17138.0,36309.0,36798.0,39349.0,37271.0,14526.0,42176.0,4660,38121.0,68.5,47513.0,4472;4473;4474;4475;4476;4477;4478;4479;4480;4481;4482;4483;32947;32948;32949;88035;88036;88037;88038;94939;94940;94941;94942;94943;94944;94945;94946;99459;108469;108470;108471;108472;108473;108474;108475;108476,14172.0,0.0,14.208,1297;9463;25562;25563;27542;28655;31204,P07148,7,46.369,24013.0,127
P4HB ERBA2L PDI PDIA1 PO4DB,1030400.0,855480.0,690370.0,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),716820.0,10384000000.0,299820.0,448910.0,669990.0,679080.0,700570.0,641010.0,368350.0,759850.0,5374,784380.0,74.8,569080.0,5152;5153;5154;5155;5156;5157;13128;13129;13130;13131;13227;13228;13229;13230;17972;17973;17974;17975;17976;17977;17978;17979;17980;17981;17982;17983;17984;17985;17986;19163;19164;19165;19166;19167;19168;19169;19170;19171;19172;19173;19174;19175;19176;19177;19178;19179;20979;25641;25642;25643;25644;25645;25646;25647;25648;25649;25650;25651;25652;25653;25654;25655;30342;30343;31417;31418;31419;31420;31421;31422;31423;31424;43605;43606;43607;43608;43609;43610;43611;43612;43613;43614;43615;43616;43617;43618;43619;43620;46523;46524;46525;48436;48437;48438;48439;48440;48441;48442;48443;48444;48445;48446;48447;48448;48690;48691;48692;48693;48694;48695;48696;48697;48698;48699;48700;51214;51215;51216;51217;51218;51219;51220;51221;51222;51223;53523;53524;53525;53526;56606;56607;56608;56609;56610;56611;56612;56613;56614;60804;60805;60806;60807;60808;60809;60810;60811;60812;60813;60814;60815;60816;60817;60818;60819;60820;60821;60822;60823;60824;60825;60826;62343;62344;62345;62346;62347;62348;62349;62350;62351;62352;62353;62354;62355;62356;62357;62358;62359;62360;62361;62362;62363;62364;62365;62366;62367;62368;62438;62439;62440;62441;69715;69716;69717;69718;69719;69720;69721;69722;69723;69724;69725;69726;69727;69728;69729;69730;69731;69732;69733;69734;69735;69736;69737;69738;69739;69740;69741;72424;72425;72426;72427;72428;72429;72430;72431;72432;72433;72434;72435;72436;72437;72438;72439;72440;72441;72442;72443;72444;72445;72446;72447;72448;72449;72450;72582;72583;72584;72585;72586;72587;72588;73928;73929;73930;73931;73932;73933;73934;73935;73936;73937;73938;73939;73940;73941;73942;73943;73944;75351;76988;76989;76990;76991;76992;77802;77803;77804;77805;77806;85230;85231;85232;85233;85234;85235;85236;85237;85238;85239;87986;87987;87988;87989;87990;87991;87992;87993;87994;88378;88379;88380;88381;88382;88383;88384;88385;90493;90494;90495;90496;94409;94410;94411;94412;94413;94414;94415;94416;94417;94418;94419;96352;96353;96354;96355;96356;96357;96358;96359;96360;96361;96362;96363;96364;96365;98836;98837;98838;98839;98840;98841;98842;98843;98844;107433;107434;107435;107436;107437;107438;107439;107440;107441;107442;108439;108440;108441;108442;108443;108444;108445;108446;108447;108448;108449;108450;108451;108452;108453,421540.0,0.0,57.116,1476;3741;3742;3765;5109;5412;5901;7284;8680;9003;12428;13213;13680;13681;13752;13753;14476;15095;16080;17360;17790;17810;20020;20800;20801;20846;21256;21257;21653;22141;22387;24741;25548;25661;26264;27433;27888;28528;30905;31198;31199,P07237,41,323.31,954330.0,508
