Protein IDs,Protein names,Gene names,Razor + unique peptides,Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Reporter intensity 1 1st,Reporter intensity 1 2nd,Reporter intensity 1 3rd,Reporter intensity 2 1st,Reporter intensity 2 2nd,Reporter intensity 2 3rd,Reporter intensity 3 1st,Reporter intensity 3 2nd,Reporter intensity 3 3rd,Intensity,id,Peptide IDs,Evidence IDs,Best MS/MS
P07900,Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38),HSP90AA1 HSP90A HSPC1 HSPCA,26,39.8,84.659,732,0.0,273.02,1893400.0,1813400.0,1651300.0,1985400.0,1656700.0,1593300.0,1383500.0,1191100.0,1107700.0,67035000000.0,655,375;1388;1389;2248;3322;3424;3568;4407;4408;4728;4729;4730;5131;5268;5269;5292;5293;5507;9468;9669;9679;9701;9711;9731;9802;10860;11316;11319;12219;12230;12231;13657;14371;15237;15348;16051;17853;18061;18062;19207;19208;19288;19581;19582,1644;1645;1646;1647;1648;1649;1650;1651;1652;1653;1654;1655;1656;1657;1658;1659;1660;1661;1662;1663;1664;1665;6367;6368;6369;6370;6371;6372;6373;6374;6375;6376;6377;6378;6379;6380;6381;6382;6383;6384;6385;6386;6387;10451;15700;15701;16353;16354;16355;16356;16357;16358;16359;16360;16361;16362;16363;16364;16365;16366;16367;16368;16369;16370;16371;16372;16373;16374;17023;17024;17025;17026;17027;17028;17029;17030;17031;17032;17033;17034;17035;17036;17037;17038;17039;17040;17041;21155;21156;21157;21158;21159;21160;21161;21162;21163;22646;22647;22648;22649;22650;22651;22652;22653;22654;22655;22656;22657;22658;22659;22660;24469;24470;24471;24472;24473;24474;24475;24476;25197;25198;25199;25200;25201;25202;25203;25204;25205;25206;25207;25208;25209;25210;25211;25212;25213;25214;25215;25216;25217;25218;25219;25220;25221;25222;25223;25336;25337;25338;25339;25340;25341;25342;25343;25344;25345;25346;25347;25348;25349;25350;25351;25352;25353;25354;25355;25356;26298;26299;26300;46010;46011;46012;46013;46014;46015;46016;46017;46018;46019;46020;46021;46022;46023;46024;46025;46026;46027;46028;46029;46030;46031;46032;46033;47244;47245;47277;47278;47279;47280;47281;47282;47283;47284;47285;47286;47287;47288;47289;47290;47291;47292;47293;47294;47365;47445;47446;47447;47448;47449;47450;47451;47452;47453;47454;47455;47456;47457;47556;47557;47558;47559;47560;47561;47562;47563;47564;47565;47566;47567;47568;47569;47570;47571;47572;47573;47574;47575;47576;47577;47947;47948;47949;47950;52977;52978;52979;55035;55036;55037;55067;55068;55069;55070;55071;55072;55073;55074;59359;59398;59399;59400;59401;59402;59403;59404;59405;59406;59407;59408;59409;59410;59411;59412;59413;59414;59415;59416;59417;59418;59419;59420;59421;59422;59423;59424;59425;59426;59427;59428;59429;59430;59431;59432;59433;59434;59435;59436;59437;59438;59439;59440;59441;59442;59443;59444;59445;59446;59447;59448;59449;59450;59451;59452;59453;59454;59455;59456;59457;59458;59459;59460;65952;65953;65954;65955;65956;65957;65958;65959;65960;65961;65962;65963;65964;65965;69404;69405;69406;69407;69408;69409;69410;69411;69412;69413;69414;69415;69416;69417;69418;69419;69420;69421;69422;69423;69424;72973;72974;72975;73467;73468;73469;73470;73471;73472;76586;76587;76588;76589;76590;76591;76592;76593;76594;76595;76596;76597;76598;76599;76600;76601;76602;76603;76604;76605;76606;84877;84878;84879;84880;84881;84882;84883;84884;84885;84886;84887;84888;84889;84890;84891;84892;84893;84894;84895;84896;84897;84898;84899;84900;84901;84902;84903;84904;84905;84906;84907;84908;84909;84910;84911;84912;84913;84914;84915;84916;84917;84918;84919;84920;84921;84922;84923;84924;85983;85984;85985;85986;85987;85988;85989;85990;85991;85992;85993;85994;85995;85996;85997;85998;85999;86000;86001;86002;86003;86004;86005;86006;91117;91118;91119;91120;91121;91122;91123;91124;91125;91126;91127;91128;91129;91520;91521;91522;91523;91524;91525;91526;91527;91528;91529;91530;91531;92800;92801;92802;92803;92804;92805;92806;92807;92808,1681
P07910,Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2),HNRNPC HNRPC,12,43.1,33.67,306,0.0,82.492,712550.0,607800.0,596190.0,892960.0,668450.0,500700.0,567940.0,445130.0,342460.0,14811000000.0,657,1753;7308;7608;12458;13940;14187;14859;15361;15530;17712;17852;18496,8202;8203;8204;8205;35019;35020;35021;36497;36498;36499;36500;36501;36502;36503;36504;36505;36506;36507;36508;36509;36510;36511;60442;60443;60444;67317;67318;67319;67320;67321;67322;67323;67324;67325;67326;67327;67328;67329;67330;67331;67332;68568;68569;68570;71326;71327;71328;71329;71330;71331;71332;71333;71334;71335;71336;71337;73517;73518;73519;73520;73521;73522;73523;73524;73525;73526;73527;74161;74162;74163;74164;74165;74166;74167;74168;74169;74170;74171;74172;74173;84157;84158;84159;84160;84161;84162;84163;84164;84165;84875;84876;87972;87973;87974;87975;87976;87977;87978,8529
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)",UQCRH,3,57.1,10.739,91,0.0,18.39,57339.0,127910.0,89390.0,38168.0,63326.0,54069.0,49013.0,82276.0,64657.0,431370000.0,658,5713;13997;15824,27291;27292;27293;67648;67649;67650;75498;75499;75500;75501,28166
P07948,Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn),LYN JTK8,8,20.5,58.573,512,0.0,20.596,104490.0,90078.0,57667.0,128480.0,101590.0,67847.0,93338.0,71452.0,49706.0,285380000.0,659,2534;3452;4520;4681;12333;12803;18028;19089,11956;16542;16543;16544;21668;22361;22362;22363;22364;22365;22366;22367;59948;61946;85785;90616,12412
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],RET CDHF12 CDHR16 PTC RET51,2,2.2,124.32,1114,0.00031726,3.4941,42752.0,3475.7,4943.3,72920.0,7562.4,12154.0,53477.0,6982.1,14037.0,63942000.0,660,3206;17835,15158;15159;15160;15161;15162;84767,15682
P07954,"Fumarate hydratase, mitochondrial (Fumarase) (HsFH) (EC 4.2.1.2)",FH,13,44.3,54.636,510,0.0,104.44,463890.0,490750.0,278590.0,492720.0,485310.0,305500.0,374620.0,369780.0,223250.0,4952500000.0,661,31;67;4556;6008;10115;10753;11146;12732;12746;15742;16337;16949;18490,121;122;123;124;259;21800;28611;28612;28613;28614;28615;28616;28617;28618;49442;49443;49444;49445;52465;52466;52467;52468;52469;52470;54320;54321;54322;54323;54324;54325;54326;54327;54328;54329;54330;61620;61621;61672;61673;61674;61675;61676;61677;61678;61679;61680;61681;61682;75098;75099;75100;75101;75102;75103;75104;75105;75106;75107;75108;75109;75110;75111;77824;77825;77826;77827;77828;77829;77830;77831;77832;77833;77834;77835;77836;77837;80677;80678;80679;80680;80681;80682;80683;80684;80685;87938;87939;87940,123
P08133,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),ANXA6 ANX6,37,63.0,75.872,673,0.0,323.31,2187100.0,1801700.0,1758500.0,2072400.0,1602200.0,1621200.0,1586600.0,1260500.0,1214900.0,33568000000.0,664,950;1013;1260;2334;2421;3084;3144;3145;3219;3220;4144;4344;4345;4448;4959;7160;7546;7694;8385;9047;9313;10470;10471;12376;12419;13330;14002;14734;15094;15577;15578;15587;15957;15999;16524;17117;19022,4171;5747;10882;10883;10884;10885;10886;10887;10888;10889;10890;10891;10892;11355;11356;11357;11358;11359;14616;14617;14618;14619;14620;14621;14622;14623;14624;14625;14626;14627;14628;14629;14914;14915;14916;14917;14918;14919;14920;14921;14922;14923;15195;15196;15197;15198;19832;19833;19834;19835;19836;19837;19838;19839;19840;19841;19842;19843;19844;19845;20814;20815;20816;20817;20818;20819;20820;20821;20822;20823;20824;20825;20826;20827;20828;20829;20830;20831;20832;20833;20834;20835;20836;20837;20838;20839;20840;20841;20842;20843;20844;20845;20846;20847;20848;20849;21355;21356;21357;21358;21359;21360;21361;23637;23638;23639;23640;34207;34208;36168;36169;36170;36171;36172;36173;37143;37144;37145;37146;37147;37148;37149;37150;37151;37152;37153;40593;40594;40595;40596;40597;40598;40599;40600;40601;40602;40603;40604;40605;40606;40607;40608;43764;43765;43766;43767;43768;43769;43770;43771;43772;43773;43774;43775;43776;43777;43778;43779;43780;43781;43782;43783;43784;45102;45103;45104;45105;45106;45107;45108;45109;45110;51216;51217;51218;51219;51220;51221;51222;51223;51224;51225;51226;51227;51228;51229;51230;51231;60093;60094;60095;60284;60285;64325;64326;64327;64328;64329;64330;64331;64332;64333;64334;64335;64336;64337;64338;64339;64340;64341;64342;64343;64344;64345;64346;64347;64348;64349;64350;64351;64352;64353;64354;64355;64356;64357;64358;64359;64360;64361;67683;67684;67685;67686;67687;67688;70763;70764;70765;70766;70767;72369;74343;74344;74345;74346;74347;74348;74349;74350;74351;74352;74353;74354;74355;74356;74395;76165;76166;76167;76168;76169;76170;76171;76172;76173;76174;76358;76359;76360;76361;76362;78672;78673;78674;78675;78676;78677;78678;78679;81486;81487;81488;81489;81490;81491;81492;81493;90313;90314;90315;90316;90317;90318;90319;90320,4305
P08195,4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),SLC3A2 MDU1,11,24.0,67.993,630,0.0,128.85,388780.0,302860.0,217840.0,422480.0,320310.0,242750.0,332800.0,251840.0,193110.0,2931299999.9999995,665,377;2360;2488;4353;7555;8937;8975;10176;12047;17513;18101,1669;1670;1671;1672;1673;1674;1675;1676;1677;1678;11066;11715;11716;20889;20890;20891;36266;36267;36268;36269;36270;36271;43302;43303;43304;43305;43306;43307;43458;43459;43460;43461;49717;49718;49719;49720;49721;49722;49723;49724;58354;58355;83276;83277;83278;86167;86168,1703
P08236,Beta-glucuronidase (EC 3.2.1.31) (Beta-G1),GUSB,2,5.4,74.731,651,0.0,7.0277,33436.0,35170.0,34925.0,28061.0,26989.0,28904.0,21788.0,21695.0,21573.0,80935000.0,666,7638;15313,36683;36684;36685;36686;36687;36688;73332;73333,37850
P08238,Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84),HSP90AB1 HSP90B HSPC2 HSPCB,46,38.8,83.263,724,0.0,323.31,4884300.0,5046400.0,4819100.0,4222800.0,4265700.0,3935300.0,3183900.0,3016600.0,2805600.0,223270000000.0,667,375;1001;1147;1386;1387;2247;3332;3425;4407;4408;4728;4729;4730;5131;5289;5290;5298;5507;5806;7652;9468;9669;9710;9731;9963;10860;11318;12220;12232;12233;13648;14372;15236;15251;15349;15903;15904;16051;17093;17854;18061;18062;19207;19208;19280;19288,1644;1645;1646;1647;1648;1649;1650;1651;1652;1653;1654;1655;1656;1657;1658;1659;1660;1661;1662;1663;1664;1665;4447;4448;5120;5121;5122;6338;6339;6340;6341;6342;6343;6344;6345;6346;6347;6348;6349;6350;6351;6352;6353;6354;6355;6356;6357;6358;6359;6360;6361;6362;6363;6364;6365;6366;10449;10450;15753;15754;15755;15756;16375;16376;16377;16378;16379;16380;16381;16382;16383;16384;16385;16386;16387;16388;16389;16390;16391;16392;16393;16394;16395;21155;21156;21157;21158;21159;21160;21161;21162;21163;22646;22647;22648;22649;22650;22651;22652;22653;22654;22655;22656;22657;22658;22659;22660;24469;24470;24471;24472;24473;24474;24475;24476;25299;25300;25301;25302;25303;25304;25305;25306;25307;25308;25309;25310;25311;25312;25313;25314;25315;25316;25317;25318;25319;25320;25321;25322;25323;25324;25325;25365;25366;25367;26298;26299;26300;27724;27725;27726;27727;27728;27729;27730;27731;27732;27733;27734;27735;27736;27737;27738;27739;27740;27741;27742;27743;36772;36773;36774;36775;36776;36777;36778;36779;36780;36781;36782;36783;36784;36785;36786;36787;36788;36789;36790;36791;36792;36793;36794;36795;36796;36797;36798;36799;36800;36801;36802;36803;36804;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;36815;36816;36817;36818;36819;36820;36821;36822;36823;36824;36825;36826;36827;46010;46011;46012;46013;46014;46015;46016;46017;46018;46019;46020;46021;46022;46023;46024;46025;46026;46027;46028;46029;46030;46031;46032;46033;47244;47245;47418;47419;47420;47421;47422;47423;47424;47425;47426;47427;47428;47429;47430;47431;47432;47433;47434;47435;47436;47437;47438;47439;47440;47441;47442;47443;47444;47556;47557;47558;47559;47560;47561;47562;47563;47564;47565;47566;47567;47568;47569;47570;47571;47572;47573;47574;47575;47576;47577;48686;48687;48688;48689;48690;48691;48692;48693;48694;48695;48696;48697;48698;48699;48700;48701;48702;48703;52977;52978;52979;55044;55045;55046;55047;55048;55049;55050;55051;55052;55053;55054;55055;55056;55057;55058;55059;55060;55061;55062;55063;55064;55065;55066;59360;59361;59362;59363;59364;59365;59461;59462;59463;59464;59465;59466;59467;59468;59469;59470;59471;59472;59473;59474;59475;59476;59477;59478;59479;59480;59481;59482;59483;59484;59485;59486;59487;59488;59489;59490;59491;59492;59493;59494;59495;59496;59497;59498;59499;59500;59501;59502;59503;59504;59505;59506;59507;59508;59509;59510;59511;59512;59513;59514;59515;59516;59517;59518;59519;59520;65896;65897;65898;65899;65900;65901;65902;65903;65904;65905;65906;65907;65908;65909;65910;65911;65912;65913;65914;65915;65916;69425;69426;69427;69428;69429;69430;69431;69432;69433;69434;69435;69436;69437;69438;69439;69440;69441;69442;69443;69444;69445;69446;69447;69448;69449;69450;69451;69452;69453;69454;72970;72971;72972;73039;73040;73041;73042;73043;73044;73473;73474;73475;73476;73477;75877;75878;75879;75880;75881;75882;75883;76586;76587;76588;76589;76590;76591;76592;76593;76594;76595;76596;76597;76598;76599;76600;76601;76602;76603;76604;76605;76606;81354;84925;84926;84927;84928;84929;84930;84931;84932;84933;84934;84935;84936;84937;84938;84939;84940;84941;84942;84943;84944;84945;84946;84947;84948;84949;84950;84951;84952;84953;84954;84955;84956;84957;84958;84959;84960;84961;84962;84963;84964;84965;84966;84967;84968;84969;84970;84971;84972;85983;85984;85985;85986;85987;85988;85989;85990;85991;85992;85993;85994;85995;85996;85997;85998;85999;86000;86001;86002;86003;86004;86005;86006;91117;91118;91119;91120;91121;91122;91123;91124;91125;91126;91127;91128;91129;91436;91437;91438;91439;91440;91441;91442;91443;91444;91445;91446;91447;91448;91449;91450;91451;91452;91453;91454;91455;91456;91457;91458;91459;91460;91461;91462;91520;91521;91522;91523;91524;91525;91526;91527;91528;91529;91530;91531,1681
P08240,Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha),SRPRA SRPR,10,29.0,69.81,638,0.0,89.549,220280.0,177750.0,163400.0,323900.0,204650.0,191130.0,209370.0,145020.0,136870.0,829640000.0,668,2296;4772;6263;7896;7905;14508;14643;15745;16828;18939,10685;10686;10687;10688;10689;22842;22843;22844;22845;29864;29865;29866;29867;29868;38177;38178;38179;38180;38225;38226;69928;70407;70408;70409;70410;75115;75116;75117;75118;80115;80116;80117;80118;80119;80120;89913;89914;89915,11086
P08243,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Cell cycle control protein TS11) (Glutamine-dependent asparagine synthetase),ASNS TS11,3,11.8,64.369,561,0.0,17.55,5958.4,27024.0,5669.3,5988.2,30600.0,5134.3,5338.4,25386.0,4813.8,65266000.0,669,4247;10171;10508,20311;20312;20313;49700;49701;49702;51386,21005
P08246,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,2,20.6,28.518,267,0.0,29.551,26695.0,28429.0,33620.0,28755.0,33757.0,33863.0,23378.0,25473.0,26994.0,177750000.0,670,7856;14635,38022;38023;38024;38025;70384;70385;70386,39247
P08311,"Cathepsin G (CG) (EC 3.4.21.20) [Cleaved into: Cathepsin G, C-terminal truncated form]",CTSG,5,27.8,28.837,255,0.0,46.2,165160.0,257820.0,166780.0,145720.0,204210.0,147930.0,111360.0,176580.0,125270.0,2471900000.0,671,1556;5592;7407;16996;18693,7271;7272;7273;7274;7275;26706;26707;26708;26709;26710;35467;35468;35469;35470;35471;35472;35473;35474;80882;80883;80884;80885;80886;80887;80888;88789,7515
P08397,Porphobilinogen deaminase (PBG-D) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),HMBS PBGD UPS,10,38.8,39.33,361,0.0,66.812,176140.0,155230.0,147090.0,191420.0,153870.0,166270.0,144470.0,122730.0,121380.0,1980400000.0,672,991;1797;3250;3519;5573;6834;8785;11374;11843;17959,4416;4417;4418;4419;4420;4421;4422;4423;4424;8402;8403;15347;15348;15349;15350;15351;15352;15353;15354;15355;15356;15357;15358;15359;16795;16796;16797;16798;26643;26644;26645;26646;26647;32625;32626;32627;32628;32629;32630;32631;32632;42505;42506;42507;42508;42509;42510;42511;42512;42513;42514;42515;55303;55304;55305;57479;57480;57481;57482;57483;57484;57485;57486;85499,4561
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)",PDHA1 PHE1A,6,25.1,43.295,390,0.0,44.869,87011.0,120540.0,50167.0,86804.0,109340.0,43374.0,73064.0,90889.0,36438.0,768540000.0,673,4898;4963;7626;8723;11979;12837,23353;23354;23653;36623;36624;36625;36626;36627;36628;36629;36630;42257;58079;58080;62096;62097;62098;62099;62100;62101,24140
P08567,Pleckstrin (Platelet 47 kDa protein) (p47),PLEK P47,9,43.7,40.124,350,0.0,105.13,231390.0,167570.0,150620.0,201170.0,152850.0,149390.0,162390.0,119760.0,123580.0,3666200000.0,674,4403;7290;9137;10138;11570;12883;14708;15049;15560,21135;21136;21137;21138;21139;21140;21141;21142;21143;21144;21145;21146;34901;34902;34903;44255;44256;49514;56132;56133;56134;56135;56136;56137;62360;62361;62362;62363;62364;62365;62366;62367;62368;62369;62370;62371;62372;62373;62374;62375;70654;70655;72164;72165;72166;72167;72168;72169;72170;74275;74276;74277,21875
P08574,"Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",CYC1,3,13.2,35.422,325,0.0,16.315,50641.0,71096.0,34816.0,45905.0,60893.0,36450.0,35879.0,51288.0,25648.0,1062500000.0,675,3793;8428;9675,18107;18108;18109;18110;40823;40824;47263;47264;47265;47266;47267;47268,18754
P08575,Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45),PTPRC CD45,10,10.5,147.48,1306,0.0,37.859,168670.0,132470.0,103170.0,231550.0,165820.0,115230.0,162290.0,115850.0,87713.0,1210900000.0,676,2258;2520;3272;3488;5288;6060;6349;14583;15242;15464,10484;11907;15445;15446;15447;15448;16695;16696;16697;25293;25294;25295;25296;25297;25298;28854;28855;28856;28857;28858;28859;28860;28861;28862;28863;28864;30263;30264;30265;30266;30267;30268;30269;30270;30271;70212;72985;73880;73881,10882
P08579,U2 small nuclear ribonucleoprotein B'' (U2 snRNP B''),SNRPB2,4,17.3,25.486,225,0.0,41.343,94016.0,29570.0,51816.0,82272.0,16939.0,38388.0,63270.0,18576.0,24194.0,318330000.0,677,5261;8846;9641;13787;17408,25176;25177;25178;42831;42832;47122;82710;82711,26022
P08621,U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70),SNRNP70 RNPU1Z RPU1 SNRP70 U1AP1,12,35.2,51.556,437,0.0,155.27,248770.0,234730.0,236790.0,239330.0,203870.0,220270.0,186540.0,158680.0,169150.0,1865400000.0,678,3355;3465;4569;4578;4579;7771;7830;7838;9530;14147;15059;17283,15961;16618;16619;16620;16621;16622;21853;21888;21889;21890;21891;21892;21893;37625;37888;37889;37890;37925;37926;37927;37928;37929;37930;37931;37932;37933;46462;46463;46464;46465;68364;68365;68366;72196;72197;82177;82178,16538
P08648,Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain],ITGA5 FNRA,3,5.4,114.54,1049,0.0,18.269,30757.0,52156.0,0.0,31216.0,47924.0,0.0,24027.0,35966.0,0.0,224390000.0,679,3073;16363;18989,14568;77954;90175;90176;90177,15086
P08651,Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein),NFIC NFI,2,8.5,55.674,508,0.0,10.725,9332.4,0.0,35624.0,11710.0,0.0,23164.0,9432.5,0.0,18729.0,28724000.0,680,8184;17265,39598;82108;82109,40901
P08670,Vimentin,VIM,31,48.9,53.651,466,0.0,293.41,2901400.0,2668000.0,2863800.0,1939200.0,1473200.0,1843000.0,1709400.0,1236000.0,1524700.0,30002000000.0,681,2728;3395;4437;5102;5103;5490;6088;6089;6452;9262;10473;10474;10902;11603;11604;12561;12662;13122;13133;13134;14330;14692;15093;15159;15198;15199;16702;17116;17775;17811;17819,12937;12938;12939;12940;12941;12942;12943;12944;16149;16150;21293;21294;21295;21296;21297;21298;21299;21300;21301;21302;21303;21304;21305;21306;21307;21308;21309;21310;21311;21312;21313;24353;24354;24355;24356;24357;26238;26239;26240;26241;26242;26243;26244;26245;26246;26247;26248;26249;26250;26251;26252;26253;26254;26255;26256;26257;26258;26259;26260;29004;29005;29006;29007;29008;29009;29010;29011;29012;29013;29014;29015;29016;29017;29018;29019;29020;29021;29022;29023;29024;30875;30876;30877;30878;30879;30880;30881;30882;30883;30884;30885;30886;44849;44850;44851;51233;51234;51235;51236;51237;51238;51239;51240;51241;51242;51243;51244;51245;51246;51247;51248;51249;51250;51251;51252;51253;51254;51255;51256;51257;51258;53162;53163;53164;53165;53166;53167;53168;53169;53170;56249;56250;56251;56252;56253;56254;56255;56256;56257;56258;56259;56260;56261;56262;56263;56264;60872;60873;60874;61292;61293;61294;61295;61296;61297;61298;61299;61300;61301;61302;61303;61304;63507;63508;63509;63510;63511;63512;63513;63514;63546;63547;63548;63549;63550;63551;63552;63553;63554;63555;63556;63557;63558;63559;69177;70589;70590;72362;72363;72364;72365;72366;72367;72368;72620;72621;72622;72623;72811;72812;72813;72814;72815;72816;72817;72818;72819;72820;72821;72822;72823;72824;72825;72826;72827;72828;72829;72830;72831;72832;79574;79575;81476;81477;81478;81479;81480;81481;81482;81483;81484;81485;84432;84433;84434;84435;84436;84437;84605;84606;84607;84608;84609;84610;84611;84612;84613;84614;84706;84707;84708;84709;84710;84711;84712;84713;84714;84715;84716;84717,13438
P08708,40S ribosomal protein S17 (Small ribosomal subunit protein eS17),RPS17 RPS17L,5,42.2,15.55,135,0.0,51.15,386280.0,435100.0,329710.0,346520.0,376280.0,286680.0,263440.0,260940.0,197870.0,3550699999.9999995,682,3440;12525;15240;17604;17605,16482;16483;16484;16485;16486;16487;16488;16489;16490;16491;16492;16493;16494;60728;60729;60730;60731;60732;60733;60734;60735;60736;60737;60738;60739;60740;72980;83670;83671;83672;83673;83674;83675;83676;83677;83678;83679;83680;83681;83682;83683;83684;83685;83686;83687;83688;83689;83690;83691,17097
