Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P0A7Z4	P0A7Z4	16	16	16	DNA-directed RNA polymerase subunit alpha	rpoA	sp|P0A7Z4|RPOA_ECOLI DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=rpoA PE=1 SV=1	1	16	16	16	70.5	70.5	70.5	36.511	329	329	0.0	82.187	333790000	29	305	126;240;1608;2373;3968;4287;5029;5281;5432;6541;7503;7537;7866;9117;9564;9731	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	136;258;1765;2586;4295;4642;5443;5719;5881;5882;7064;8093;8127;8551;9943;10424;10602	208;385;386;2410;3439;3440;5612;5613;6059;7133;7499;7718;7719;7720;9248;10576;10577;10578;10621;11226;13001;13624;13625;13626;13862;13863	261;479;480;3069;4380;4381;7161;7162;7163;7717;9137;9605;9894;9895;9896;9897;11771;11772;13492;13493;13494;13546;14319;14320;14321;16591;17341;17342;17343;17344;17657;17658	261;479;3069;4380;7161;7717;9137;9605;9896;11772;13493;13546;14320;16591;17343;17658	412;413	51;316
P0A800	P0A800	2	2	2	DNA-directed RNA polymerase subunit omega	rpoZ	sp|P0A800|RPOZ_ECOLI DNA-directed RNA polymerase subunit omega OS=Escherichia coli (strain K12) OX=83333 GN=rpoZ PE=1 SV=1	1	2	2	2	26.4	26.4	26.4	10.236	91	91	0.0	11.27	3151800	2	306	2559;3235	True;True	2783;3505	3688;4607	4703;5828	4703;5828		
P0A805	P0A805	7	7	7	Ribosome-recycling factor	frr	sp|P0A805|RRF_ECOLI Ribosome-recycling factor OS=Escherichia coli (strain K12) OX=83333 GN=frr PE=1 SV=1	1	7	7	7	41.6	41.6	41.6	20.638	185	185	0.0	47.782	400720000	20	307	606;607;1115;5102;5986;8810;11574	True;True;True;True;True;True;True	656;657;658;1228;5520;5521;6477;6478;9612;12604	920;921;922;923;924;1689;1690;7228;7229;8509;8510;12587;12588;16535	1165;1166;1167;1168;1169;1170;1171;2130;2131;2132;9244;9245;9246;10887;10888;16079;16080;21226;21227;21228	1167;1171;2132;9246;10887;16079;21226	414;415	83;183
P0A809	P0A809	1	1	1	Holliday junction ATP-dependent DNA helicase RuvA	ruvA	sp|P0A809|RUVA_ECOLI Holliday junction ATP-dependent DNA helicase RuvA OS=Escherichia coli (strain K12) OX=83333 GN=ruvA PE=1 SV=1	1	1	1	1	5.9	5.9	5.9	22.085	203	203	0.0	2.3673	1739100	1	308	2334	True	2546	3389	4316	4316		
P0A812	P0A812	3	3	3	Holliday junction ATP-dependent DNA helicase RuvB	ruvB	sp|P0A812|RUVB_ECOLI Holliday junction ATP-dependent DNA helicase RuvB OS=Escherichia coli (strain K12) OX=83333 GN=ruvB PE=1 SV=1	1	3	3	3	11.3	11.3	11.3	37.173	336	336	0.0	2.1632	3428400	3	309	482;5073;6518	True;True;True	520;5488;7040	741;7188;9222	945;9201;11740	945;9201;11740		
P0A817	P0A817	13	13	13	S-adenosylmethionine synthase	metK	sp|P0A817|METK_ECOLI S-adenosylmethionine synthase OS=Escherichia coli (strain K12) OX=83333 GN=metK PE=1 SV=2	1	13	13	13	43.0	43.0	43.0	41.951	384	384	0.0	49.834	117090000	19	310	2524;2585;3287;3643;4804;4957;5354;5741;6067;8111;8998;9870;11584	True;True;True;True;True;True;True;True;True;True;True;True;True	2746;2811;3557;3939;3940;5199;5368;5798;5799;6221;6562;8848;9809;10758;12616	3640;3730;4666;5147;5148;6790;6791;7024;7025;7594;7595;8162;8623;11631;12828;14065;16549	4641;4642;4761;5908;6567;6568;8675;8676;8987;8988;8989;9720;9721;10463;11023;14858;16365;16366;17903;21243	4641;4761;5908;6567;8676;8987;9720;10463;11023;14858;16365;17903;21243	416;417	237;255
P0A821	P0A821	10	10	10	L-seryl-tRNA(Sec) selenium transferase	selA	sp|P0A821|SELA_ECOLI L-seryl-tRNA(Sec) selenium transferase OS=Escherichia coli (strain K12) OX=83333 GN=selA PE=1 SV=1	1	10	10	10	31.7	31.7	31.7	50.607	463	463	0.0	29.902	23731000	10	311	560;682;2083;2296;6955;7209;7232;7633;9364;9834	True;True;True;True;True;True;True;True;True;True	607;743;2269;2505;7494;7780;7803;8226;10210;10721	852;1041;3044;3334;9792;10176;10205;10742;13353;14023	1077;1316;3869;4243;12488;12965;13000;13702;16997;17857	1077;1316;3869;4243;12488;12965;13000;13702;16997;17857		
P0A825	P0A825	19	19	19	Serine hydroxymethyltransferase	glyA	sp|P0A825|GLYA_ECOLI Serine hydroxymethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=glyA PE=1 SV=1	1	19	19	19	61.6	61.6	61.6	45.316	417	417	0.0	96.282	697040000	48	312	893;2285;2549;2675;2832;6048;7126;7639;7766;8665;9346;9807;11170;11331;11483;11654;11878;11879;12492	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	987;988;2491;2492;2773;2906;3081;3082;6542;7691;7692;8232;8411;8412;9458;10188;10692;12160;12330;12508;12693;12934;12935;13591	1381;1382;1383;3315;3316;3317;3676;3677;3848;4082;4083;4084;4085;4086;8594;8595;10074;10075;10076;10077;10748;10749;11021;11022;12409;13328;13985;15918;16160;16406;16645;16646;16937;16938;16939;17770;17771;17772;17773	1756;1757;1758;1759;4218;4219;4220;4221;4690;4691;4897;5204;5205;5206;5207;5208;10991;10992;12845;12846;12847;12848;12849;13708;13709;13710;14071;14072;15867;15868;16968;17811;17812;20416;20417;20733;21064;21354;21355;21356;21357;21748;21749;21750;22783;22784;22785;22786;22787;22788;22789	1756;4219;4690;4897;5204;10992;12845;13710;14072;15868;16968;17811;20416;20733;21064;21354;21748;21750;22787	418;419;420;421;422;423;424	6;19;169;266;280;298;386
P0A830	P0A830	3	3	3	Aerobic C4-dicarboxylate transport protein	dctA	sp|P0A830|DCTA_ECOLI Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) OX=83333 GN=dctA PE=1 SV=1	1	3	3	3	8.4	8.4	8.4	45.436	428	428	0.0	5.8324	15325000	5	313	846;1222;6010	True;True;True	926;1351;6502	1285;1286;1876;8542	1627;1628;2401;2402;10923	1628;2402;10923		
P0A832	P0A832	3	3	3	SsrA-binding protein	smpB	sp|P0A832|SSRP_ECOLI SsrA-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=smpB PE=1 SV=2	1	3	3	3	28.8	28.8	28.8	18.269	160	160	0.0	8.1877	19053000	3	314	917;1665;2699	True;True;True	1014;1824;2930	1419;2477;3878	1813;3151;4931	1813;3151;4931	425	73
P0A836	P0A836	22	22	22	Succinyl-CoA ligase [ADP-forming] subunit beta	sucC	sp|P0A836|SUCC_ECOLI Succinate--CoA ligase [ADP-forming] subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=sucC PE=1 SV=1	1	22	22	22	62.1	62.1	62.1	41.392	388	388	0.0	110.22	1236200000	54	315	327;1284;1855;2811;4289;5181;5200;5324;5325;6004;6213;6519;6627;6756;7576;7590;7837;8713;9259;10883;11835;12178	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	350;1418;2024;3046;4644;5604;5625;5765;5766;6496;6721;7041;7152;7288;8168;8183;8513;9511;10094;11847;11848;12886;13252	507;508;1962;2732;4020;6061;6062;6063;7345;7377;7550;7551;8535;8536;8850;9223;9354;9521;9522;10668;10689;10690;11172;12469;13199;15483;15484;15485;15486;16880;16881;17345;17346	618;619;620;621;2502;2503;2504;3470;5119;5120;5121;5122;7719;7720;7721;7722;7723;9397;9445;9446;9447;9661;9662;10916;10917;11294;11295;11741;11913;11914;12124;12125;13608;13609;13636;13637;13638;14257;15937;15938;15939;16821;19847;19848;19849;19850;19851;19852;21672;21673;21674;21675;22276;22277	618;2504;3470;5122;7719;9397;9445;9661;9662;10917;11294;11741;11913;12124;13609;13637;14257;15937;16821;19851;21673;22276	426;427	156;182
P0A847	P0A847	5	5	5	Queuine tRNA-ribosyltransferase	tgt	sp|P0A847|TGT_ECOLI Queuine tRNA-ribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=tgt PE=1 SV=1	1	5	5	5	17.3	17.3	17.3	42.593	375	375	0.0	22.403	13824000	6	316	571;4375;5394;6552;8304	True;True;True;True;True	618;4744;5842;7076;9068	868;6209;7663;7664;9262;11928	1100;7931;9801;9802;11790;15286	1100;7931;9802;11790;15286		
P0A850	P0A850	30	30	30	Trigger factor	tig	sp|P0A850|TIG_ECOLI Trigger factor OS=Escherichia coli (strain K12) OX=83333 GN=tig PE=1 SV=1	1	30	30	30	65.7	65.7	65.7	48.192	432	432	0.0	165.55	1319400000	87	317	399;905;906;1075;2649;2708;2764;2774;2775;3034;3071;3351;4199;4245;4246;5500;7770;7882;8057;8389;8603;8659;9329;9477;9838;11576;11735;11752;11758;11892	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	427;1002;1003;1185;1186;2878;2939;2998;3009;3010;3295;3333;3626;4545;4546;4593;4594;4595;4596;5961;8417;8418;8575;8576;8792;9161;9390;9450;9451;10170;10333;10725;12606;12607;12779;12797;12803;12949	613;614;1402;1403;1404;1632;1633;1634;1635;1636;3812;3887;3960;3972;3973;3974;3975;4345;4391;4755;5932;5933;5934;5935;5993;5994;5995;5996;5997;5998;7831;7832;11029;11030;11264;11265;11266;11267;11268;11565;12043;12044;12325;12398;12399;13302;13514;14027;14028;16538;16539;16749;16770;16777;16778;16957;16958	781;782;1792;1793;1794;1795;2069;2070;2071;2072;2073;4851;4944;4945;4946;5044;5045;5059;5060;5061;5062;5063;5064;5505;5559;5560;6040;7554;7555;7556;7557;7636;7637;7638;7639;7640;7641;7642;10050;10051;14079;14080;14081;14375;14376;14377;14378;14379;14380;14381;14382;14383;14384;14385;14779;14780;14781;15419;15420;15774;15775;15852;15853;16938;17208;17209;17861;17862;17863;17864;21231;21232;21482;21506;21507;21508;21509;21510;21511;21520;21521;21522;21523;21773;21774;21775;21776;21777	781;1793;1795;2073;4851;4944;5045;5060;5063;5505;5559;6040;7555;7636;7641;10050;14079;14384;14780;15420;15774;15853;16938;17209;17863;21231;21482;21508;21521;21774	428;429;430;431;432;433;434	1;51;71;189;194;374;395
P0A853	P0A853	32	32	32	Tryptophanase	tnaA	sp|P0A853|TNAA_ECOLI Tryptophanase OS=Escherichia coli (strain K12) OX=83333 GN=tnaA PE=1 SV=1	1	32	32	32	74.7	74.7	74.7	52.773	471	471	0.0	323.31	10890000000	255	318	897;1201;1239;1240;1368;1515;1516;1571;2189;2231;2233;2234;3174;3709;3710;4119;4291;4334;4812;5015;5883;6169;6355;7002;7918;8150;8857;10047;10048;10435;12034;12085	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	993;994;1322;1323;1368;1369;1506;1664;1665;1666;1667;1668;1728;2387;2433;2435;2436;3442;4014;4015;4459;4646;4701;5207;5429;6367;6368;6673;6674;6869;6870;7547;8629;8630;8889;9660;10944;10945;11360;11361;13097;13098;13099;13154;13155	1388;1389;1390;1391;1392;1808;1809;1810;1811;1812;1813;1814;1900;1901;1902;2072;2073;2274;2275;2276;2277;2278;2279;2280;2281;2282;2283;2284;2285;2286;2362;2363;2364;3192;3193;3248;3249;3251;3252;4526;4527;4528;4529;5236;5237;5238;5239;5240;5825;5826;6065;6066;6143;6144;6801;6802;6803;6804;6805;6806;6807;6808;7110;7111;7112;7113;7114;7115;7116;7117;8347;8348;8349;8350;8351;8782;8783;8784;8785;8786;8787;8788;8789;9023;9024;9025;9026;9027;9028;9029;9030;9031;9857;9858;9859;11337;11338;11339;11340;11689;11690;12644;14298;14299;14300;14301;14828;14829;14830;14831;14832;14833;17140;17141;17142;17143;17144;17145;17146;17147;17148;17149;17150;17151;17152;17153;17228;17229	1764;1765;1766;1767;1768;1769;1770;1771;1772;1773;1774;1775;2288;2289;2290;2291;2292;2293;2294;2295;2296;2297;2298;2299;2300;2301;2430;2431;2432;2433;2434;2435;2436;2640;2641;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;3002;3003;3004;3005;3006;3007;3008;4051;4052;4053;4130;4131;4132;4133;4135;4136;4137;4138;5728;5729;5730;5731;5732;5733;5734;6684;6685;6686;6687;6688;6689;6690;6691;6692;7415;7416;7417;7418;7725;7726;7727;7728;7729;7826;7827;7828;7829;7830;7831;7832;8686;8687;8688;8689;8690;8691;8692;8693;8694;8695;9097;9098;9099;9100;9101;9102;9103;9104;9105;9106;9107;9108;9109;9110;9111;9112;9113;9114;10684;10685;10686;10687;10688;11200;11201;11202;11203;11204;11205;11206;11207;11208;11209;11210;11211;11212;11213;11214;11215;11216;11502;11503;11504;11505;11506;11507;11508;11509;11510;11511;11512;11513;11514;11515;11516;12571;12572;12573;12574;12575;12576;12577;12578;14474;14475;14476;14477;14478;14479;14480;14934;14935;14936;14937;14938;14939;14940;16145;16146;16147;16148;16149;16150;18200;18201;18202;18203;18204;18205;18206;18207;18208;18209;18922;18923;18924;18925;18926;18927;18928;18929;18930;18931;18932;18933;18934;18935;21999;22000;22001;22002;22003;22004;22005;22006;22007;22008;22009;22010;22011;22012;22013;22014;22015;22016;22017;22018;22019;22020;22021;22022;22023;22024;22025;22026;22027;22028;22029;22030;22031;22032;22133;22134	1767;2300;2430;2436;2640;2899;2903;3003;4052;4132;4136;4138;5730;6685;6691;7417;7727;7827;8689;9102;10687;11207;11502;12573;14476;14938;16146;18207;18209;18934;22028;22134	435;436;437;438;439;440;441;442;443;444;445	128;213;226;263;266;273;276;282;315;326;432
P0A855	P0A855	9	9	9	Protein TolB	tolB	sp|P0A855|TOLB_ECOLI Tol-Pal system protein TolB OS=Escherichia coli (strain K12) OX=83333 GN=tolB PE=1 SV=1	1	9	9	9	34.4	34.4	34.4	45.955	430	430	0.0	91.166	145670000	13	319	5030;5715;6367;9380;9782;9824;10327;11665;12046	True;True;True;True;True;True;True;True;True	5444;6192;6882;10228;10664;10711;11246;12704;13111	7134;8125;9043;13380;13948;14011;14012;14684;14685;16659;17167;17168	9138;10415;11530;17034;17764;17843;17844;18729;18730;21370;22051;22052;22053	9138;10415;11530;17034;17764;17844;18730;21370;22053	446	203
P0A858	P0A858	14	14	14	Triosephosphate isomerase	tpiA	sp|P0A858|TPIS_ECOLI Triosephosphate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=tpiA PE=1 SV=1	1	14	14	14	86.3	86.3	86.3	26.972	255	255	0.0	161.37	766880000	47	320	154;1788;2229;2674;2912;2913;2964;4827;4828;4864;8755;9398;10612;10965	True;True;True;True;True;True;True;True;True;True;True;True;True;True	165;1953;2429;2430;2431;2904;2905;3170;3171;3224;5227;5228;5229;5267;5268;9555;10247;11555;11936	257;258;2643;2644;3243;3244;3245;3246;3843;3844;3845;3846;3847;4199;4200;4201;4202;4264;6837;6838;6839;6840;6841;6888;6889;6890;12523;13402;15080;15081;15606	327;328;3358;3359;3360;3361;4123;4124;4125;4126;4127;4128;4891;4892;4893;4894;4895;4896;5342;5343;5344;5345;5346;5412;5413;5414;8729;8730;8731;8732;8733;8734;8735;8736;8737;8738;8801;8802;8803;16001;17057;19257;19258;19259;19260;19261;20016	328;3360;4126;4891;5343;5344;5414;8732;8738;8803;16001;17057;19259;20016	447;448;449;450;451;452	7;18;45;49;60;82
P0A862	P0A862	6	6	6	Thiol peroxidase	tpx	sp|P0A862|TPX_ECOLI Thiol peroxidase OS=Escherichia coli (strain K12) OX=83333 GN=tpx PE=1 SV=2	1	6	6	6	58.3	58.3	58.3	17.835	168	168	0.0	66.953	255510000	13	321	1044;1931;3211;7962;9864;11398	True;True;True;True;True;True	1152;2101;3479;8691;10752;12402	1588;2821;4576;4577;11435;11436;14058;16251;16252	2013;3585;3586;5791;5792;5793;14627;14628;14629;14630;17896;20853;20854	2013;3586;5792;14627;17896;20853		
P0A867	P0A867	27	27	25	Transaldolase A	talA	sp|P0A867|TALA_ECOLI Transaldolase A OS=Escherichia coli (strain K12) OX=83333 GN=talA PE=3 SV=1	1	27	27	25	82.6	82.6	77.5	35.658	316	316	0.0	146.85	1312600000	84	322	26;51;52;147;2483;4819;4931;5819;6016;6017;6033;6083;6336;6357;6577;6853;6854;7432;7824;8189;8472;8704;8744;9306;10212;10610;11969	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	29;56;57;158;2702;5214;5340;6300;6508;6509;6525;6580;6581;6847;6872;7102;7390;7391;8018;8495;8496;8931;9249;9250;9501;9542;9543;10146;11124;11553;13029	49;89;90;91;92;247;248;3583;3584;6816;6817;6987;6988;6989;8258;8549;8550;8569;8570;8649;8650;8651;8652;8653;8654;8655;8998;9033;9294;9654;9655;10485;11145;11146;11741;11742;12155;12156;12157;12158;12159;12459;12503;12504;12505;13266;13267;14528;14529;15076;15077;17056	66;112;113;114;115;116;314;315;316;317;4565;4566;8704;8705;8706;8707;8708;8942;8943;8944;8945;8946;8947;10576;10577;10578;10930;10931;10932;10952;10953;10954;10955;10956;10957;10958;11053;11054;11055;11056;11057;11058;11059;11475;11518;11519;11838;12308;12309;12310;12311;12312;13370;13371;13372;14223;14224;15016;15017;15018;15562;15563;15564;15565;15566;15567;15568;15569;15570;15571;15572;15573;15926;15927;15975;15976;15977;16895;16896;16897;18516;18517;18518;19252;19253;21891	66;112;115;316;4566;8707;8944;10577;10931;10932;10954;11058;11475;11518;11838;12309;12312;13370;14223;15017;15566;15926;15977;16896;18516;19252;21891	453;454;455;456	1;191;222;275
P0A870	P0A870	23	21	21	Transaldolase B	talB	sp|P0A870|TALB_ECOLI Transaldolase B OS=Escherichia coli (strain K12) OX=83333 GN=talB PE=1 SV=2	1	23	21	21	78.9	68.5	68.5	35.219	317	317	0.0	113.03	588880000	47	323	147;1036;1037;2483;2526;2672;3122;3184;3185;5642;5673;5917;6032;6337;6358;6788;7388;7389;7431;7638;7646;8154;9114	False;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	158;1142;1143;2702;2748;2749;2902;3386;3452;3453;6108;6146;6147;6403;6524;6848;6873;7323;7968;7969;8017;8231;8239;8893;9939;9940	247;248;1573;1574;3583;3584;3642;3643;3644;3645;3841;4453;4454;4543;4544;4545;8018;8068;8069;8070;8399;8567;8568;8999;9034;9567;10408;10409;10483;10484;10747;10757;10758;11694;11695;12996;12997;12998	314;315;316;317;1992;1993;1994;4565;4566;4644;4645;4646;4647;4888;4889;5633;5634;5750;5751;5752;10270;10344;10345;10346;10741;10742;10950;10951;11476;11477;11520;11521;12186;13263;13264;13265;13367;13368;13369;13707;13720;13721;13722;13723;14944;14945;14946;14947;14948;14949;14950;16586;16587;16588	316;1992;1994;4566;4647;4889;5633;5750;5751;10270;10346;10742;10950;11476;11521;12186;13263;13265;13367;13707;13723;14946;16588	457;458;459	24;223;290
P0A879	P0A879	6	6	6	Tryptophan synthase beta chain	trpB	sp|P0A879|TRPB_ECOLI Tryptophan synthase beta chain OS=Escherichia coli (strain K12) OX=83333 GN=trpB PE=1 SV=2	1	6	6	6	25.4	25.4	25.4	42.983	397	397	0.0	17.525	81067000	8	324	2857;3816;8819;10195;10434;10548	True;True;True;True;True;True	3110;4134;9621;11105;11359;11485	4126;5414;5415;12599;14507;14827;14991;14992	5258;6913;6914;6915;16093;18493;18921;19154;19155	5258;6914;16093;18493;18921;19154		
P0A884	P0A884	4	4	4	Thymidylate synthase	thyA	sp|P0A884|TYSY_ECOLI Thymidylate synthase OS=Escherichia coli (strain K12) OX=83333 GN=thyA PE=1 SV=1	1	4	4	4	18.9	18.9	18.9	30.479	264	264	0.0	9.2309	23055000	5	325	3252;3476;4773;9105	True;True;True;True	3522;3762;5166;9930	4627;4923;6747;6748;12980	5855;6264;8620;8621;16563	5855;6264;8620;16563		
P0A887	P0A887	10	10	10	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	ubiE	sp|P0A887|UBIE_ECOLI Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE OS=Escherichia coli (strain K12) OX=83333 GN=ubiE PE=1 SV=1	1	10	10	10	51.4	51.4	51.4	28.073	251	251	0.0	41.672	96060000	15	326	206;1340;3607;5251;7044;9195;9842;11857;12100;12235	True;True;True;True;True;True;True;True;True;True	220;1478;3901;5684;7589;10024;10729;12909;12910;13171;13311	334;335;2038;2039;5094;7452;9908;13111;14032;14033;16909;16910;17250;17423	419;420;2603;2604;6499;6500;9545;12638;16718;17869;17870;21711;21712;22157;22371	419;2604;6500;9545;12638;16718;17869;21712;22157;22371	460	100
P0A894	P0A894	8	8	8	RNase adapter protein RapZ	rapZ	sp|P0A894|RAPZ_ECOLI RNase adapter protein RapZ OS=Escherichia coli (strain K12) OX=83333 GN=rapZ PE=1 SV=1	1	8	8	8	37.0	37.0	37.0	32.492	284	284	0.0	41.214	32653000	8	327	196;3440;4749;4895;7301;8244;8245;10028	True;True;True;True;True;True;True;True	210;3720;5138;5300;7876;8991;8992;10925	320;4868;6706;6936;10298;11812;11813;14275	399;400;6194;8565;8862;13126;15107;15108;18168	400;6194;8565;8862;13126;15107;15108;18168		
P0A898	P0A898	1	1	1	Endoribonuclease YbeY	ybeY	sp|P0A898|YBEY_ECOLI Endoribonuclease YbeY OS=Escherichia coli (strain K12) OX=83333 GN=ybeY PE=1 SV=1	1	1	1	1	9.7	9.7	9.7	17.525	155	155	0.0	1.8789	2789100	0	328	11828	True	12878	16869	21657	21657		
P0A8A0	P0A8A0	4	4	4	Probable transcriptional regulatory protein YebC	yebC	sp|P0A8A0|YEBC_ECOLI Probable transcriptional regulatory protein YebC OS=Escherichia coli (strain K12) OX=83333 GN=yebC PE=1 SV=1	1	4	4	4	21.1	21.1	21.1	26.422	246	246	0.0	11.958	28549000	7	329	213;1499;6795;11646	True;True;True;True	229;1648;7330;12684	345;2254;9575;16634	431;432;433;2860;12195;12196;21341	432;2860;12195;21341	461	200
P0A8A2	P0A8A2	5	5	5	Probable transcriptional regulatory protein YeeN	yeeN	sp|P0A8A2|YEEN_ECOLI Probable transcriptional regulatory protein YeeN OS=Escherichia coli (strain K12) OX=83333 GN=yeeN PE=1 SV=1	1	5	5	5	31.1	31.1	31.1	25.867	238	238	0.0	19.803	44406000	7	330	2163;4023;8714;11938;12115	True;True;True;True;True	2359;4355;9512;12998;13187	3158;3159;5689;12470;17018;17274;17275	4005;4006;7258;15940;21847;22189;22190	4006;7258;15940;21847;22189		
P0A8A4	P0A8A4	3	3	3	Phosphoenolpyruvate synthase regulatory protein	ppsR	sp|P0A8A4|PSRP_ECOLI Phosphoenolpyruvate synthase regulatory protein OS=Escherichia coli (strain K12) OX=83333 GN=ppsR PE=1 SV=1	1	3	3	3	13.0	13.0	13.0	31.211	277	277	0.0	9.6115	5696400	3	331	4949;6455;6588	True;True;True	5359;6975;7113	7014;9149;9308	8975;11654;11853	8975;11654;11853		
P0A8A8	P0A8A8	2	2	2	Ribosome maturation factor RimP	rimP	sp|P0A8A8|RIMP_ECOLI Ribosome maturation factor RimP OS=Escherichia coli (strain K12) OX=83333 GN=rimP PE=1 SV=2	1	2	2	2	12.0	12.0	12.0	16.651	150	150	0.00067385	1.6883	11400000	1	332	923;1605	True;True	1021;1762	1427;2406	1822;3063	1822;3063		
P0A8B2	P0A8B2	1	1	1	UPF0115 protein YfcN	yfcN	sp|P0A8B2|YFCN_ECOLI UPF0115 protein YfcN OS=Escherichia coli (strain K12) OX=83333 GN=yfcN PE=3 SV=1	1	1	1	1	14.8	14.8	14.8	21.013	183	183	0.0	4.5056	3180900	1	333	6857	True	7394	9658	12315	12315		
P0A8C1	P0A8C1	2	2	2	UPF0145 protein YbjQ	ybjQ	sp|P0A8C1|YBJQ_ECOLI UPF0145 protein YbjQ OS=Escherichia coli (strain K12) OX=83333 GN=ybjQ PE=1 SV=1	1	2	2	2	13.1	13.1	13.1	11.437	107	107	0.0	4.7451	19065000	1	334	1062;2550	True;True	1172;2774	1617;3678	2053;4692	2053;4692		
P0A8D0	P0A8D0	4	4	4	Transcriptional repressor NrdR	nrdR	sp|P0A8D0|NRDR_ECOLI Transcriptional repressor NrdR OS=Escherichia coli (strain K12) OX=83333 GN=nrdR PE=1 SV=1	1	4	4	4	36.2	36.2	36.2	17.229	149	149	0.0	14.204	19173000	4	335	3627;7763;9285;9501	True;True;True;True	3923;8407;10124;10359	5120;11015;13235;13547;13548	6528;14062;16861;17244;17245	6528;14062;16861;17244		
P0A8D6	P0A8D6	6	6	6	O-acetyl-ADP-ribose deacetylase	ymdB	sp|P0A8D6|YMDB_ECOLI O-acetyl-ADP-ribose deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=ymdB PE=1 SV=1	1	6	6	6	40.7	40.7	40.7	18.88	177	177	0.0	11.585	13313000	5	336	0;53;1310;5284;8966;10763	True;True;True;True;True;True	0;58;1446;5722;9777;11721	0;93;2000;7502;12794;15327	0;117;2558;9608;16324;19649	0;117;2558;9608;16324;19649		
P0A8E1	P0A8E1	6	6	6	UPF0227 protein YcfP	ycfP	sp|P0A8E1|YCFP_ECOLI UPF0227 protein YcfP OS=Escherichia coli (strain K12) OX=83333 GN=ycfP PE=1 SV=1	1	6	6	6	46.1	46.1	46.1	21.226	180	180	0.0	22.493	70873000	11	337	5089;5216;6867;7769;9062;10660	True;True;True;True;True;True	5507;5645;7405;8416;9880;9881;11608	7212;7213;7406;9675;11027;11028;12918;12919;15152;15153	9228;9229;9487;12335;14077;14078;16478;16479;19348;19349;19350	9228;9487;12335;14078;16479;19348	462	98
P0A8E7	P0A8E7	11	11	11	UPF0234 protein YajQ	yajQ	sp|P0A8E7|YAJQ_ECOLI UPF0234 protein YajQ OS=Escherichia coli (strain K12) OX=83333 GN=yajQ PE=1 SV=2	1	11	11	11	66.3	66.3	66.3	18.344	163	163	0.0	141.93	436530000	24	338	1568;4011;4120;6903;8395;8540;9191;9874;10782;11426;11604	True;True;True;True;True;True;True;True;True;True;True	1724;4343;4460;7441;9167;9324;10020;10762;10763;11741;12434;12638	2358;5675;5827;5828;9723;12051;12248;13104;13105;14070;14071;14072;14073;15347;16300;16580	2998;7244;7419;7420;12394;15428;15429;15680;15681;16709;16710;16711;17909;17910;17911;17912;17913;19673;19674;19675;19676;20928;21280;21281	2998;7244;7419;12394;15428;15680;16711;17912;19673;20928;21280	463;464	144;146
