Peptide IDs,Mol. weight [kDa],Evidence IDs,Protein names,Gene names,Sequence coverage [%],Q-value,Reporter intensity 3,Reporter intensity 6,Reporter intensity 8,Score,Sequence length,Reporter intensity 4,Best MS/MS,Razor + unique peptides,Reporter intensity 5,Reporter intensity 9,Reporter intensity 1,Protein IDs,Intensity,Reporter intensity 0,Reporter intensity 7,Reporter intensity 2
545;546;1052;1053;1531;2054;3017;5064;5067;5743;6697;7287;7719;7924;8480;10718;10719;10806;10807;10970;10971;11352;11397;11787;12018;12587;12592;12614;12794;13321;14732;15051;16143,75.122,2540;2541;2542;2543;2544;2545;2546;2547;2548;5175;5176;5177;5178;5179;5180;5181;5182;7132;7133;7134;8572;8573;13841;13842;13843;13844;13845;13846;13847;13848;13849;13850;13851;13852;23427;23428;23429;23430;23431;23436;23437;23438;23439;23440;23441;23442;23443;23444;23445;26664;31810;31811;31812;31813;31814;31815;31816;31817;34593;34594;34595;34596;34597;34598;34599;35969;35970;35971;35972;35973;35974;35975;35976;36839;36840;36841;36842;36843;36844;36845;36846;36847;36848;36849;36850;36851;36852;38651;38652;48450;48451;48452;48453;48454;48455;48456;48457;49023;49024;49025;49026;49027;49028;49029;49030;49031;49032;49723;49724;49725;49726;49727;49728;49729;49730;49731;49732;49733;49734;49735;49736;49737;49738;49739;49740;51207;51374;53446;53447;53448;54282;54283;56440;56441;56442;56457;56458;56459;56460;56461;56462;56463;56464;56465;56466;56507;56508;56509;56510;56511;56512;56513;56514;56515;56516;56517;57560;57561;57562;57563;60308;60309;60310;60311;60312;60313;60314;60315;60316;60317;60318;60319;60320;60321;60322;60323;60324;60325;60326;60327;60328;60329;60330;60331;60332;60333;60334;60335;60336;60337;60338;60339;60340;60341;60342;60343;60344;60345;60346;60347;60348;60349;60350;60351;60352;60353;60354;60355;60356;60357;60358;60359;60360;60361;60362;60363;60364;60365;60366;60367;60368;60369;60370;60371;60372;60373;60374;60375;60376;60377;60378;60379;60380;60381;60382;60383;60384;60385;60386;60387;60388;60389;60390;60391;60392;60393;67129;67130;67131;69103;69104;69105;73416;73417;73418;73419;73420;73421,L-lactate dehydrogenase B chain (LDH-B) (EC 1.1.1.27) (LDH heart subunit) (LDH-H) (Renal carcinoma antigen NY-REN-46),LDHB,50.9,0.0,207180.0,260170.0,221700.0,323.31,334,237550.0,3611,33,209120.0,252300.0,223210.0,P07225,107320000000,226550.0,250880.0,257100.0
285;670;2331;2332;2347;3184;3185;3418;4026;4607;4704;6911;7312;7505;7542;7543;7549;7864;8136;9260;9274;10305;10669;10670;10962;10963;11619;11786;13222;13580;13668;14041;14080;14641;14918;15262;16714,57.116,1092;2912;2913;2914;9507;9508;9509;9510;9511;9572;9573;9574;14663;14664;14665;14666;14667;15449;18503;18504;21580;21938;21939;32457;32458;32459;32460;34733;35288;35385;35386;35387;35388;35389;35390;35403;36550;36551;36552;37710;41782;41783;41784;41785;41786;41787;41788;41789;41790;41791;41820;45791;45792;45793;45794;45795;48322;48323;48324;48325;48326;48327;49707;49708;49709;49710;52247;52248;52249;52250;53443;53444;53445;60003;60004;61636;61901;61902;63326;63327;63328;63329;63465;63466;63467;66769;66770;66771;68595;68596;68597;68598;68599;68600;69745;69746;76428;76429;76430;76431,Vitamin K-dependent protein S,PROS1 PROS,64.8,0.0,131250.0,159370.0,137600.0,291.8,676,149800.0,1484,37,123240.0,154020.0,135030.0,P07237,18924000000,139920.0,152580.0,160030.0
185;1346;4832;6748;7918;16323;16381,32.55,782;783;784;6517;6518;22294;22295;31928;36824;74317;74583,Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Cellular thyroid hormone-binding protein) (Prolyl 4-hydroxylase subunit beta) (p55),P4HB ERBA2L PDI PDIA1 PO4DB,25.8,0.0,9081.2,11844.0,10217.0,83.091,508,11400.0,1098,7,8763.7,11172.0,10078.0,P07307-3,622740000,10077.0,11329.0,12164.0
112;7428;7639;8387,39.858,597;35081;35817;38367,Asialoglycoprotein receptor 2 (ASGP-R 2) (ASGPR 2) (C-type lectin domain family 4 member H2) (Hepatic lectin H2) (HL-2),ASGR2 CLEC4H2,9.6,0.0,4815.1,5945.0,5682.0,6.1119,311,5310.6,863,4,5032.6,5438.4,5295.9,P07327,61195000,5215.9,5921.9,5673.3
589;1412;2745;3555;4614;7839;9331;9877;10046;10047;11912;12094;14322;15177;15822;16934;17100;17101,44.552,2644;2645;2646;2647;2648;2649;2650;2651;6810;6811;6812;6813;12338;12339;12340;12341;12342;12343;12344;16307;16308;16309;16310;16311;16312;21593;21594;21595;21596;21597;21598;21599;21600;21601;21602;36479;36480;36481;36482;36483;36484;36485;36486;36487;36488;36489;36490;36491;36492;41992;41993;41994;41995;41996;43908;43909;43910;43911;44715;44716;44717;44718;44719;44720;44721;44722;44723;53894;53895;53896;54634;54635;54636;64522;64523;64524;64525;64526;64527;64528;64529;64530;64531;64532;64533;69528;69529;71915;71916;71917;71918;71919;71920;77232;77233;77234;77235;77236;77940;77941;77942;77943;77944,Alcohol dehydrogenase 1A (EC 1.1.1.1) (Alcohol dehydrogenase subunit alpha),ADH1A ADH1,53.2,0.0,98316.0,127820.0,111920.0,323.31,375,118100.0,3737,18,106230.0,123300.0,112040.0,P07339,18128000000,113060.0,120200.0,126110.0
1475;1476;1534;1789;2160;2985;4350;4489;5522;5875;7359;7686;8403;9317;9318;9631;11451;11489;12359;12657;12858;13133;13530;15041;15368;16452;16453;17069,67.046,7008;7009;7010;7011;7012;7013;7138;7139;7140;7141;7729;8818;8819;8820;8821;8822;8823;8824;8825;8826;8827;8828;8829;8830;8831;8832;13739;13740;13741;13742;13743;13744;13745;13746;13747;13748;20110;20111;20953;20954;25762;25763;25764;27157;27158;34915;34916;34917;34918;34919;34920;35902;35903;35904;38412;38413;38414;41964;41965;41966;41967;43120;51653;51654;51732;51733;55573;55574;55575;56643;56644;56645;56646;56647;57950;57951;57952;59635;61292;61293;61294;61295;69059;69060;70138;70139;70140;70141;70142;70143;70144;70145;70146;75147;75148;77852;77853;77854,Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain],CTSD CPSD,58.7,0.0,69148.0,90422.0,77207.0,323.31,412,82256.0,9635,28,70100.0,87817.0,77335.0,P07358,14237000000,76848.0,84037.0,85639.0
872;873;874;5992;9993;9994;9999;14136;14255;14861;14862;16306,71.539,4547;4548;4549;4550;4551;4552;4553;4554;4555;4556;4557;4558;4559;4560;28323;28324;28325;28326;28327;28328;28329;28330;44482;44483;44484;44485;44486;44495;44496;44497;44498;44499;63641;63642;63643;64231;64232;64233;64234;64235;64236;64237;64238;64239;64240;64241;68426;68427;68428;68429;68430;68431;68432;74257;74258;74259;74260;74261,Complement component C8 beta chain (Complement component 8 subunit beta),C8B,16.3,0.0,66966.0,81021.0,69392.0,305.27,591,77168.0,6282,12,63974.0,77173.0,70385.0,P07359,17583000000,70963.0,78312.0,80956.0
4922;8290;13156,22.277,22674;22675;37979;59716,Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b) [Cleaved into: Glycocalicin],GP1BA,16.3,0.0,2712.3,2695.8,2511.9,4.3845,652,2777.5,31438,3,2002.5,2969.6,2585.0,P07360,20386000,2741.0,2667.6,2728.7
2661;8089;8352;8851;9079;10069;11287;11290;12426;12735;13812;14194;16308;16752;16903,81.889,11827;11828;37600;38253;38254;39925;40954;40955;44782;44783;50987;51041;51042;55824;55825;57208;62599;63940;63941;74266;76559;77033,Complement component C8 gamma chain,C8G,30.4,0.0,14705.0,17640.0,16564.0,150.43,202,17643.0,15870,15,16140.0,18602.0,15660.0,P07384,451780000,16664.0,17540.0,17344.0
2260;4075;4624;7365;13132;16417,29.557,9272;9273;9274;9275;18726;21664;21665;34930;34931;34932;59633;59634;74915,Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP),CAPN1 CANPL1 PIG30,35.0,0.0,10241.0,12982.0,12142.0,50.426,714,12389.0,12436,6,10241.0,13018.0,11473.0,P07451,1339800000,11321.0,12779.0,13506.0
6852;6877,68.478,32238;32347,Carbonic anhydrase 3 (EC 4.2.1.1) (Carbonate dehydratase III) (Carbonic anhydrase III) (CA-III),CA3,5.8,0.0,1921.7,2369.3,1860.4,97.142,260,2119.0,44172,2,1989.8,2624.6,2254.6,P07476,27882000,2183.9,2466.0,2420.3
2873;7905;9033;14192;16164,26.487,12861;36744;36745;36746;36747;36748;40748;40749;63932;73552;73553,Involucrin,IVL,34.0,0.0,9310.0,12346.0,10524.0,19.823,585,11523.0,17229,4,9732.6,11810.0,10565.0,P07478,720470000,10753.0,11971.0,11706.0
10883;14911;15642;15796;16074,39.746,49390;49391;68565;71259;71855;71856;71857;72975,Trypsin-2 (EC 3.4.21.4) (Anionic trypsinogen) (Serine protease 2) (Trypsin II),PRSS2 TRY2 TRYP2,13.6,0.0,11119.0,13644.0,10899.0,6.5165,247,12994.0,66645,5,10973.0,12620.0,11562.0,P07585,361340000,12279.0,12813.0,14056.0
1932;2595;2659;2867;3756;4090;4983;5840;6348;8296;8632;8633;8896;10502;11341;11812;14186;15039;15396;15477;15850;16270;17081,63.111,8105;11161;11822;12831;12832;17144;17145;17146;17147;18969;23026;26958;26959;26960;26961;26962;26963;29875;29876;29877;29878;29879;37997;37998;37999;39064;39065;39066;39067;39068;40100;47393;51181;51182;51183;53507;53508;63751;69054;69055;70215;70216;70217;70218;70453;72035;74116;74117;74118;77883;77884,Decorin (Bone proteoglycan II) (PG-S2) (PG40),DCN SLRR1B,48.0,0.0,41583.0,52143.0,44482.0,323.31,359,48605.0,10976,23,40942.0,49850.0,45211.0,P07686,3113200000,47258.0,51358.0,51356.0
6665;10372;10751;11139;15125,37.564,31669;31670;46753;46754;46755;46756;48592;50482;50483;69272;69273;69274;69275,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A],HEXB HCC7,17.1,0.0,8644.9,11017.0,8925.2,37.459,556,10086.0,43448,5,9287.9,10654.0,9518.8,P07711,613140000,9231.4,10345.0,10674.0
1852;1938;1939;2910;2917;3644;3645;8111;13394;13478;13996;14291,15.054,7911;7912;8114;8115;8116;8117;8118;8119;8120;8121;8122;8123;8124;8125;12993;12994;12995;12996;12997;12998;12999;13000;13001;13002;13003;13004;13005;13006;13007;13008;13009;13010;13020;13021;13022;13023;13024;13025;13026;13027;16680;16681;16682;16683;16684;37646;37647;37648;37649;60608;60609;60610;60611;60612;60967;60968;60969;60970;60971;60972;60973;63184;64400;64401;64402;64403;64404;64405;64406;64407;64408,Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain],CTSL CTSL1,74.3,0.0,81325.0,101840.0,90114.0,278.67,333,94969.0,10734,12,75249.0,98517.0,87324.0,P07737,20910000000,87706.0,95874.0,102760.0
1266;4123;4599;6761;7073;9464;9586;13643,30.005,6178;6179;19076;19077;19078;19079;21553;21554;31954;31955;33206;33207;42594;43026;61811;61812,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,38.6,0.0,9813.2,11454.0,10751.0,58.303,140,10989.0,8554,8,16181.0,12558.0,11248.0,P07738,687620000,11528.0,11957.0,10490.0
2409;2797;3752;4145;6231;7077;7155;7156;8694;10738;13833;13834;15542;15543,37.821,10272;10273;10274;10275;10276;12521;12522;12523;12524;17135;19160;19161;19162;19163;29462;29463;33213;34008;34009;34010;34011;34012;39265;48549;48550;48551;48552;62645;62646;62647;70750;70751;70752,"Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)",BPGM,41.9,0.0,47092.0,60859.0,50948.0,213.15,259,53844.0,13855,14,42394.0,55552.0,52815.0,P07858,3053700000,52432.0,55290.0,57676.0
201;1670;3607;3869;3870;3881;6573;6773;6829;6851;6996;8243;8330;9065;10997;12165;12166;14292;15102;15306;16673,84.659,825;826;827;7483;16482;17874;17875;17898;17899;30873;30874;31979;32188;32189;32237;32736;37904;37905;38105;40934;49852;54930;54931;64409;69226;69854;76285,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,32.1,0.0,24935.0,28021.0,25049.0,160.5,339,27795.0,1148,21,22363.0,27533.0,25220.0,P07900,1417000000,25760.0,27488.0,29077.0
1829;1830;2712;2932;4536;5459;7642;8813;10271;12897;13475;13709;14188;15119;15469;16565,75.662,7836;7837;7838;7839;12238;13089;13090;13091;13092;13093;21389;21390;21391;25540;35822;35823;35824;35825;39838;39839;39840;39841;45614;45615;58067;58068;60962;60963;60964;62093;62094;62095;62096;62097;62098;62099;63762;69257;69258;69259;70425;75757,Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Heat shock protein family C member 1) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38),HSP90AA1 HSP90A HSPC1 HSPCA,28.3,0.0,35492.0,42797.0,38866.0,299.56,732,39550.0,10643,16,38113.0,42063.0,38228.0,X6RBG4,4092400000,40172.0,44471.0,41624.0
10259;15080;15116,119.85,45567;69175;69253,Uromodulin,UMOD,3.9,0.0,2098.3,2722.0,2154.7,13.524,689,2034.2,61569,3,2452.8,2927.3,2074.7,P07949-2,15756000,2014.7,2601.9,2497.2
398;976;1130;1781;1992;3700;3847;5773;7064;7463;7892;9222;9469;10118;10509;10561;11077;12056;12562;12979;13486;14576;16705,70.051,1455;1456;4845;4846;5646;7714;8270;8271;16854;17817;26762;26763;33177;33178;35175;35176;36705;41654;42603;44936;47423;47959;47960;50223;50224;54407;56338;58433;61010;66479;66480;66481;66482;76374,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],RET CDHF12 CDHR16 PTC,51.8,0.0,23019.0,25941.0,24158.0,127.23,1114,25505.0,1964,19,20828.0,26612.0,22915.0,P08107,806090000,23686.0,26077.0,25423.0
1003;3121;5186;5187;6576;8099;11105;12552;13140;15156;16133,129.31,4896;14478;14479;24489;24490;24491;24492;24493;30878;30879;37621;50374;56265;59671;59672;59673;69401;69402;69403;69404;69405;73343;73344,Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1) (Heat shock protein family A member 1A),HSPA1A HSP72 HSPA1 HSX70,8.9,0.0,30058.0,52828.0,34609.0,112.02,641,36582.0,6738,11,73533.0,36736.0,34590.0,P08123,7879700000,31746.0,37332.0,37465.0
750;1676;1983;2561;3234;5572;5998;10064;12712;12716;13495;16261,72.423,3224;7501;8236;8237;10991;14806;14807;25901;28338;44763;56937;56944;61039;74094,Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2) (Heat shock protein family A member 1B),HSPA1B HSP72,18.9,0.0,17671.0,22196.0,19434.0,15.129,641,20772.0,4496,12,18454.0,23357.0,20517.0,P08133-2,206160000,20529.0,20999.0,23101.0
988;1289;3456;4974;5933;5953;6490;6491;6873;6874;7083;7913;8366;10436;10780;11747;12670;12743;15900;16354,45.14,4866;4867;4868;4869;4870;4871;4872;6307;6308;6309;6310;6311;6312;15540;15541;15542;15543;15544;15545;15546;15547;15548;15549;15550;15551;15552;15553;15554;15555;15556;15557;15558;15559;15560;15561;15562;15563;15564;15565;15566;15567;15568;15569;15570;15571;15572;15573;15574;15575;15576;15577;15578;15579;15580;15581;15582;15583;15584;15585;15586;15587;15588;15589;15590;15591;15592;15593;15594;15595;15596;15597;15598;15599;15600;15601;15602;15603;15604;15605;15606;15607;15608;15609;15610;15611;15612;15613;15614;15615;15616;15617;15618;15619;15620;15621;15622;15623;15624;15625;15626;15627;15628;15629;15630;15631;15632;15633;15634;15635;15636;15637;15638;15639;15640;15641;15642;15643;15644;15645;15646;15647;15648;15649;15650;15651;15652;15653;15654;15655;15656;15657;15658;15659;15660;15661;15662;15663;15664;15665;15666;15667;15668;15669;15670;15671;15672;15673;15674;15675;15676;15677;15678;15679;15680;15681;15682;15683;15684;15685;15686;15687;15688;15689;15690;15691;15692;15693;15694;15695;15696;15697;15698;15699;15700;15701;15702;15703;15704;15705;15706;15707;15708;15709;15710;15711;15712;15713;15714;15715;15716;15717;15718;15719;15720;15721;15722;15723;15724;15725;15726;15727;15728;15729;15730;15731;15732;15733;15734;15735;15736;15737;15738;15739;15740;15741;15742;15743;15744;15745;15746;15747;15748;15749;15750;15751;15752;15753;15754;15755;15756;15757;15758;15759;15760;15761;15762;15763;15764;15765;15766;22982;27357;27392;27393;27394;27395;27396;27397;27398;27399;27400;27401;27402;27403;27404;27405;27406;27407;27408;27409;27410;27411;27412;27413;27414;27415;27416;27417;27418;27419;27420;27421;27422;27423;27424;27425;27426;27427;27428;27429;27430;27431;27432;27433;27434;27435;27436;27437;27438;27439;27440;27441;27442;27443;27444;27445;27446;27447;27448;27449;27450;27451;27452;27453;27454;27455;27456;27457;27458;27459;27460;27461;27462;27463;27464;27465;27466;27467;27468;27469;27470;27471;27472;27473;27474;27475;27476;27477;27478;27479;27480;27481;27482;27483;27484;27485;27486;27487;27488;27489;27490;27491;27492;27493;27494;27495;27496;27497;27498;27499;27500;27501;27502;27503;27504;27505;27506;27507;27508;27509;27510;27511;27512;27513;27514;27515;27516;27517;27518;27519;27520;27521;27522;27523;27524;27525;27526;27527;27528;27529;27530;27531;27532;27533;27534;27535;27536;27537;27538;27539;27540;27541;27542;27543;27544;27545;27546;27547;27548;27549;27550;27551;27552;27553;27554;27555;27556;27557;27558;27559;27560;27561;27562;27563;27564;27565;27566;27567;27568;27569;27570;27571;27572;27573;27574;27575;27576;27577;27578;27579;27580;27581;27582;27583;27584;27585;27586;27587;27588;27589;27590;27591;27592;27593;27594;27595;27596;27597;27598;27599;27600;27601;27602;27603;27604;27605;27606;27607;27608;27609;27610;27611;27612;27613;27614;27615;27616;27617;27618;27619;27620;27621;27622;27623;27624;27625;27626;27627;27628;27629;27630;27631;27632;27633;27634;27635;27636;27637;27638;27639;27640;27641;27642;27643;27644;27645;27646;27647;27648;27649;27650;27651;27652;27653;27654;27655;27656;27657;27658;27659;27660;27661;27662;27663;27664;27665;27666;27667;27668;27669;27670;27671;27672;27673;27674;27675;27676;27677;27678;27679;27680;27681;27682;27683;27684;27685;27686;27687;27688;27689;27690;27691;27692;27693;27694;27695;27696;27697;27698;27699;27700;27701;27702;27703;27704;27705;27706;27707;27708;27709;27710;27711;27712;27713;27714;27715;27716;27717;27718;27719;27720;27721;27722;27723;27724;27725;27726;27727;27728;27729;27730;27731;27732;27733;27734;27735;27736;27737;27738;27739;27740;27741;27742;27743;27744;27745;27746;27747;27748;27749;27750;27751;27752;27753;27754;27755;27756;27757;27758;27759;27760;27761;27762;27763;27764;27765;27766;27767;27768;27769;27770;27771;27772;27773;27774;27775;27776;27777;27778;27779;27780;27781;27782;27783;27784;27785;27786;27787;27788;27789;27790;27791;27792;27793;27794;27795;27796;27797;27798;27799;27800;27801;27802;27803;27804;27805;27806;27807;27808;27809;27810;27811;27812;27813;27814;27815;27816;27817;27818;27819;27820;27821;27822;27823;27824;27825;27826;27827;27828;27829;27830;27831;27832;27833;27834;27835;27836;27837;27838;27839;27840;27841;27842;27843;27844;27845;27846;27847;27848;27849;27850;27851;27852;27853;27854;27855;27856;27857;27858;27859;27860;27861;27862;27863;27864;27865;27866;27867;27868;27869;27870;27871;27872;27873;27874;27875;27876;27877;27878;27879;27880;27881;27882;27883;27884;27885;27886;27887;27888;27889;27890;27891;27892;27893;27894;27895;27896;27897;27898;27899;27900;27901;30551;30552;30553;30554;30555;30556;30557;30558;30559;30560;30561;30562;30563;30564;30565;30566;30567;30568;30569;30570;30571;30572;30573;30574;30575;30576;30577;30578;30579;30580;30581;30582;30583;30584;30585;30586;30587;30588;30589;30590;30591;30592;30593;30594;30595;30596;30597;30598;30599;30600;30601;30602;30603;30604;30605;30606;30607;30608;30609;30610;30611;30612;30613;30614;30615;30616;30617;30618;30619;30620;30621;30622;30623;32308;32309;32310;32311;32312;32313;32314;32315;32316;32317;32318;32319;32320;32321;32322;32323;32324;32325;32326;32327;32328;32329;32330;32331;32332;32333;32334;32335;32336;32337;32338;32339;32340;32341;32342;32343;33222;33223;33224;33225;33226;33227;33228;33229;33230;33231;33232;33233;33234;33235;33236;33237;33238;33239;33240;33241;33242;33243;33244;33245;33246;33247;33248;33249;33250;33251;33252;33253;33254;33255;33256;33257;33258;33259;33260;33261;33262;33263;33264;33265;33266;33267;33268;33269;33270;33271;33272;33273;33274;33275;33276;33277;33278;33279;33280;33281;33282;33283;33284;33285;33286;33287;33288;33289;33290;33291;33292;33293;33294;33295;33296;33297;33298;33299;33300;33301;33302;33303;33304;33305;33306;33307;33308;33309;33310;33311;33312;33313;33314;33315;33316;33317;33318;33319;33320;33321;33322;33323;33324;33325;33326;33327;33328;33329;33330;33331;33332;33333;33334;33335;33336;33337;33338;33339;33340;33341;33342;33343;33344;33345;33346;33347;33348;36804;36805;36806;36807;36808;36809;36810;36811;36812;36813;36814;36815;36816;36817;38313;38314;38315;38316;38317;38318;38319;46999;47000;47001;47002;47003;47004;47005;47006;47007;47008;47009;47010;47011;47012;47013;47014;47015;48680;48681;48682;48683;48684;48685;48686;48687;53218;53219;53220;53221;53222;53223;53224;53225;53226;53227;53228;53229;53230;53231;53232;53233;53234;53235;53236;53237;53238;56677;56678;56679;56680;56681;56682;56683;56684;56685;56686;56687;56688;56689;56690;56691;56692;56693;56694;56695;56696;56697;56698;56699;56700;56701;56702;56703;56704;56705;56706;56707;56708;56709;56710;56711;56712;56713;56714;56715;56716;56717;56718;56719;56720;56721;56722;56723;56724;56725;56726;56727;56728;56729;56730;56731;56732;56733;56734;56735;56736;56737;56738;56739;56740;56741;56742;56743;56744;56745;56746;56747;56748;56749;56750;56751;56752;56753;56754;56755;56756;56757;56758;56759;56760;56761;56762;56763;56764;56765;56766;56767;56768;56769;56770;56771;56772;56773;56774;56775;56776;56777;56778;56779;56780;56781;56782;56783;57221;57222;57223;57224;57225;57226;57227;57228;57229;57230;57231;57232;57233;57234;57235;57236;57237;57238;57239;57240;57241;57242;57243;57244;57245;57246;57247;57248;57249;57250;57251;57252;57253;57254;57255;57256;57257;57258;57259;57260;57261;57262;57263;57264;57265;57266;57267;57268;57269;57270;57271;57272;57273;57274;57275;57276;57277;57278;57279;57280;57281;57282;57283;57284;57285;57286;57287;57288;57289;57290;57291;57292;57293;72334;72335;72336;72337;74398;74399;74400;74401;74402;74403;74404;74405;74406;74407;74408;74409;74410;74411;74412;74413;74414;74415;74416;74417;74418;74419;74420;74421;74422;74423;74424;74425;74426;74427;74428;74429;74430;74431;74432;74433;74434;74435;74436;74437;74438;74439;74440;74441;74442;74443;74444;74445;74446;74447;74448;74449;74450;74451;74452;74453;74454;74455;74456;74457;74458;74459;74460;74461;74462;74463;74464;74465;74466;74467;74468;74469;74470;74471;74472;74473;74474;74475;74476;74477;74478;74479;74480;74481;74482;74483;74484;74485;74486;74487;74488;74489;74490;74491;74492;74493;74494;74495;74496;74497;74498;74499;74500;74501;74502;74503;74504;74505;74506;74507;74508;74509;74510;74511;74512;74513;74514;74515;74516;74517;74518;74519,Collagen alpha-2(I) chain (Alpha-2 type I collagen),COL1A2,68.4,0.0,979310.0,1189300.0,1072500.0,323.31,1366,1131200.0,6703,20,929300.0,1218400.0,1022300.0,P08185,485590000000,1060000.0,1156900.0,1151900.0
