Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P32322	P32322	2	2	2	Pyrroline-5-carboxylate reductase 1, mitochondrial	PYCR1	sp|P32322|P5CR1_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2	1	2	2	2	10.7	10.7	10.7	33.36	319	319	0	14.348	12693000	2				798	2692;5181	True;True	2732;5249	3173;6130	3681;7193	3681;7193	751;752;753	31;37;271
P32456;P32455	P32456;P32455	1;1	1;1	1;1	Interferon-induced guanylate-binding protein 2;Interferon-induced guanylate-binding protein 1	GBP2;GBP1	sp|P32456|GBP2_HUMAN Guanylate-binding protein 2 OS=Homo sapiens OX=9606 GN=GBP2 PE=1 SV=3;sp|P32455|GBP1_HUMAN Guanylate-binding protein 1 OS=Homo sapiens OX=9606 GN=GBP1 PE=1 SV=2	2	1	1	1	2.7	2.7	2.7	67.208	591	591;592	0.00095602	9.7841	2768300	1				799	10778	True	10921	12750	14872	14872		
P32780	P32780	1	1	1	General transcription factor IIH subunit 1	GTF2H1	sp|P32780|TF2H1_HUMAN General transcription factor IIH subunit 1 OS=Homo sapiens OX=9606 GN=GTF2H1 PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	62.031	548	548	0.0059413	5.9305	0	1				800	11376	True	11525	13450	15670	15670		
P32969	P32969	7	7	7	60S ribosomal protein L9	RPL9	sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens OX=9606 GN=RPL9P9 PE=1 SV=1	1	7	7	7	49	49	49	21.863	192	192	0	108.11	540270000	11				801	1280;1337;3346;5595;8474;9356;9635	True;True;True;True;True;True;True	1298;1356;3393;5672;8579;9479;9762	1505;1569;1570;3926;6639;9977;11011;11012;11422	1739;1810;1811;1812;4559;7782;11594;12789;12790;12791;13317	1739;1812;4559;7782;11594;12791;13317		
P33176;O60282;Q12840	P33176	15;3;3	15;3;3	15;3;3	Kinesin-1 heavy chain	KIF5B	sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1	3	15	15	15	21.4	21.4	21.4	109.68	963	963;957;1032	0	129.37	143050000	15				802	178;670;1521;1561;3044;3563;3912;5357;6109;6190;7130;7874;8837;9023;9025	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	180;676;1546;1587;3088;3612;3966;5431;6189;6271;7215;7976;8952;9140;9142	209;780;1784;1833;3565;4184;4586;6345;7250;7342;8409;9285;10407;10629;10630;10632	251;907;2055;2111;2112;4120;4863;5339;7434;8484;8587;9799;10814;12078;12340;12341;12343	251;907;2055;2112;4120;4863;5339;7434;8484;8587;9799;10814;12078;12341;12343	754;755	105;180
P33240;Q9H0L4	P33240;Q9H0L4	2;1	2;1	2;1	Cleavage stimulation factor subunit 2;Cleavage stimulation factor subunit 2 tau variant	CSTF2;CSTF2T	sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;sp|Q9H0L4|CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1	2	2	2	2	4.7	4.7	4.7	60.959	577	577;616	0	13.67	6859200	2				803	1455;3937	True;True	1480;3992	1713;4614	1978;5371	1978;5371		
P33316	P33316	4	4	4	Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial	DUT	sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4	1	4	4	4	23	23	23	26.563	252	252	0	80.646	170320000	10				804	4194;4584;4988;9466	True;True;True;True	4251;4645;5054;9590	4924;5374;5375;5898;5899;11142;11143	5736;6267;6268;6269;6270;6271;6904;6905;12950;12951	5736;6271;6904;12950		
P33527	P33527	2	2	2	Multidrug resistance-associated protein 1	ABCC1	sp|P33527|MRP1_HUMAN Multidrug resistance-associated protein 1 OS=Homo sapiens OX=9606 GN=ABCC1 PE=1 SV=3	1	2	2	2	1.8	1.8	1.8	171.59	1531	1531	0	12.217	7344300	2				805	9166;11441	True;True	9287;11593	10794;13527	12532;15757	12532;15757		
P33991	P33991	7	7	7	DNA replication licensing factor MCM4	MCM4	sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5	1	7	7	7	13.2	13.2	13.2	96.557	863	863	0	53.622	62073000	8				806	241;4010;4139;6817;7673;9186;11388	True;True;True;True;True;True;True	245;4066;4196;6902;7773;9307;11537	283;4713;4864;8060;8061;9048;10820;10821;13462	339;5492;5667;9420;9421;10526;12559;12560;15684	339;5492;5667;9421;10526;12559;15684	756;757	288;717
P33992	P33992	4	4	4	DNA replication licensing factor MCM5	MCM5	sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5	1	4	4	4	7.4	7.4	7.4	82.285	734	734	0	24.912	38442000	5				807	5261;5731;8747;10517	True;True;True;True	5331;5810;8858;10656	6228;6805;10292;10293;12441	7302;7969;11948;11949;14522	7302;7969;11949;14522		
P33993	P33993	13	13	13	DNA replication licensing factor MCM7	MCM7	sp|P33993|MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4	1	13	13	13	29.1	29.1	29.1	81.307	719	719	0	92.357	215460000	15				808	568;1995;2870;3183;3376;3894;4793;6030;7392;8444;8897;8948;9860	True;True;True;True;True;True;True;True;True;True;True;True;True	573;2028;2911;3227;3423;3947;4855;6110;7490;8549;9012;9064;9991	656;2345;2346;3367;3727;3957;4567;5670;7154;8721;9942;10475;10539;10540;11688	763;2707;2708;3897;4314;4594;5315;5316;6648;8374;10148;11556;12158;12243;12244;13624	763;2707;3897;4314;4594;5316;6648;8374;10148;11556;12158;12243;13624	758	621
P34896	P34896	4	3	3	Serine hydroxymethyltransferase, cytosolic	SHMT1	sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1	1	4	3	3	13.5	10.6	10.6	53.082	483	483	0	22.815	14949000	4				809	5347;5504;10670;11542	False;True;True;True	5420;5580;10809;11694	6334;6522;12616;13654	7423;7639;14724;15904;15905	7423;7639;14724;15904	759	170
P34897	P34897	8	8	7	Serine hydroxymethyltransferase, mitochondrial	SHMT2	sp|P34897|GLYM_HUMAN Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3	1	8	8	7	22.6	22.6	19.8	55.992	504	504	0	59.62	236660000	10				810	322;4494;5347;6255;9586;10501;10909;11541	True;True;True;True;True;True;True;True	326;4555;5420;6336;9711;10640;11054;11693	376;5273;5274;6334;7424;11284;12425;12921;13652;13653	442;6140;6141;7423;8687;13138;14503;15063;15064;15902;15903	442;6141;7423;8687;13138;14503;15063;15902	759;760;761	56;193;498
P34932	P34932	18	18	16	Heat shock 70 kDa protein 4	HSPA4	sp|P34932|HSP74_HUMAN Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4	1	18	18	16	30.5	30.5	26.9	94.33	840	840	0	166	487100000	21				811	325;2400;2698;2724;2798;3172;3349;3704;5567;5586;5590;5694;5942;6513;9070;9913;10485;11081	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	329;2438;2738;2764;2839;3216;3396;3754;5644;5663;5667;5773;6022;6594;9188;10044;10624;11228	379;2827;3179;3180;3207;3291;3710;3929;4351;6608;6630;6634;6760;7054;7713;10682;10683;11745;11746;12407;13120	445;3270;3688;3689;3718;3809;3810;4291;4562;5066;7743;7771;7775;7916;8263;9015;9016;12399;12400;12401;13686;13687;14484;15284	445;3270;3689;3718;3810;4291;4562;5066;7743;7771;7775;7916;8263;9016;12399;13686;14484;15284	213;762;763	171;309;593
P34949	P34949	2	2	2	Mannose-6-phosphate isomerase	MPI	sp|P34949|MPI_HUMAN Mannose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=MPI PE=1 SV=2	1	2	2	2	9	9	9	46.655	423	423	0	14.771	15635000	2				812	9176;10703	True;True	9297;10845	10807;12665	12545;14782	12545;14782	764	348
P35080	P35080	2	2	2	Profilin-2	PFN2	sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3	1	2	2	2	20.7	20.7	20.7	15.046	140	140	0	12.4	23829000	2				813	1853;1889	True;True	1884;1921	2178;2217	2515;2559	2515;2559	765	86
P35221	P35221	6	6	3	Catenin alpha-1	CTNNA1	sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1	1	6	6	3	9.9	9.9	5.4	100.07	906	906	0	41.331	84054000	6				814	1025;2335;4741;6400;9914;11025	True;True;True;True;True;True	1034;2372;4803;6481;10045;11171	1193;2753;5603;7588;11747;13057	1374;3186;6563;8877;13688;15214	1374;3186;6563;8877;13688;15214	766;767	144;387
P35222	P35222	5	5	4	Catenin beta-1	CTNNB1	sp|P35222|CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1	1	5	5	4	8.5	8.5	6.3	85.496	781	781	0	36.274	24958000	4				815	6220;6434;7225;7491;7622	True;True;True;True;True	6301;6515;7314;7591;7722	7385;7626;8520;8839;8988	8642;8918;9921;10289;10459	8642;8918;9921;10289;10459	531	566
P35232	P35232	9	9	9	Prohibitin	PHB	sp|P35232|PHB1_HUMAN Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1	1	9	9	9	52.2	52.2	52.2	29.804	272	272	0	93.308	301610000	12				816	40;115;3161;4459;4980;5126;5923;7612;10567	True;True;True;True;True;True;True;True;True	41;116;3205;4519;5046;5194;6003;7712;10706	49;50;130;131;3695;5228;5229;5890;6062;7033;8978;12494	58;59;155;156;4273;6084;6085;6086;6087;6895;7106;8239;10448;14585	59;156;4273;6087;6895;7106;8239;10448;14585		
P35237	P35237	5	5	5	Serpin B6	SERPINB6	sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3	1	5	5	5	19.9	19.9	19.9	42.621	376	376	0	35.412	71959000	6				817	2678;3627;5962;7035;8807	True;True;True;True;True	2718;3676;6042;7120;8921	3157;3158;4265;7081;8300;10370	3664;3665;4967;8293;9680;12038	3665;4967;8293;9680;12038	768;769;770;771	118;230;233;282
P35241	P35241	9	6	6	Radixin	RDX	sp|P35241|RADI_HUMAN Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1	1	9	6	6	20.9	16.5	16.5	68.563	583	583	0	65.826	93160000	11				818	692;2145;3077;3254;4368;4369;4998;6051;7812	False;True;True;True;True;True;False;False;True	698;2178;3121;3298;4426;4427;5065;6131;7913	803;2532;3602;3816;3817;3818;5118;5119;5911;7181;9211;9212	930;931;2934;4163;4425;4426;4427;4428;4429;5959;5960;6917;8407;10723;10724	931;2934;4163;4426;5959;5960;6917;8407;10723		
P35244	P35244	2	2	2	Replication protein A 14 kDa subunit	RPA3	sp|P35244|RFA3_HUMAN Replication protein A 14 kDa subunit OS=Homo sapiens OX=9606 GN=RPA3 PE=1 SV=1	1	2	2	2	27.3	27.3	27.3	13.569	121	121	0	12.682	23545000	2				819	2258;5049	True;True	2292;5116	2654;5968	3068;6988;6989	3068;6989		
P35249	P35249	3	3	3	Replication factor C subunit 4	RFC4	sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2	1	3	3	3	11.6	11.6	11.6	39.681	363	363	0	20.605	22388000	2				820	2615;8945;10461	True;True;True	2655;9061;10600	3092;10536;12381	3592;12240;14452	3592;12240;14452		
P35250	P35250	3	3	3	Replication factor C subunit 2	RFC2	sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3	1	3	3	3	14.1	14.1	14.1	39.157	354	354	0	21.96	25627000	3				821	2442;6530;10753	True;True;True	2480;6611;10896	2872;7732;12723	3320;9037;14845	3320;9037;14845	772	229
P35268	P35268	3	3	3	60S ribosomal protein L22	RPL22	sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2	1	3	3	3	39.1	39.1	39.1	14.787	128	128	0	35.605	281620000	9				822	374;3546;5456	True;True;True	379;3594;3595;5531	435;4165;4166;4167;6462;6463	511;4839;4840;4841;4842;4843;4844;7570;7571	511;4841;7571	773	34
P35269	P35269	2	2	2	General transcription factor IIF subunit 1	GTF2F1	sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2	1	2	2	2	4.8	4.8	4.8	58.24	517	517	0	22.167	8288500	2				823	2394;9723	True;True	2432;9851	2820;11526	3263;13439	3263;13439		
P35270	P35270	3	3	3	Sepiapterin reductase	SPR	sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1	1	3	3	3	18.8	18.8	18.8	28.048	261	261	0	25.622	63689000	4				824	1698;6418;10687	True;True;True	1727;6499;10827	1996;7608;12643;12644	2299;8897;14757;14758	2299;8897;14758	774	179
P35520	P35520	3	3	3	Cystathionine beta-synthase	CBS	sp|P35520|CBS_HUMAN Cystathionine beta-synthase OS=Homo sapiens OX=9606 GN=CBS PE=1 SV=2	1	3	3	3	9.1	9.1	9.1	60.586	551	551	0	18.455	17820000	3				825	3190;9061;10762	True;True;True	3234;9178;10905	3735;10671;12733	4322;12387;14855	4322;12387;14855		
P35579;P35749	P35579	45;4	45;4	39;1	Myosin-9	MYH9	sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4	2	45	45	39	32.3	32.3	27.5	226.53	1960	1960;1972	0	323.31	2424700000	66				826	388;514;673;1275;1346;1604;2002;2355;2612;3382;4572;4711;4770;4790;4792;5046;5185;5634;5636;5714;5893;5947;6771;6775;6787;6905;7354;7535;7676;7711;8174;8314;8492;8500;8805;9046;9472;9509;9548;9850;10216;10220;10458;10460;10810	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	393;519;679;1292;1365;1631;2035;2392;2652;3429;4633;4773;4832;4852;4854;5113;5253;5711;5713;5793;5973;6027;6856;6860;6872;6990;7449;7635;7776;7811;8278;8418;8597;8605;8919;9163;9596;9634;9673;9981;10349;10353;10597;10599;10953	449;594;783;1497;1580;1581;1582;1882;2353;2774;2775;3088;3089;3964;5361;5362;5566;5644;5666;5667;5669;5965;6134;6683;6685;6784;7000;7001;7062;7063;8010;8011;8015;8027;8154;8674;8890;9051;9052;9098;9631;9793;9995;10004;10368;10655;10656;11150;11194;11237;11238;11677;11678;12088;12092;12376;12377;12379;12380;12797;12798	527;694;910;1726;1824;1825;1826;2167;2715;3209;3210;3587;3588;3589;4602;6250;6251;6506;6616;6644;6645;6647;6984;6985;7198;7199;7828;7830;7831;7832;7945;8203;8204;8273;8274;9364;9365;9366;9372;9384;9518;10092;10347;10530;10531;10532;10588;11203;11391;11392;11613;11622;12036;12370;12371;12372;12960;13016;13070;13071;13612;13613;14099;14103;14447;14448;14450;14451;14925;14926	527;694;910;1726;1825;2167;2715;3209;3588;4602;6250;6506;6616;6644;6647;6985;7199;7828;7830;7945;8203;8273;9364;9372;9384;9518;10092;10347;10532;10588;11203;11392;11613;11622;12036;12370;12960;13016;13070;13613;14099;14103;14448;14450;14926	775;776;777;778;779;780;781;782;783;784;785;786;787	86;137;146;329;337;484;589;627;871;879;941;1678;1682
P35580	P35580	19	14	14	Myosin-10	MYH10	sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3	1	19	14	14	15.1	11.2	11.2	229	1976	1976	0	169.91	135660000	18				827	388;1147;2503;2594;4571;4791;5893;6772;6775;7085;7222;7594;7988;8315;8937;9850;9938;10131;10220	False;True;True;True;True;True;False;True;False;True;True;True;True;True;True;False;True;True;False	393;1159;2542;2634;4632;4853;5973;6857;6860;7170;7311;7694;8090;8419;9053;9981;10069;10263;10353	449;1333;2950;2951;3067;5360;5668;7000;7001;8012;8015;8362;8517;8958;8959;9418;9794;10524;10525;11677;11678;11771;11994;12092	527;1535;3422;3423;3563;6249;6646;8203;8204;9367;9372;9748;9918;10425;10426;10959;11393;12222;12223;12224;12225;13612;13613;13718;13990;14103	527;1535;3423;3563;6249;6646;8203;9367;9372;9748;9918;10426;10959;11393;12225;13613;13718;13990;14103	779;787;788;789;790;791;792	90;150;491;909;983;1752;1856
P35606	P35606	12	12	12	Coatomer subunit beta	COPB2	sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2	1	12	12	12	21.9	21.9	21.9	102.49	906	906	0	115.48	127090000	14				828	41;2134;4340;4809;6601;8764;8767;9339;9453;9751;10336;10984	True;True;True;True;True;True;True;True;True;True;True;True	42;2167;4398;4871;6684;8875;8878;9462;9577;9879;10471;11130	51;2521;5086;5688;7817;10313;10316;10991;11129;11560;12233;13011	60;61;2923;5920;6670;9141;11970;11973;12765;12766;12767;12936;13484;14277;15163	60;2923;5920;6670;9141;11970;11973;12767;12936;13484;14277;15163	793	561
P35610	P35610	3	3	3	Sterol O-acyltransferase 1	SOAT1	sp|P35610|SOAT1_HUMAN Sterol O-acyltransferase 1 OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=3	1	3	3	3	6.7	6.7	6.7	64.734	550	550	0	18.616	15492000	3				829	2056;7788;8981	True;True;True	2089;7889;9097	2417;9186;10577	2786;10695;12283	2786;10695;12283		
P35612	P35612	1	1	1	Beta-adducin	ADD2	sp|P35612|ADDB_HUMAN Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3	1	1	1	1	3.4	3.4	3.4	80.853	726	726	0.00090662	7.7113	5914600	1				830	8742	True	8853	10287	11943	11943		
P35613	P35613	3	3	3	Basigin	BSG	sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2	1	3	3	3	12.2	12.2	12.2	42.2	385	385	0	31.273	77652000	3				831	5662;8735;9210	True;True;True	5739;8846;9331	6714;10280;10846	7862;11936;12587	7862;11936;12587	794	239
P35637	P35637	4	4	3	RNA-binding protein FUS	FUS	sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1	1	4	4	3	15.4	15.4	13.7	53.425	526	526	0	48.42	184560000	3				832	64;721;4560;6296	True;True;True;True	65;727;4621;6377	76;835;5347;7474	94;967;6235;8746	94;967;6235;8746		
P35658	P35658	4	4	4	Nuclear pore complex protein Nup214	NUP214	sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2	1	4	4	4	3.3	3.3	3.3	213.62	2090	2090	0	26.061	17931000	4				833	2975;7969;8387;9885	True;True;True;True	3018;8071;8491;10016	3486;9396;9871;11716	4031;10932;11474;13654	4031;10932;11474;13654		
P35659	P35659	4	4	4	Protein DEK	DEK	sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1	1	4	4	4	12.8	12.8	12.8	42.674	375	375	0	23.576	67301000	3				834	6503;7911;8852;10997	True;True;True;True	6584;8013;8967;11143	7702;9329;10424;13025	9003;10861;12096;15179	9003;10861;12096;15179		
P35754	P35754	2	2	2	Glutaredoxin-1	GLRX	sp|P35754|GLRX1_HUMAN Glutaredoxin-1 OS=Homo sapiens OX=9606 GN=GLRX PE=1 SV=2	1	2	2	2	30.2	30.2	30.2	11.776	106	106	0	16.193	19494000	3				835	782;1208	True;True	790;1223	914;1413;1414	1055;1627;1628	1055;1627		
P35813	P35813	1	1	1	Protein phosphatase 1A	PPM1A	sp|P35813|PPM1A_HUMAN Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1	1	1	1	1	4.7	4.7	4.7	42.447	382	382	0	11.875	12674000	1				836	4250	True	4307	4985	5802	5802		
P35998	P35998	9	9	9	26S protease regulatory subunit 7	PSMC2	sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3	1	9	9	9	27	27	27	48.633	433	433	0	64.412	141640000	11				837	139;495;2891;3071;3588;5618;8407;9743;11427	True;True;True;True;True;True;True;True;True	140;500;2933;3115;3637;5695;8512;9871;11579	161;574;3389;3596;4210;6665;9894;11552;13513	195;196;197;671;3920;4156;4893;7809;11501;13475;15741	197;671;3920;4156;4893;7809;11501;13475;15741	795	299
P36404	P36404	2	2	2	ADP-ribosylation factor-like protein 2	ARL2	sp|P36404|ARL2_HUMAN ADP-ribosylation factor-like protein 2 OS=Homo sapiens OX=9606 GN=ARL2 PE=1 SV=4	1	2	2	2	15.2	15.2	15.2	20.878	184	184	0	16.682	8438000	2				838	6548;7947	True;True	6629;8049	7757;9371	9067;10905	9067;10905		
P36405	P36405	1	1	1	ADP-ribosylation factor-like protein 3	ARL3	sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2	1	1	1	1	12.1	12.1	12.1	20.455	182	182	0.0080233	5.8334	5889200	1				839	8197	True	8301	9660	11235	11235		
P36406	P36406	1	1	1	E3 ubiquitin-protein ligase TRIM23	TRIM23	sp|P36406|TRI23_HUMAN E3 ubiquitin-protein ligase TRIM23 OS=Homo sapiens OX=9606 GN=TRIM23 PE=1 SV=1	1	1	1	1	1.7	1.7	1.7	64.066	574	574	0.003108	6.1726	5980200	1				840	1179	True	1193	1372	1579	1579		
P36507;A0A1B0GUL7	P36507;A0A1B0GUL7	3;2	2;1	2;1	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	sp|P36507|MP2K2_HUMAN Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens OX=9606 GN=MAP2K2 PE=1 SV=1;tr|A0A1B0GUL7|A0A1B0GUL7_HUMAN Protein kinase domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1	2	3	2	2	10.2	7.5	7.5	44.424	400	400;405	0	16.384	17814000	3				841	6252;6665;8741	False;True;True	6333;6748;8852	7421;7893;10286	8684;9226;9227;11942	8684;9227;11942		
P36542	P36542	2	2	2	ATP synthase subunit gamma, mitochondrial	ATP5C1	sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1	1	2	2	2	8.1	8.1	8.1	32.996	298	298	0.00050201	11.471	30342000	2				842	2635;9602	True;True	2675;9728	3113;11371;11372	3616;13250;13251	3616;13250		
P36543	P36543	2	2	2	V-type proton ATPase subunit E 1	ATP6V1E1	sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1	1	2	2	2	6.2	6.2	6.2	26.145	226	226	0	12.843	14213000	2				843	819;1237	True;True	828;1254	960;961;1454	1106;1107;1678	1106;1678		
P36551	P36551	4	4	4	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	CPOX	sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3	1	4	4	4	11.7	11.7	11.7	50.151	454	454	0	25.361	12018000	4				844	391;4935;7769;11506	True;True;True;True	396;5000;7870;11658	452;5838;9166;13610	531;6837;10673;15850	531;6837;10673;15850	796	419
P36578	P36578	10	10	10	60S ribosomal protein L4	RPL4	sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5	1	10	10	10	22.5	22.5	22.5	47.697	427	427	0	67.818	551580000	14				845	719;3159;4200;4899;4900;5626;5857;7602;7603;8496	True;True;True;True;True;True;True;True;True;True	725;3203;4257;4964;4965;5703;5937;7702;7703;8601	832;833;3693;4931;5796;5797;6674;6960;8968;8969;10000	963;964;965;4271;5743;6789;6790;6791;7818;8153;8154;10438;10439;11618	964;4271;5743;6789;6790;7818;8153;10438;10439;11618		
P36776	P36776	11	11	11	Lon protease homolog, mitochondrial	LONP1	sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2	1	11	11	11	18.5	18.5	18.5	106.49	959	959	0	79.018	89026000	12				846	1458;2498;4663;4739;5119;6158;7237;7954;8301;8347;10509	True;True;True;True;True;True;True;True;True;True;True	1483;2537;4725;4801;5187;6239;7326;8056;8405;8451;10648	1716;2943;2944;5503;5601;6054;7307;8538;9379;9777;9829;12433	1981;3413;3414;3415;6436;6561;7097;8551;9942;10913;11373;11429;14512	1981;3415;6436;6561;7097;8551;9942;10913;11373;11429;14512	797;798;799;800;801;802	260;272;435;653;655;879
P36871	P36871	8	8	8	Phosphoglucomutase-1	PGM1	sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3	1	8	8	8	27.4	27.4	27.4	61.448	562	562	0	51.538	52879000	9				847	192;435;1583;5101;5222;6849;8801;11195	True;True;True;True;True;True;True;True	194;440;1610;5169;5290;6934;8915;11344	223;507;1860;1861;6034;6177;8097;10360;13249	267;593;2142;2143;7073;7245;9459;12027;15432	267;593;2143;7073;7245;9459;12027;15432	803;804	449;535
P36873	P36873	7	7	2	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1	1	7	7	2	40.6	40.6	14.6	36.983	323	323	0	99.971	369220000	15				848	181;415;2502;5193;6050;8391;9567	True;True;True;True;True;True;True	183;420;2541;5261;6130;8495;9692	212;484;485;2948;2949;6143;7177;7178;7179;7180;9875;11262	255;256;568;569;3419;3420;3421;7208;8402;8403;8404;8405;8406;11479;11480;13103	256;569;3420;7208;8403;11480;13103	805	190
P36915	P36915	5	5	5	Guanine nucleotide-binding protein-like 1	GNL1	sp|P36915|GNL1_HUMAN Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2	1	5	5	5	12.4	12.4	12.4	68.66	607	607	0	40.863	27233000	4				849	2871;3081;4669;5299;9233	True;True;True;True;True	2912;3125;4731;5370;9356	3368;3606;5511;6272;10873	3898;4168;6444;7352;12617	3898;4168;6444;7352;12617		
