Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P09832;P37127	P09832	9;1	9;1	9;1	Glutamate synthase [NADPH] small chain	gltD	sp|P09832|GLTD_ECOLI Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) OX=83333 GN=gltD PE=1 SV=3	2	9	9	9	29.7	29.7	29.7	52.015	472	472;659	0.0	33.354	13765000	11	190	1712;5378;5871;6259;6266;6411;7695;12011;13204	True;True;True;True;True;True;True;True;True	1912;5905;6438;6851;6858;7020;8397;13235;14524	2729;8030;8768;9332;9348;9583;11483;18092;19854	3609;10686;11748;12539;12571;12572;12573;12919;15503;24302;26759	3609;10686;11748;12539;12573;12919;15503;24302;26759		
P09980	P09980	7	7	7	ATP-dependent DNA helicase Rep	rep	sp|P09980|REP_ECOLI ATP-dependent DNA helicase Rep OS=Escherichia coli (strain K12) OX=83333 GN=rep PE=1 SV=3	1	7	7	7	14.0	14.0	14.0	77.023	673	673	0.0	23.205	4291900	8	191	114;2282;4370;4514;12890;13888;13907	True;True;True;True;True;True;True	128;2526;4792;4958;14187;15272;15292	204;3543;6540;6775;19363;20927;20953	261;4674;8745;9078;26040;28259;28293;28294	261;4674;8745;9078;26040;28259;28294		
P0A698	P0A698	34	34	34	UvrABC system protein A	uvrA	sp|P0A698|UVRA_ECOLI UvrABC system protein A OS=Escherichia coli (strain K12) OX=83333 GN=uvrA PE=1 SV=1	1	34	34	34	54.0	54.0	54.0	103.87	940	940	0.0	252.67	101560000	46	192	14;1667;1705;2168;2201;2258;2422;2598;2901;3252;3626;5876;5933;6120;7228;7996;8127;8334;8581;8858;8878;9920;10571;10751;11918;12053;12101;12128;12275;12702;13423;13645;13708;15134	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	15;1865;1905;2399;2435;2498;2688;2881;3210;3585;4002;6444;6503;6703;7907;8712;8853;9073;9340;9646;9666;10956;11676;11863;13129;13281;13332;13361;13517;13975;14767;15010;15080;16645	19;2672;2719;3381;3435;3512;3749;4014;4015;4452;4949;5518;8779;8857;9145;10823;11862;12042;12345;12718;12719;13122;13147;15071;16042;16267;17954;18147;18148;18216;18217;18252;18253;18455;18456;19094;20175;20528;20654;20655;22776	21;3544;3598;4464;4539;4634;4945;4946;5295;5296;5297;5876;6535;7275;11761;11876;11877;12299;12300;14626;15988;16237;16678;16679;17186;17187;17707;17738;20345;21606;21906;24118;24369;24370;24462;24463;24510;24511;24794;24795;25689;27181;27679;27865;27866;30775;30776	21;3544;3598;4464;4539;4634;4945;5295;5876;6535;7275;11761;11877;12299;14626;15988;16237;16679;17186;17707;17738;20345;21606;21906;24118;24369;24462;24510;24794;25689;27181;27679;27865;30776	340	149
P0A6A0	P0A6A0	6	6	6	Probable protein kinase UbiB	ubiB	sp|P0A6A0|UBIB_ECOLI Probable protein kinase UbiB OS=Escherichia coli (strain K12) OX=83333 GN=ubiB PE=1 SV=1	1	6	6	6	13.0	13.0	13.0	63.202	546	546	0.0	17.056	5472700	5	193	7601;12303;12484;12717;13710;14828	True;True;True;True;True;True	8298;13549;13745;13991;15082;16306	11354;18494;18765;19111;20657;22326	15334;24836;25227;25717;27868;30191	15334;24836;25227;25717;27868;30191		
P0A6A3	P0A6A3	17	17	17	Acetate kinase	ackA	sp|P0A6A3|ACKA_ECOLI Acetate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ackA PE=1 SV=1	1	17	17	17	80.5	80.5	80.5	43.29	400	400	0.0	179.93	245430000	41	194	1733;1752;2204;3026;3579;3838;7720;8150;9196;9484;10165;10526;11601;14748;14827;15117;15133	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1934;1935;1936;1958;2439;2440;3340;3953;4225;8424;8878;10013;10405;11236;11237;11624;12784;16219;16304;16305;16628;16644	2753;2754;2755;2783;2784;3440;3441;4619;5460;5811;11517;11518;12074;13627;14247;14248;15473;15474;15975;17474;22221;22222;22223;22323;22324;22325;22757;22758;22775	3635;3636;3637;3671;3672;3673;3674;3675;4545;4546;6089;6090;7203;7649;15542;15543;16280;16281;16282;18399;19222;19223;19224;20891;20892;21529;23479;30055;30056;30057;30058;30059;30187;30188;30189;30190;30749;30750;30751;30773;30774	3636;3674;4546;6090;7203;7649;15542;16280;18399;19223;20891;21529;23479;30056;30190;30749;30774	341;342;343;344;345;346;347	157;196;230;240;261;321;340
P0A6A8	P0A6A8	2	2	2	Acyl carrier protein	acpP	sp|P0A6A8|ACP_ECOLI Acyl carrier protein OS=Escherichia coli (strain K12) OX=83333 GN=acpP PE=1 SV=2	1	2	2	2	33.3	33.3	33.3	8.6394	78	78	0.0	19.722	4479700	4	195	6904;7242	True;True	7565;7921	10340;10341;10838	13980;13981;13982;14642	13982;14642		
P0A6B7	P0A6B7	9	9	9	Cysteine desulfurase IscS	iscS	sp|P0A6B7|ISCS_ECOLI Cysteine desulfurase IscS OS=Escherichia coli (strain K12) OX=83333 GN=iscS PE=1 SV=1	1	9	9	9	30.4	30.4	30.4	45.089	404	404	0.0	34.345	29099000	9	196	874;2223;2968;3165;4980;8725;8732;10092;10627	True;True;True;True;True;True;True;True;True	976;2460;3280;3492;5462;9505;9512;11156;11735	1409;1410;3466;4546;4831;7441;12936;12945;12946;15369;16111	1840;1841;4578;6000;6378;9904;17470;17483;17484;20757;21696	1841;4578;6000;6378;9904;17470;17483;20757;21696		
P0A6C1	P0A6C1	5	5	5	Endonuclease 4	nfo	sp|P0A6C1|END4_ECOLI Endonuclease 4 OS=Escherichia coli (strain K12) OX=83333 GN=nfo PE=1 SV=1	1	5	5	5	24.6	24.6	24.6	31.479	285	285	0.0	11.7	4924300	4	197	26;123;3931;6015;14825	True;True;True;True;True	30;139;4319;6591;16302	58;221;5929;8996;22321	79;282;7817;12097;30185	79;282;7817;12097;30185		
P0A6D0	P0A6D0	2	2	2	Arginine repressor	argR	sp|P0A6D0|ARGR_ECOLI Arginine repressor OS=Escherichia coli (strain K12) OX=83333 GN=argR PE=1 SV=1	1	2	2	2	28.2	28.2	28.2	16.994	156	156	0.0	15.893	9971800	3	198	4304;9378	True;True	4721;10235	6440;13942;13943	8600;18816;18817	8600;18817		
P0A6D3	P0A6D3	8	8	8	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	sp|P0A6D3|AROA_ECOLI 3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=aroA PE=1 SV=1	1	8	8	8	23.0	23.0	23.0	46.095	427	427	0.0	18.072	10205000	10	199	3557;6912;7425;8617;9386;12490;13068;13338	True;True;True;True;True;True;True;True	3931;7573;8114;9389;10248;13751;14380;14675	5432;10352;11105;12796;13957;18772;19666;20059	7168;7169;7170;13995;14979;17293;18832;25240;26499;27025	7170;13995;14979;17293;18832;25240;26499;27025	348	1
P0A6D7	P0A6D7	8	8	8	Shikimate kinase 1	aroK	sp|P0A6D7|AROK_ECOLI Shikimate kinase 1 OS=Escherichia coli (strain K12) OX=83333 GN=aroK PE=1 SV=2	1	8	8	8	50.3	50.3	50.3	19.538	173	173	0.0	27.55	23892000	10	200	3698;3699;9902;10074;10699;11281;13689;14359	True;True;True;True;True;True;True;True	4077;4078;10938;11136;11809;12437;15058;15797	5605;5606;15046;15344;16206;17014;20617;21638;21639	7372;7373;7374;20305;20729;21837;22841;22842;27810;29220;29221	7373;7374;20305;20729;21837;22842;27810;29220		
P0A6E1	P0A6E1	2	2	2	Shikimate kinase 2	aroL	sp|P0A6E1|AROL_ECOLI Shikimate kinase 2 OS=Escherichia coli (strain K12) OX=83333 GN=aroL PE=1 SV=3	1	2	2	2	32.8	32.8	32.8	19.151	174	174	0.0	4.5217	2265700	4	201	3616;8786	True;True	3991;9570	5504;13021	7259;7260;17577;17578	7259;17578		
P0A6E4	P0A6E4	17	17	17	Argininosuccinate synthase	argG	sp|P0A6E4|ASSY_ECOLI Argininosuccinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=argG PE=1 SV=2	1	17	17	17	56.6	56.6	56.6	49.898	447	447	0.0	64.661	44934000	19	202	2237;2811;3940;4537;4627;5050;5232;5762;6346;6682;6970;8533;9962;10779;12547;12548;14775	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	2475;3115;4328;4982;5077;5537;5538;5749;6319;6320;6949;7321;7634;7635;9282;11002;11892;13810;13811;16249	3485;4327;5940;6811;6930;7537;7538;7822;8585;8586;9478;10022;10437;10438;12623;15141;16298;18851;18852;22257	4602;5717;7832;9125;9260;10035;10036;10410;11443;11444;12775;13560;13561;14115;14116;17053;20453;21949;25343;25344;30099	4602;5717;7832;9125;9260;10036;10410;11443;12775;13561;14115;17053;20453;21949;25343;25344;30099	349;350;351;352	221;275;297;407
P0A6E6	P0A6E6	4	4	4	ATP synthase epsilon chain	atpC	sp|P0A6E6|ATPE_ECOLI ATP synthase epsilon chain OS=Escherichia coli (strain K12) OX=83333 GN=atpC PE=1 SV=2	1	4	4	4	54.0	54.0	54.0	15.068	139	139	0.0	55.714	12928000	6	203	304;1053;6764;7076	True;True;True;True	339;1185;7407;7745	498;1722;10124;10582	651;2260;13691;13692;14303;14304	651;2260;13692;14304		
P0A6E9	P0A6E9	5	5	5	ATP-dependent dethiobiotin synthetase BioD 2	bioD2	sp|P0A6E9|BIOD2_ECOLI ATP-dependent dethiobiotin synthetase BioD 2 OS=Escherichia coli (strain K12) OX=83333 GN=bioD2 PE=3 SV=1	1	5	5	5	21.6	21.6	21.6	24.981	231	231	0.0	15.111	12906000	5	204	916;3272;6667;7302;8688	True;True;True;True;True	1023;3607;7305;7984;9466	1480;4974;10004;10924;12894	1929;6567;13539;14754;17415	1929;6567;13539;14754;17415		
P0A6F1	P0A6F1	6	6	6	Carbamoyl-phosphate synthase small chain	carA	sp|P0A6F1|CARA_ECOLI Carbamoyl-phosphate synthase small chain OS=Escherichia coli (strain K12) OX=83333 GN=carA PE=1 SV=1	1	6	6	6	28.3	28.3	28.3	41.431	382	382	0.0	15.524	6025600	8	205	2306;4510;7144;10681;11415;11807	True;True;True;True;True;True	2552;4954;7818;11791;12578;13005	3570;6770;10685;10686;16185;17200;17772	4708;9072;14419;14420;21810;21811;23110;23879	4708;9072;14419;21810;23110;23879		
P0A6F3	P0A6F3	28	28	28	Glycerol kinase	glpK	sp|P0A6F3|GLPK_ECOLI Glycerol kinase OS=Escherichia coli (strain K12) OX=83333 GN=glpK PE=1 SV=2	1	28	28	28	65.3	65.3	65.3	56.23	502	502	0.0	196.08	317950000	58	206	228;1031;1402;1564;2046;2573;2899;2900;2925;3406;3628;4474;6699;7473;8291;9474;10309;11321;11929;12047;12280;12281;12797;13333;13623;14147;14552;14846	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	250;1149;1150;1570;1753;1754;2272;2853;2854;3208;3209;3235;3761;4004;4909;7338;8165;9029;10388;10389;11389;12478;13143;13274;13522;13523;14079;14080;14668;14669;14988;15568;16006;16324	383;384;385;1652;1653;1654;2254;2533;2534;2535;2536;3198;3975;3976;3977;3978;4450;4451;4486;4487;5197;5520;5521;6695;10042;10043;11189;12282;14219;14220;14221;14222;14223;15670;17068;17971;18139;18462;18463;19228;19229;20050;20051;20052;20495;20496;21338;21920;21921;22350;22351;22352	511;512;513;514;2157;2158;2159;2913;3353;3354;3355;3356;3357;3358;4222;5245;5246;5247;5248;5874;5875;5922;5923;5924;6858;7278;7279;8960;8961;13584;13585;15094;16579;16580;19188;19189;19190;19191;19192;19193;21144;22914;24141;24142;24358;24359;24801;24802;25867;25868;27016;27017;27018;27629;27630;27631;27632;28796;29615;29616;30219;30220;30221	512;2157;2913;3357;4222;5248;5874;5875;5924;6858;7279;8961;13585;15094;16579;19193;21144;22914;24141;24358;24801;24802;25867;27017;27629;28796;29616;30219	353;354;355;356;357;358;359	22;191;204;214;396;420;495
P0A6F5	P0A6F5	35	35	35	60 kDa chaperonin	groL	sp|P0A6F5|CH60_ECOLI 60 kDa chaperonin OS=Escherichia coli (strain K12) OX=83333 GN=groL PE=1 SV=2	1	35	35	35	84.9	84.9	84.9	57.328	548	548	0.0	323.31	5804400000	351	207	163;539;672;989;1041;1069;1276;1400;1401;1439;1440;1550;2522;3034;3092;3408;4835;4966;5554;5640;5641;7094;7524;7565;8212;9720;10680;10866;10867;11417;11561;11562;13152;13497;14395	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	182;593;594;748;1102;1164;1165;1166;1204;1431;1568;1569;1613;1614;1615;1616;1617;1618;1738;2796;3349;3350;3411;3412;3413;3763;3764;5303;5304;5305;5447;6093;6186;6187;7763;7764;8218;8260;8943;8944;10740;10741;10742;10743;11790;11988;11989;12580;12581;12582;12741;12742;14470;14849;14850;15837	280;281;282;283;284;285;286;287;288;289;290;291;292;867;868;869;870;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1588;1589;1688;1689;1690;1691;1692;1693;1694;1695;1696;1697;1698;1744;1745;1746;1747;1748;1749;1750;1751;1752;2059;2060;2251;2252;2253;2318;2319;2320;2321;2322;2323;2324;2325;2326;2327;2328;2329;2330;2331;2332;2333;2334;2335;2336;2511;2512;3891;3892;3893;3894;3895;3896;3897;3898;3899;3900;3901;3902;3903;4629;4630;4631;4632;4633;4634;4635;4636;4716;4717;4718;4719;4720;4721;4722;4723;4724;4725;4726;4727;4728;4729;4730;4731;4732;4733;5199;5200;5201;5202;5203;5204;5205;5206;5207;7227;7228;7229;7230;7231;7232;7233;7234;7235;7236;7237;7238;7420;8271;8272;8394;8395;8396;8397;10609;10610;10611;11254;11307;12163;12164;12165;12166;12167;12168;12169;14763;14764;14765;14766;14767;14768;14769;14770;14771;16181;16182;16183;16184;16420;16421;16422;16423;16424;16425;16426;17202;17203;17204;17205;17206;17207;17208;17209;17421;17422;19779;20300;20301;20302;20303;20304;20305;20306;20307;20308;21698	361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;1151;1152;1153;1154;1155;1156;1407;1408;1409;1410;1411;1412;1413;1414;1415;1416;1417;1418;1419;1420;1421;2072;2073;2074;2075;2076;2077;2213;2214;2215;2216;2217;2218;2219;2220;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;2232;2233;2293;2294;2295;2296;2297;2298;2299;2300;2301;2302;2303;2304;2673;2674;2675;2909;2910;2911;2912;3022;3023;3024;3025;3026;3027;3028;3029;3030;3031;3032;3033;3034;3035;3036;3037;3038;3039;3040;3041;3042;3043;3044;3045;3046;3047;3048;3049;3050;3051;3052;3053;3054;3055;3056;3057;3058;3059;3060;3061;3062;3063;3064;3065;3322;3323;3324;3325;3326;5132;5133;5134;5135;5136;5137;5138;5139;5140;5141;5142;5143;5144;5145;5146;5147;5148;5149;5150;5151;6103;6104;6105;6106;6107;6108;6109;6110;6111;6112;6113;6218;6219;6220;6221;6222;6223;6224;6225;6226;6227;6228;6229;6230;6231;6232;6233;6234;6235;6236;6237;6238;6239;6240;6241;6242;6243;6244;6245;6246;6247;6248;6249;6250;6251;6252;6253;6860;6861;6862;6863;6864;6865;6866;6867;6868;6869;6870;6871;6872;6873;6874;6875;6876;6877;6878;6879;6880;6881;6882;6883;9639;9640;9641;9642;9643;9644;9645;9646;9647;9648;9649;9650;9651;9652;9653;9876;10990;10991;10992;10993;10994;10995;11158;11159;11160;11161;14332;14333;14334;15185;15186;15269;15270;15271;15272;15273;16406;16407;16408;16409;16410;16411;16412;16413;16414;16415;19926;19927;19928;19929;19930;19931;19932;19933;19934;19935;19936;19937;19938;19939;19940;21799;21800;21801;21802;21803;21804;21805;21806;21807;21808;21809;22105;22106;22107;22108;22109;22110;22111;22112;22113;23112;23113;23114;23115;23116;23117;23118;23119;23406;23407;23408;23409;23410;26654;27356;27357;27358;27359;27360;27361;27362;27363;27364;27365;27366;27367;27368;27369;27370;29311	363;1154;1413;2073;2217;2296;2674;2910;2912;3025;3062;3324;5138;6104;6248;6861;9648;9876;10991;11158;11160;14334;15185;15269;16412;19938;21800;22106;22111;23116;23406;23410;26654;27367;29311	360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379	69;73;111;114;166;193;233;267;288;307;389;488;491;514;520;538;541;544;547;548
P0A6F9	P0A6F9	5	5	5	10 kDa chaperonin	groS	sp|P0A6F9|CH10_ECOLI 10 kDa chaperonin OS=Escherichia coli (strain K12) OX=83333 GN=groS PE=1 SV=1	1	5	5	5	61.9	61.9	61.9	10.387	97	97	0.0	26.438	333700000	35	208	4747;6538;9515;11402;13511	True;True;True;True;True	5209;7159;10456;10457;12565;14864	7098;9788;9789;14320;14321;14322;14323;14324;14325;17183;17184;17185;20324;20325;20326;20327	9473;9474;13203;13204;13205;13206;13207;13208;13209;13210;19313;19314;19315;19316;19317;19318;19319;19320;19321;19322;19323;19324;23083;23084;23085;23086;23087;23088;23089;23090;27391;27392;27393;27394;27395	9474;13204;19314;23084;27391	380	1
P0A6G7	P0A6G7	6	6	6	ATP-dependent Clp protease proteolytic subunit	clpP	sp|P0A6G7|CLPP_ECOLI ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain K12) OX=83333 GN=clpP PE=1 SV=1	1	6	6	6	36.2	36.2	36.2	23.186	207	207	0.0	55.115	138590000	18	209	3874;4145;4146;9504;11553;13953	True;True;True;True;True;True	4261;4547;4548;10437;10438;10439;12733;15349;15350	5858;6226;6227;6228;14292;14293;14294;14295;17413;21038;21039;21040;21041;21042	7726;8293;8294;8295;8296;8297;19280;19281;19282;19283;23396;28418;28419;28420;28421;28422;28423;28424;28425	7726;8293;8297;19281;23396;28419	381;382;383	134;163;167
P0A6H1	P0A6H1	18	18	18	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	sp|P0A6H1|CLPX_ECOLI ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) OX=83333 GN=clpX PE=1 SV=2	1	18	18	18	61.1	61.1	61.1	46.355	424	424	0.0	56.702	61425000	25	210	1291;2587;4018;5046;5887;6547;7224;7432;8251;8419;8783;9881;11752;11905;12726;13433;13768;14392	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1447;2869;4409;5532;6455;7169;7903;8121;8986;9158;9567;10915;12945;13115;14001;14779;15142;15834	2078;2079;3998;6049;7530;8796;9800;10815;11114;12223;12459;13015;15010;15011;17688;17689;17933;19125;20193;20738;20739;21694	2698;2699;2700;5273;5274;8019;10025;11784;13228;14612;14991;16482;16483;16841;17569;20248;20249;23762;23763;24096;25732;27206;27974;27975;27976;29307	2699;5273;8019;10025;11784;13228;14612;14991;16483;16841;17569;20248;23763;24096;25732;27206;27975;29307	384	390
P0A6H5	P0A6H5	26	26	26	ATP-dependent protease ATPase subunit HslU	hslU	sp|P0A6H5|HSLU_ECOLI ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain K12) OX=83333 GN=hslU PE=1 SV=1	1	26	26	26	65.5	65.5	65.5	49.593	443	443	0.0	103.49	184730000	50	211	923;924;2290;2322;3166;3167;3680;4323;5808;6004;6005;6526;6603;7611;8465;8570;9200;9563;9916;10056;10362;10502;10503;12366;13420;15031	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1030;1031;2534;2568;3493;3494;4058;4741;6370;6580;6581;7147;7229;8310;9208;9325;10019;10530;10531;10952;11117;11446;11598;11599;13616;14764;16532	1488;1489;1490;3551;3587;4832;4833;5581;6465;8661;8662;8984;8985;8986;9767;9892;11369;12518;12692;13635;14440;14441;15067;15320;15321;15748;15749;15942;15943;18601;20172;22632;22633	1937;1938;1939;4682;4683;4731;6379;6380;7345;8637;8638;11572;11573;11574;11575;11576;11577;12078;12079;12080;12081;13166;13167;13168;13368;13369;15351;15352;16914;16915;16916;16917;17158;18407;18408;19472;19473;20341;20703;20704;20705;21241;21242;21486;21487;24998;24999;27176;27177;30585;30586;30587	1937;1939;4682;4731;6379;6380;7345;8637;11573;12080;12081;13168;13368;15351;16916;17158;18407;19473;20341;20703;21242;21486;21487;24998;27177;30586	385	38
P0A6H8	P0A6H8	5	5	5	Cardiolipin synthase A	clsA	sp|P0A6H8|CLSA_ECOLI Cardiolipin synthase A OS=Escherichia coli (strain K12) OX=83333 GN=clsA PE=1 SV=1	1	5	5	5	15.6	15.6	15.6	54.822	486	486	0.0	16.2	9308200	5	212	405;3780;5494;5789;7056	True;True;True;True;True	447;4164;6027;6349;7724	653;5724;8185;8633;10553	845;7531;10878;11526;14261;14262	845;7531;10878;11526;14261		
P0A6I0	P0A6I0	2	2	2	Cytidylate kinase	cmk	sp|P0A6I0|KCY_ECOLI Cytidylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=cmk PE=1 SV=1	1	2	2	2	16.3	16.3	16.3	24.746	227	227	0.0041249	1.8548	2851900	2	213	1461;6277	True;True	1641;6870	2374;9363	3128;12597	3128;12597		
P0A6I3	P0A6I3	8	8	8	Pantothenate kinase	coaA	sp|P0A6I3|COAA_ECOLI Pantothenate kinase OS=Escherichia coli (strain K12) OX=83333 GN=coaA PE=1 SV=1	1	8	8	8	37.3	37.3	37.3	36.359	316	316	0.0	21.466	8985700	8	214	2941;3134;5006;8493;10487;11676;13417;13878	True;True;True;True;True;True;True;True	3252;3458;5490;9241;11580;12866;14761;15262	4511;4790;7474;12563;15918;17584;20169;20915	5957;6327;9946;16966;21458;23613;27173;28242	5957;6327;9946;16966;21458;23613;27173;28242		
P0A6J3	P0A6J3	2	2	2	Sulfate transporter CysZ	cysZ	sp|P0A6J3|CYSZ_ECOLI Sulfate transporter CysZ OS=Escherichia coli (strain K12) OX=83333 GN=cysZ PE=1 SV=1	1	2	2	2	9.5	9.5	9.5	29.305	253	253	0.00062735	3.0765	2188200	3	215	9025;9225	True;True	9828;9829;10045	13369;13370;13665	18020;18021;18449	18020;18449	386	129
P0A6J5	P0A6J5	18	18	18	D-amino acid dehydrogenase	dadA	sp|P0A6J5|DADA_ECOLI D-amino acid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=dadA PE=1 SV=1	1	18	18	18	59.3	59.3	59.3	47.607	432	432	0.0	197.3	313410000	37	216	372;973;2119;3465;3641;4195;4816;4866;4867;5038;5655;7550;7757;9027;10603;11113;12838;13538	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	412;1085;2349;3831;4017;4605;5284;5337;5338;5524;6202;8245;8462;9831;11711;12256;12257;14127;14893;14894	600;1562;3321;3322;5303;5536;6302;6303;7202;7203;7278;7279;7280;7522;8433;8434;11287;11563;13372;13373;16082;16780;16781;16782;16783;19286;20366;20367;20368;20369;20370;20371	773;774;2036;4392;4393;7003;7296;8396;8397;9608;9609;9703;9704;9705;10014;10015;10016;11210;11211;15228;15229;15230;15231;15598;18023;18024;21659;21660;22555;22556;22557;22558;25947;27450;27451;27452;27453;27454;27455	774;2036;4393;7003;7296;8397;9609;9703;9704;10014;11210;15229;15598;18023;21659;22557;25947;27455	387;388;389	313;333;357
