Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized 1st,LNCaP/RWPE-1 normalized 2nd,LNCaP/RWPE-1 normalized 3rd
P15927,Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34),RPA2 REPA2 RPA32 RPA34,1.127,1.2143,1.4922
P16152,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)",CBR1 CBR CRN SDR21C1,1.053,1.0452,0.97329
P16401,Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3),H1-5 H1F5 HIST1H1B,0.90979,0.97812,1.0643
P16402,Histone H1.3 (Histone H1c) (Histone H1s-2),H1-3 H1F3 HIST1H1D,1.0209,1.0292,1.0277
P16422,Epithelial cell adhesion molecule (Ep-CAM) (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein) (EGP) (Epithelial glycoprotein 314) (EGP314) (hEGP314) (KS 1/4 antigen) (KSA) (Major gastrointestinal tumor-associated protein GA733-2) (Tumor-associated calcium signal transducer 1) (CD antigen CD326),EPCAM GA733-2 M1S2 M4S1 MIC18 TACSTD1 TROP1,1.5206,1.4404,1.3062
P16435,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),POR CYPOR,1.1068,1.1504,1.1465
P16615,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A2 ATP2B,0.7072,0.72214,0.69596
P16930,Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase),FAH,1.3703,1.4733,1.3821
P16949,Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17),STMN1 C1orf215 LAP18 OP18,0.30626,0.29472,0.30038
P16989,Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Single-strand DNA-binding protein NF-GMB),YBX3 CSDA DBPA,0.60648,0.7097,0.61054
P17174,"Aspartate aminotransferase, cytoplasmic (cAspAT) (EC 2.6.1.1) (EC 2.6.1.3) (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic) (cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)",GOT1,1.1269,1.0868,1.1473
P17480,Nucleolar transcription factor 1 (Autoantigen NOR-90) (Upstream-binding factor 1) (UBF-1),UBTF UBF UBF1,1.4663,1.502,1.4062
P17812,CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1),CTPS1 CTPS,0.39909,0.41856,0.4109
P17844,Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68),DDX5 G17P1 HELR HLR1,0.82657,0.81076,0.83263
P17858,"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)",PFKL,1.6539,1.5663,1.7027
P17980,26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1) (TBP-1),PSMC3 TBP1,0.80648,0.80491,0.83091
P17987,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha),TCP1 CCT1 CCTA,0.97611,0.96333,0.94841
P18031,Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B),PTPN1 PTP1B,0.17985,0.19261,0.17562
P18077,60S ribosomal protein L35a (Cell growth-inhibiting gene 33 protein) (Large ribosomal subunit protein eL33),RPL35A GIG33,1.0528,1.0172,1.0048
P18085,ADP-ribosylation factor 4,ARF4 ARF2,0.85495,0.78877,0.84797
P18124,60S ribosomal protein L7 (Large ribosomal subunit protein uL30),RPL7,0.93149,0.96656,0.91951
P18206,Vinculin (Metavinculin) (MV),VCL,0.5097,0.49172,0.48864
P18440,Arylamine N-acetyltransferase 1 (EC 2.3.1.5) (Arylamide acetylase 1) (Monomorphic arylamine N-acetyltransferase) (MNAT) (N-acetyltransferase type 1) (NAT-1),NAT1 AAC1,1.9029,1.7062,1.5586
P18583,Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3),SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312,0.88123,1.0013,1.0008
P18621,60S ribosomal protein L17 (60S ribosomal protein L23) (Large ribosomal subunit protein uL22) (PD-1),RPL17,0.96919,0.98022,0.97498
P18669,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B),PGAM1 PGAMA CDABP0006,0.77488,0.83923,0.81979
P18754,Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1),RCC1 CHC1,1.2197,1.2052,1.167
P18859,"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6) (ATP synthase peripheral stalk subunit F6)",ATP5PF ATP5A ATP5J ATPM,2.0998,2.2256,2.1745
P19105,"Myosin regulatory light chain 12A (Epididymis secretory protein Li 24) (HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)",MYL12A MLCB MRLC3 RLC,0.50502,0.5373,0.52823
P19338,Nucleolin (Protein C23),NCL,0.9926,1.0386,1.0221
P19367,Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I) (Hexokinase-A),HK1,0.94953,0.94321,0.95427
P19388,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)",POLR2E,0.99914,1.0919,1.1354
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)",NDUFV2,2.888,2.8801,2.4592
P19623,Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),SRM SPS1 SRML1,1.7529,1.6037,1.6351
P20020,Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1),ATP2B1 PMCA1,1.2337,1.2038,1.2983
P20042,Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta),EIF2S2 EIF2B,0.52798,0.60201,0.62654
P20073,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7 ANX7 SNX OK/SW-cl.95,1.2601,1.2594,1.3031
P20290,Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3),BTF3 NACB OK/SW-cl.8,0.65628,0.62772,0.64187
P20337,Ras-related protein Rab-3B,RAB3B,0.89556,0.86515,0.9667
P20340,Ras-related protein Rab-6A (Rab-6),RAB6A RAB6,0.68985,0.6172,0.6981
P20618,Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain),PSMB1 PSC5,0.86597,0.78729,0.83264
P20674,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,1.6072,1.7184,1.4699
P20700,Lamin-B1,LMNB1 LMN2 LMNB,1.0521,0.96492,1.0164
P20810,Calpastatin (Calpain inhibitor) (Sperm BS-17 component),CAST,0.20563,0.22641,0.21811
P20839,Inosine-5'-monophosphate dehydrogenase 1 (IMP dehydrogenase 1) (IMPD 1) (IMPDH 1) (EC 1.1.1.205) (IMPDH-I),IMPDH1 IMPD1,0.41534,0.39647,0.37235
P21266,Glutathione S-transferase Mu 3 (EC 2.5.1.18) (GST class-mu 3) (GSTM3-3) (hGSTM3-3),GSTM3 GST5,1.6685,1.8621,1.7793
P21281,"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)",ATP6V1B2 ATP6B2 VPP3,1.1269,1.1291,1.1209
P21283,V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1),ATP6V1C1 ATP6C ATP6D VATC,0.86882,0.78798,0.92221
P21291,Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141),CSRP1 CSRP CYRP,0.81766,0.87365,0.88197
P21333,Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin),FLNA FLN FLN1,0.14011,0.15094,0.14601
P21397,Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),MAOA,4.593,4.7522,4.517
P21399,Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1),ACO1 IREB1,0.58778,0.53952,0.56747
P21796,Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM),VDAC1 VDAC,1.0651,1.0734,1.0533
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)",SDHB SDH SDH1,0.97953,0.91239,1.0419
P21926,CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9),CD9 MIC3 TSPAN29 GIG2,1.2357,1.1208,1.209
P21964,Catechol O-methyltransferase (EC 2.1.1.6),COMT,2.017,1.8965,2.0253
P22033,"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)",MMUT MUT,1.395,1.3746,1.0278
P22059,Oxysterol-binding protein 1,OSBP OSBP1,1.2775,1.3529,1.2856
P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase),PCMT1,0.64285,0.63609,0.64115
P22087,rRNA 2'-O-methyltransferase fibrillarin (EC 2.1.1.-) (34 kDa nucleolar scleroderma antigen) (Histone-glutamine methyltransferase) (U6 snRNA 2'-O-methyltransferase fibrillarin),FBL FIB1 FLRN,1.2654,1.204,1.273
P22102,Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)],GART PGFT PRGS,0.53594,0.57056,0.55334
P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)],PAICS ADE2 AIRC PAIS,1.0982,1.1078,1.0606
P22307,Sterol carrier protein 2 (SCP-2) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Non-specific lipid-transfer protein) (NSL-TP) (Propanoyl-CoA C-acyltransferase) (EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X) (SCP-X),SCP2,2.4332,2.326,2.1523
P22314,Ubiquitin-like modifier-activating enzyme 1 (EC 6.2.1.45) (Protein A1S9) (Ubiquitin-activating enzyme E1),UBA1 A1S9T UBE1,1.1053,1.0947,1.1135
P22392,Nucleoside diphosphate kinase B (NDK B) (NDP kinase B) (EC 2.7.4.6) (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB) (EC 2.7.13.3) (nm23-H2),NME2 NM23B,0.7837,0.81806,0.81871
P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)",FDXR ADXR,3.0651,3.0247,3.1029
P22626,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),HNRNPA2B1 HNRPA2B1,0.935,0.95712,0.95124
P22694,cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11),PRKACB,1.376,1.455,1.4348
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)",UQCRC2,2.0569,2.1418,2.2572
P22830,"Ferrochelatase, mitochondrial (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)",FECH,4.3538,4.0015,4.6141
P23193,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o),TCEA1 GTF2S TFIIS,1.1397,1.1473,1.1604
P23246,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",SFPQ PSF,1.1331,1.0497,1.1208
P23258,Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1),TUBG1 TUBG,0.64195,0.65493,0.62898
P23284,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),PPIB CYPB,1.0043,0.98858,0.98548
P23368,"NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38) (Malic enzyme 2)",ME2,3.0927,3.084,2.7514
P23381,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",WARS1 IFI53 WARS WRS,0.62088,0.69605,0.67662
P23396,40S ribosomal protein S3 (EC 4.2.99.18) (Small ribosomal subunit protein uS3),RPS3 OK/SW-cl.26,0.93121,0.88925,0.93418
P23434,"Glycine cleavage system H protein, mitochondrial (Lipoic acid-containing protein)",GCSH,1.9188,2.2218,2.3272
P23526,Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase),AHCY SAHH,0.93229,0.91801,0.93925
P23528,"Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)",CFL1 CFL,0.76771,0.73194,0.76628
P23588,Eukaryotic translation initiation factor 4B (eIF-4B),EIF4B,1.0553,0.92731,0.8325
P23634,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),ATP2B4 ATP2B2 MXRA1,1.1475,1.0094,1.0971
P23743,Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha),DGKA DAGK DAGK1,0.55638,0.5385,0.5926
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",CPT2 CPT1,3.374,3.3736,3.7002
P23919,Thymidylate kinase (EC 2.7.4.9) (dTMP kinase),DTYMK CDC8 TMPK TYMK,1.1078,1.2114,1.2281
P23921,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),RRM1 RR1,0.84832,0.82567,0.83649
P24534,Elongation factor 1-beta (EF-1-beta),EEF1B2 EEF1B EF1B,0.61177,0.69498,0.55821
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase proton-transporting mitochondrial F(0) complex subunit B1) (ATP synthase subunit b) (ATPase subunit b)",ATP5PB ATP5F1,1.826,1.9982,2.1866
P24666,Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1),ACP1,0.68174,0.92019,0.65556
P24752,"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2)",ACAT1 ACAT MAT,2.2961,2.1727,2.5152
P25205,DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102),MCM3,0.88359,0.83646,0.83053
P25325,3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2),MPST TST2,0.9007,1.0832,1.0079
P25398,40S ribosomal protein S12 (Small ribosomal subunit protein eS12),RPS12,0.93044,0.90961,0.92933
P25685,DnaJ homolog subfamily B member 1 (DnaJ protein homolog 1) (Heat shock 40 kDa protein 1) (HSP40) (Heat shock protein 40) (Human DnaJ protein 1) (hDj-1),DNAJB1 DNAJ1 HDJ1 HSPF1,0.47646,0.6351,0.58034
P25705,"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)",ATP5F1A ATP5A ATP5A1 ATP5AL2 ATPM,2.3445,2.2242,2.417
P25786,Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain),PSMA1 HC2 NU PROS30 PSC2,0.82414,0.82716,0.83264
P25787,Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3),PSMA2 HC3 PSC3,0.9022,0.91337,0.92412
P25788,Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8),PSMA3 HC8 PSC8,0.94108,0.91341,1.0331
P25789,Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),PSMA4 HC9 PSC9,0.91911,0.86713,0.90135
P26038,Moesin (Membrane-organizing extension spike protein),MSN,0.089524,0.14999,0.13288
P26196,Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK),DDX6 HLR2 RCK,0.76483,0.85367,0.83092
P26368,Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit),U2AF2 U2AF65,1.0832,1.0449,1.0743
P26373,60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13),RPL13 BBC1 OK/SW-cl.46,0.97766,0.98143,0.9991
P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4) (Butyryl-CoA dehydrogenase) (EC 1.3.8.1)",IVD,2.673,2.3127,2.3105
P26583,High mobility group protein B2 (High mobility group protein 2) (HMG-2),HMGB2 HMG2,0.87263,0.81468,1.0937
P26599,Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),PTBP1 PTB,0.87565,0.92389,0.86969
P26639,"Threonine--tRNA ligase 1, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase 1)",TARS1 TARS,0.68406,0.6845,0.65337
P26640,Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS),VARS1 G7A VARS VARS2,1.2706,1.2358,1.2868
P26641,Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma),EEF1G EF1G PRO1608,0.80004,0.80876,0.78884
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase),FKBP2 FKBP13,1.0686,1.1256,1.1596
P27144,"Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)",AK4 AK3 AK3L1,2.8951,2.3127,2.4398
P27348,14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1),YWHAQ,0.53159,0.53835,0.54736
P27635,60S ribosomal protein L10 (Laminin receptor homolog) (Large ribosomal subunit protein uL16) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM),RPL10 DXS648E QM,1.0008,0.99529,1.0103
P27694,"Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]",RPA1 REPA1 RPA70,1.2813,1.3386,1.3192
P27695,"DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.11.2) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (APE-1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) endonuclease, mitochondrial]",APEX1 APE APE1 APEX APX HAP1 REF1,1.4167,1.4619,1.3665
P27708,CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)],CAD,0.55615,0.54679,0.52618
P27797,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60),CALR CRTC,0.85366,1.0251,0.96477
P27816,Microtubule-associated protein 4 (MAP-4),MAP4,0.93332,0.85032,0.83644
P27824,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),CANX,0.43579,0.43341,0.4375
P28066,Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain),PSMA5,0.8284,0.84055,0.85635
P28070,Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3),PSMB4 PROS26,1.0355,0.95011,0.94726
P28072,Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y),PSMB6 LMPY Y,0.8844,0.87741,0.89819
P28074,Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X),PSMB5 LMPX MB1 X,1.1055,1.0471,1.1058
P28288,ATP-binding cassette sub-family D member 3 (EC 3.1.2.-) (EC 7.6.2.-) (70 kDa peroxisomal membrane protein) (PMP70),ABCD3 PMP70 PXMP1,1.8472,1.8302,1.6986
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)",NDUFS1,2.8225,2.6457,2.909
P28482,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),MAPK1 ERK2 PRKM1 PRKM2,1.0128,0.9358,1.0507
